variant,block_end,scene,seed,ordinary_anchor_purity
Binary-Rep.,10,Water,20260808,0.8333333333333334
Binary-Rep.,10,Water,20260809,0.2857142857142857
Binary-Rep.,10,Water,20260810,0.45
Binary-Rep.,10,Water,20260811,0.6875
Binary-Rep.,10,Water,20260812,0.7272727272727273
Binary-Rep.,10,Water,20260813,0.2857142857142857
Binary-Rep.,10,Water,20260814,0.8888888888888888
Binary-Rep.,10,Water,20260815,0.5
Binary-Rep.,10,Water,20260816,0.7777777777777778
Binary-Rep.,10,Water,20260817,0.7894736842105263
Binary-Rep.,10,Water,20260818,0.6666666666666666
Binary-Rep.,10,Water,20260819,0.2222222222222222
Binary-Rep.,10,Water,20260820,0.8636363636363636
Binary-Rep.,10,Water,20260821,1.0
Binary-Rep.,10,Water,20260822,1.0
Binary-Rep.,10,Water,20260823,0.9130434782608695
Binary-Rep.,10,Water,20260824,0.7058823529411765
Binary-Rep.,10,Water,20260825,0.7272727272727273
Binary-Rep.,10,Water,20260826,0.6363636363636364
Binary-Rep.,10,Water,20260827,0.7142857142857143
Binary-Rep.,10,Water,20260828,1.0
Binary-Rep.,10,Water,20260829,0.8571428571428571
Binary-Rep.,10,Water,20260830,0.42857142857142855
Binary-Rep.,10,Water,20260831,0.5
Binary-Rep.,10,Water,20260832,0.7
Binary-Rep.,10,Water,20260833,0.8571428571428571
Binary-Rep.,10,Water,20260834,0.5238095238095238
Binary-Rep.,10,Water,20260835,0.5
Binary-Rep.,10,Water,20260836,0.8888888888888888
Binary-Rep.,10,Water,20260837,0.875
Binary-Rep.,20,Climate,20260808,0.725925925925926
Binary-Rep.,20,Climate,20260809,0.6363636363636364
Binary-Rep.,20,Climate,20260810,0.7727272727272727
Binary-Rep.,20,Climate,20260811,0.7121212121212122
Binary-Rep.,20,Climate,20260812,0.7952755905511811
Binary-Rep.,20,Climate,20260813,0.5950413223140496
Binary-Rep.,20,Climate,20260814,0.6567164179104478
Binary-Rep.,20,Climate,20260815,0.7352941176470589
Binary-Rep.,20,Climate,20260816,0.6015037593984962
Binary-Rep.,20,Climate,20260817,0.7686567164179104
Binary-Rep.,20,Climate,20260818,0.7463768115942029
Binary-Rep.,20,Climate,20260819,0.7709923664122137
Binary-Rep.,20,Climate,20260820,0.6962962962962963
Binary-Rep.,20,Climate,20260821,0.6746031746031746
Binary-Rep.,20,Climate,20260822,0.7443609022556391
Binary-Rep.,20,Climate,20260823,0.6015037593984962
Binary-Rep.,20,Climate,20260824,0.6950354609929078
Binary-Rep.,20,Climate,20260825,0.7218045112781954
Binary-Rep.,20,Climate,20260826,0.7407407407407407
Binary-Rep.,20,Climate,20260827,0.6691729323308271
Binary-Rep.,20,Climate,20260828,0.75
Binary-Rep.,20,Climate,20260829,0.8074074074074075
Binary-Rep.,20,Climate,20260830,0.8046875
Binary-Rep.,20,Climate,20260831,0.7751937984496124
Binary-Rep.,20,Climate,20260832,0.7266187050359713
Binary-Rep.,20,Climate,20260833,0.6564885496183206
Binary-Rep.,20,Climate,20260834,0.6956521739130435
Binary-Rep.,20,Climate,20260835,0.6811594202898551
Binary-Rep.,20,Climate,20260836,0.7593984962406015
Binary-Rep.,20,Climate,20260837,0.664179104477612
Binary-Rep.,20,Traffic,20260808,0.6615384615384615
Binary-Rep.,20,Traffic,20260809,0.7222222222222222
Binary-Rep.,20,Traffic,20260810,0.7236842105263158
Binary-Rep.,20,Traffic,20260811,0.7794117647058824
Binary-Rep.,20,Traffic,20260812,0.7142857142857143
Binary-Rep.,20,Traffic,20260813,0.6620689655172414
Binary-Rep.,20,Traffic,20260814,0.7449664429530202
Binary-Rep.,20,Traffic,20260815,0.7096774193548387
Binary-Rep.,20,Traffic,20260816,0.7194244604316546
Binary-Rep.,20,Traffic,20260817,0.7430555555555556
Binary-Rep.,20,Traffic,20260818,0.6971830985915493
Binary-Rep.,20,Traffic,20260819,0.7103448275862069
Binary-Rep.,20,Traffic,20260820,0.6482758620689655
Binary-Rep.,20,Traffic,20260821,0.6717557251908397
Binary-Rep.,20,Traffic,20260822,0.6621621621621622
Binary-Rep.,20,Traffic,20260823,0.6666666666666666
Binary-Rep.,20,Traffic,20260824,0.7131782945736435
Binary-Rep.,20,Traffic,20260825,0.6766917293233082
Binary-Rep.,20,Traffic,20260826,0.7062937062937062
Binary-Rep.,20,Traffic,20260827,0.7
Binary-Rep.,20,Traffic,20260828,0.762962962962963
Binary-Rep.,20,Traffic,20260829,0.7315436241610739
Binary-Rep.,20,Traffic,20260830,0.6597222222222222
Binary-Rep.,20,Traffic,20260831,0.6967213114754098
Binary-Rep.,20,Traffic,20260832,0.7205882352941176
Binary-Rep.,20,Traffic,20260833,0.7021276595744681
Binary-Rep.,20,Traffic,20260834,0.7535211267605634
Binary-Rep.,20,Traffic,20260835,0.5855263157894737
Binary-Rep.,20,Traffic,20260836,0.6159420289855072
Binary-Rep.,20,Traffic,20260837,0.6319444444444444
Binary-Rep.,20,Water,20260808,0.8064516129032258
Binary-Rep.,20,Water,20260809,0.6037735849056604
Binary-Rep.,20,Water,20260810,0.6933333333333334
Binary-Rep.,20,Water,20260811,0.6626506024096386
Binary-Rep.,20,Water,20260812,0.7352941176470589
Binary-Rep.,20,Water,20260813,0.7384615384615385
Binary-Rep.,20,Water,20260814,0.8333333333333334
Binary-Rep.,20,Water,20260815,0.68
Binary-Rep.,20,Water,20260816,0.765625
Binary-Rep.,20,Water,20260817,0.6410256410256411
Binary-Rep.,20,Water,20260818,0.7721518987341772
Binary-Rep.,20,Water,20260819,0.6212121212121212
Binary-Rep.,20,Water,20260820,0.7529411764705882
Binary-Rep.,20,Water,20260821,0.8108108108108109
Binary-Rep.,20,Water,20260822,0.7
Binary-Rep.,20,Water,20260823,0.855072463768116
Binary-Rep.,20,Water,20260824,0.6212121212121212
Binary-Rep.,20,Water,20260825,0.6231884057971014
Binary-Rep.,20,Water,20260826,0.7121212121212122
Binary-Rep.,20,Water,20260827,0.6153846153846154
Binary-Rep.,20,Water,20260828,0.7846153846153846
Binary-Rep.,20,Water,20260829,0.631578947368421
Binary-Rep.,20,Water,20260830,0.7741935483870968
Binary-Rep.,20,Water,20260831,0.6949152542372882
Binary-Rep.,20,Water,20260832,0.7777777777777778
Binary-Rep.,20,Water,20260833,0.7454545454545455
Binary-Rep.,20,Water,20260834,0.6875
Binary-Rep.,20,Water,20260835,0.6666666666666666
Binary-Rep.,20,Water,20260836,0.819672131147541
Binary-Rep.,20,Water,20260837,0.7564102564102564
Binary-Rep.,30,Climate,20260808,0.7004608294930875
Binary-Rep.,30,Climate,20260809,0.663594470046083
Binary-Rep.,30,Climate,20260810,0.6604651162790698
Binary-Rep.,30,Climate,20260811,0.7431192660550459
Binary-Rep.,30,Climate,20260812,0.7102803738317757
Binary-Rep.,30,Climate,20260813,0.6944444444444444
Binary-Rep.,30,Climate,20260814,0.7004608294930875
Binary-Rep.,30,Climate,20260815,0.7110091743119266
Binary-Rep.,30,Climate,20260816,0.7397260273972602
Binary-Rep.,30,Climate,20260817,0.6869158878504673
Binary-Rep.,30,Climate,20260818,0.663594470046083
Binary-Rep.,30,Climate,20260819,0.6682242990654206
Binary-Rep.,30,Climate,20260820,0.7465437788018433
Binary-Rep.,30,Climate,20260821,0.7235023041474654
Binary-Rep.,30,Climate,20260822,0.6759259259259259
Binary-Rep.,30,Climate,20260823,0.6682027649769585
Binary-Rep.,30,Climate,20260824,0.6651376146788991
Binary-Rep.,30,Climate,20260825,0.6990740740740741
Binary-Rep.,30,Climate,20260826,0.7142857142857143
Binary-Rep.,30,Climate,20260827,0.7568807339449541
Binary-Rep.,30,Climate,20260828,0.7188940092165899
Binary-Rep.,30,Climate,20260829,0.726027397260274
Binary-Rep.,30,Climate,20260830,0.6009174311926605
Binary-Rep.,30,Climate,20260831,0.6666666666666666
Binary-Rep.,30,Climate,20260832,0.7069767441860465
Binary-Rep.,30,Climate,20260833,0.7209302325581395
Binary-Rep.,30,Climate,20260834,0.7214611872146118
Binary-Rep.,30,Climate,20260835,0.6712328767123288
Binary-Rep.,30,Climate,20260836,0.6604651162790698
Binary-Rep.,30,Climate,20260837,0.680365296803653
Binary-Rep.,30,Traffic,20260808,0.7168674698795181
Binary-Rep.,30,Traffic,20260809,0.7192982456140351
Binary-Rep.,30,Traffic,20260810,0.6759776536312849
Binary-Rep.,30,Traffic,20260811,0.7245508982035929
Binary-Rep.,30,Traffic,20260812,0.6706586826347305
Binary-Rep.,30,Traffic,20260813,0.6878612716763006
Binary-Rep.,30,Traffic,20260814,0.7272727272727273
Binary-Rep.,30,Traffic,20260815,0.6932515337423313
Binary-Rep.,30,Traffic,20260816,0.6983240223463687
Binary-Rep.,30,Traffic,20260817,0.6744186046511628
Binary-Rep.,30,Traffic,20260818,0.7344632768361582
Binary-Rep.,30,Traffic,20260819,0.6491228070175439
Binary-Rep.,30,Traffic,20260820,0.6964285714285714
Binary-Rep.,30,Traffic,20260821,0.76
Binary-Rep.,30,Traffic,20260822,0.6802325581395349
Binary-Rep.,30,Traffic,20260823,0.7045454545454546
Binary-Rep.,30,Traffic,20260824,0.6946107784431138
Binary-Rep.,30,Traffic,20260825,0.7041420118343196
Binary-Rep.,30,Traffic,20260826,0.6666666666666666
Binary-Rep.,30,Traffic,20260827,0.6927374301675978
Binary-Rep.,30,Traffic,20260828,0.7125748502994012
Binary-Rep.,30,Traffic,20260829,0.727810650887574
Binary-Rep.,30,Traffic,20260830,0.7175141242937854
Binary-Rep.,30,Traffic,20260831,0.6586826347305389
Binary-Rep.,30,Traffic,20260832,0.6763005780346821
Binary-Rep.,30,Traffic,20260833,0.6609195402298851
Binary-Rep.,30,Traffic,20260834,0.7068965517241379
Binary-Rep.,30,Traffic,20260835,0.7241379310344828
Binary-Rep.,30,Traffic,20260836,0.672514619883041
Binary-Rep.,30,Traffic,20260837,0.6900584795321637
Binary-Rep.,30,Water,20260808,0.7045454545454546
Binary-Rep.,30,Water,20260809,0.7256637168141593
Binary-Rep.,30,Water,20260810,0.6996197718631179
Binary-Rep.,30,Water,20260811,0.7017543859649122
Binary-Rep.,30,Water,20260812,0.6960352422907489
Binary-Rep.,30,Water,20260813,0.7142857142857143
Binary-Rep.,30,Water,20260814,0.6908212560386473
Binary-Rep.,30,Water,20260815,0.6762295081967213
Binary-Rep.,30,Water,20260816,0.6995305164319249
Binary-Rep.,30,Water,20260817,0.732
Binary-Rep.,30,Water,20260818,0.7242798353909465
Binary-Rep.,30,Water,20260819,0.6183574879227053
Binary-Rep.,30,Water,20260820,0.6848249027237354
Binary-Rep.,30,Water,20260821,0.702928870292887
Binary-Rep.,30,Water,20260822,0.6904761904761905
Binary-Rep.,30,Water,20260823,0.7939914163090128
Binary-Rep.,30,Water,20260824,0.679324894514768
Binary-Rep.,30,Water,20260825,0.6485355648535565
Binary-Rep.,30,Water,20260826,0.7477876106194691
Binary-Rep.,30,Water,20260827,0.7170731707317073
Binary-Rep.,30,Water,20260828,0.6956521739130435
Binary-Rep.,30,Water,20260829,0.6625514403292181
Binary-Rep.,30,Water,20260830,0.7101449275362319
Binary-Rep.,30,Water,20260831,0.6854838709677419
Binary-Rep.,30,Water,20260832,0.7181818181818181
Binary-Rep.,30,Water,20260833,0.6730769230769231
Binary-Rep.,30,Water,20260834,0.7198443579766537
Binary-Rep.,30,Water,20260835,0.7478260869565218
Binary-Rep.,30,Water,20260836,0.6681222707423581
Binary-Rep.,30,Water,20260837,0.6846473029045643
Binary-Rep.,40,Climate,20260808,0.7042801556420234
Binary-Rep.,40,Climate,20260809,0.708171206225681
Binary-Rep.,40,Climate,20260810,0.7003891050583657
Binary-Rep.,40,Climate,20260811,0.6964980544747081
Binary-Rep.,40,Climate,20260812,0.6796875
Binary-Rep.,40,Climate,20260813,0.72265625
Binary-Rep.,40,Climate,20260814,0.6731517509727627
Binary-Rep.,40,Climate,20260815,0.7120622568093385
Binary-Rep.,40,Climate,20260816,0.688715953307393
Binary-Rep.,40,Climate,20260817,0.6549019607843137
Binary-Rep.,40,Climate,20260818,0.7058823529411765
Binary-Rep.,40,Climate,20260819,0.6653696498054474
Binary-Rep.,40,Climate,20260820,0.7470817120622568
Binary-Rep.,40,Climate,20260821,0.7237354085603113
Binary-Rep.,40,Climate,20260822,0.6745098039215687
Binary-Rep.,40,Climate,20260823,0.6811023622047244
Binary-Rep.,40,Climate,20260824,0.6964980544747081
Binary-Rep.,40,Climate,20260825,0.7058823529411765
Binary-Rep.,40,Climate,20260826,0.69140625
Binary-Rep.,40,Climate,20260827,0.6848249027237354
Binary-Rep.,40,Climate,20260828,0.6809338521400778
Binary-Rep.,40,Climate,20260829,0.6926070038910506
Binary-Rep.,40,Climate,20260830,0.66015625
Binary-Rep.,40,Climate,20260831,0.6852589641434262
Binary-Rep.,40,Climate,20260832,0.6875
Binary-Rep.,40,Climate,20260833,0.7392996108949417
Binary-Rep.,40,Climate,20260834,0.6719367588932806
Binary-Rep.,40,Climate,20260835,0.6926070038910506
Binary-Rep.,40,Climate,20260836,0.7176470588235294
Binary-Rep.,40,Climate,20260837,0.6941176470588235
Binary-Rep.,40,Traffic,20260808,0.6730769230769231
Binary-Rep.,40,Traffic,20260809,0.7251184834123223
Binary-Rep.,40,Traffic,20260810,0.7397260273972602
Binary-Rep.,40,Traffic,20260811,0.7183098591549296
Binary-Rep.,40,Traffic,20260812,0.7203791469194313
Binary-Rep.,40,Traffic,20260813,0.7352941176470589
Binary-Rep.,40,Traffic,20260814,0.6559633027522935
Binary-Rep.,40,Traffic,20260815,0.6338028169014085
Binary-Rep.,40,Traffic,20260816,0.6940639269406392
Binary-Rep.,40,Traffic,20260817,0.730593607305936
Binary-Rep.,40,Traffic,20260818,0.6525821596244131
Binary-Rep.,40,Traffic,20260819,0.6886792452830188
Binary-Rep.,40,Traffic,20260820,0.75
Binary-Rep.,40,Traffic,20260821,0.7327188940092166
Binary-Rep.,40,Traffic,20260822,0.7293577981651376
Binary-Rep.,40,Traffic,20260823,0.7264150943396226
Binary-Rep.,40,Traffic,20260824,0.7264150943396226
Binary-Rep.,40,Traffic,20260825,0.705607476635514
Binary-Rep.,40,Traffic,20260826,0.7293577981651376
Binary-Rep.,40,Traffic,20260827,0.7168949771689498
Binary-Rep.,40,Traffic,20260828,0.6820276497695853
Binary-Rep.,40,Traffic,20260829,0.6788990825688074
Binary-Rep.,40,Traffic,20260830,0.6863636363636364
Binary-Rep.,40,Traffic,20260831,0.7246376811594203
Binary-Rep.,40,Traffic,20260832,0.7162790697674418
Binary-Rep.,40,Traffic,20260833,0.7102803738317757
Binary-Rep.,40,Traffic,20260834,0.6542056074766355
Binary-Rep.,40,Traffic,20260835,0.6880733944954128
Binary-Rep.,40,Traffic,20260836,0.6712962962962963
Binary-Rep.,40,Traffic,20260837,0.6854460093896714
Binary-Rep.,40,Water,20260808,0.7410714285714286
Binary-Rep.,40,Water,20260809,0.7222222222222222
Binary-Rep.,40,Water,20260810,0.7091633466135459
Binary-Rep.,40,Water,20260811,0.6751054852320675
Binary-Rep.,40,Water,20260812,0.6919831223628692
Binary-Rep.,40,Water,20260813,0.7255813953488373
Binary-Rep.,40,Water,20260814,0.6936936936936937
Binary-Rep.,40,Water,20260815,0.6877637130801688
Binary-Rep.,40,Water,20260816,0.72
Binary-Rep.,40,Water,20260817,0.6506024096385542
Binary-Rep.,40,Water,20260818,0.7563025210084033
Binary-Rep.,40,Water,20260819,0.6960352422907489
Binary-Rep.,40,Water,20260820,0.7198443579766537
Binary-Rep.,40,Water,20260821,0.7081545064377682
Binary-Rep.,40,Water,20260822,0.6976744186046512
Binary-Rep.,40,Water,20260823,0.7564102564102564
Binary-Rep.,40,Water,20260824,0.6896551724137931
Binary-Rep.,40,Water,20260825,0.6609442060085837
Binary-Rep.,40,Water,20260826,0.7616822429906542
Binary-Rep.,40,Water,20260827,0.6995515695067265
Binary-Rep.,40,Water,20260828,0.678714859437751
Binary-Rep.,40,Water,20260829,0.6991869918699187
Binary-Rep.,40,Water,20260830,0.7083333333333334
Binary-Rep.,40,Water,20260831,0.6947791164658634
Binary-Rep.,40,Water,20260832,0.711864406779661
Binary-Rep.,40,Water,20260833,0.6978723404255319
Binary-Rep.,40,Water,20260834,0.6719367588932806
Binary-Rep.,40,Water,20260835,0.7074235807860262
Binary-Rep.,40,Water,20260836,0.675
Binary-Rep.,40,Water,20260837,0.6829268292682927
Binary-Rep.,50,Climate,20260808,0.6415094339622641
Binary-Rep.,50,Climate,20260809,0.7056603773584905
Binary-Rep.,50,Climate,20260810,0.704119850187266
Binary-Rep.,50,Climate,20260811,0.7142857142857143
Binary-Rep.,50,Climate,20260812,0.7218045112781954
Binary-Rep.,50,Climate,20260813,0.7089552238805971
Binary-Rep.,50,Climate,20260814,0.6928838951310862
Binary-Rep.,50,Climate,20260815,0.6966292134831461
Binary-Rep.,50,Climate,20260816,0.6704119850187266
Binary-Rep.,50,Climate,20260817,0.7388059701492538
Binary-Rep.,50,Climate,20260818,0.6455223880597015
Binary-Rep.,50,Climate,20260819,0.6741573033707865
Binary-Rep.,50,Climate,20260820,0.6641509433962264
Binary-Rep.,50,Climate,20260821,0.6528301886792452
Binary-Rep.,50,Climate,20260822,0.7653846153846153
Binary-Rep.,50,Climate,20260823,0.7424242424242424
Binary-Rep.,50,Climate,20260824,0.667910447761194
Binary-Rep.,50,Climate,20260825,0.7303370786516854
Binary-Rep.,50,Climate,20260826,0.7099236641221374
Binary-Rep.,50,Climate,20260827,0.7126865671641791
Binary-Rep.,50,Climate,20260828,0.6566037735849056
Binary-Rep.,50,Climate,20260829,0.7396226415094339
Binary-Rep.,50,Climate,20260830,0.7462121212121212
Binary-Rep.,50,Climate,20260831,0.7320754716981132
Binary-Rep.,50,Climate,20260832,0.6992481203007519
Binary-Rep.,50,Climate,20260833,0.7094339622641509
Binary-Rep.,50,Climate,20260834,0.7265917602996255
Binary-Rep.,50,Climate,20260835,0.752851711026616
Binary-Rep.,50,Climate,20260836,0.6853932584269663
Binary-Rep.,50,Climate,20260837,0.6867924528301886
Binary-Rep.,50,Traffic,20260808,0.6666666666666666
Binary-Rep.,50,Traffic,20260809,0.7077464788732394
Binary-Rep.,50,Traffic,20260810,0.7079037800687286
Binary-Rep.,50,Traffic,20260811,0.7127272727272728
Binary-Rep.,50,Traffic,20260812,0.7335766423357665
Binary-Rep.,50,Traffic,20260813,0.7167832167832168
Binary-Rep.,50,Traffic,20260814,0.6821428571428572
Binary-Rep.,50,Traffic,20260815,0.726643598615917
Binary-Rep.,50,Traffic,20260816,0.7361111111111112
Binary-Rep.,50,Traffic,20260817,0.6888111888111889
Binary-Rep.,50,Traffic,20260818,0.6925795053003534
Binary-Rep.,50,Traffic,20260819,0.696551724137931
Binary-Rep.,50,Traffic,20260820,0.6920289855072463
Binary-Rep.,50,Traffic,20260821,0.6914498141263941
Binary-Rep.,50,Traffic,20260822,0.7183098591549296
Binary-Rep.,50,Traffic,20260823,0.7473684210526316
Binary-Rep.,50,Traffic,20260824,0.7173144876325088
Binary-Rep.,50,Traffic,20260825,0.6901408450704225
Binary-Rep.,50,Traffic,20260826,0.7212543554006968
Binary-Rep.,50,Traffic,20260827,0.673469387755102
Binary-Rep.,50,Traffic,20260828,0.7
Binary-Rep.,50,Traffic,20260829,0.7307692307692307
Binary-Rep.,50,Traffic,20260830,0.7070707070707071
Binary-Rep.,50,Traffic,20260831,0.7013888888888888
Binary-Rep.,50,Traffic,20260832,0.6982456140350877
Binary-Rep.,50,Traffic,20260833,0.6535714285714286
Binary-Rep.,50,Traffic,20260834,0.6979166666666666
Binary-Rep.,50,Traffic,20260835,0.7117437722419929
Binary-Rep.,50,Traffic,20260836,0.7058823529411765
Binary-Rep.,50,Traffic,20260837,0.7318840579710145
Binary-Rep.,50,Water,20260808,0.7485714285714286
Binary-Rep.,50,Water,20260809,0.783068783068783
Binary-Rep.,50,Water,20260810,0.6938775510204082
Binary-Rep.,50,Water,20260811,0.7163461538461539
Binary-Rep.,50,Water,20260812,0.6827956989247311
Binary-Rep.,50,Water,20260813,0.7457627118644068
Binary-Rep.,50,Water,20260814,0.7081081081081081
Binary-Rep.,50,Water,20260815,0.7014925373134329
Binary-Rep.,50,Water,20260816,0.6988636363636364
Binary-Rep.,50,Water,20260817,0.7560975609756098
Binary-Rep.,50,Water,20260818,0.7166666666666667
Binary-Rep.,50,Water,20260819,0.6976744186046512
Binary-Rep.,50,Water,20260820,0.7857142857142857
Binary-Rep.,50,Water,20260821,0.7789473684210526
Binary-Rep.,50,Water,20260822,0.7333333333333333
Binary-Rep.,50,Water,20260823,0.7315789473684211
Binary-Rep.,50,Water,20260824,0.7474747474747475
Binary-Rep.,50,Water,20260825,0.680952380952381
Binary-Rep.,50,Water,20260826,0.7005649717514124
Binary-Rep.,50,Water,20260827,0.6704545454545454
Binary-Rep.,50,Water,20260828,0.6485148514851485
Binary-Rep.,50,Water,20260829,0.7801047120418848
Binary-Rep.,50,Water,20260830,0.7045454545454546
Binary-Rep.,50,Water,20260831,0.7319587628865979
Binary-Rep.,50,Water,20260832,0.7297297297297297
Binary-Rep.,50,Water,20260833,0.7017543859649122
Binary-Rep.,50,Water,20260834,0.7107843137254902
Binary-Rep.,50,Water,20260835,0.7046632124352331
Binary-Rep.,50,Water,20260836,0.743455497382199
Binary-Rep.,50,Water,20260837,0.7853658536585366
Binary-Rep.,60,Climate,20260808,0.7063492063492064
Binary-Rep.,60,Climate,20260809,0.7560975609756098
Binary-Rep.,60,Climate,20260810,0.7142857142857143
Binary-Rep.,60,Climate,20260811,0.7096774193548387
Binary-Rep.,60,Climate,20260812,0.76
Binary-Rep.,60,Climate,20260813,0.7047244094488189
Binary-Rep.,60,Climate,20260814,0.6926229508196722
Binary-Rep.,60,Climate,20260815,0.7448559670781894
Binary-Rep.,60,Climate,20260816,0.7520325203252033
Binary-Rep.,60,Climate,20260817,0.6944444444444444
Binary-Rep.,60,Climate,20260818,0.7408906882591093
Binary-Rep.,60,Climate,20260819,0.756
Binary-Rep.,60,Climate,20260820,0.7183673469387755
Binary-Rep.,60,Climate,20260821,0.7336065573770492
Binary-Rep.,60,Climate,20260822,0.748
Binary-Rep.,60,Climate,20260823,0.7377049180327869
Binary-Rep.,60,Climate,20260824,0.69140625
Binary-Rep.,60,Climate,20260825,0.7056451612903226
Binary-Rep.,60,Climate,20260826,0.7489539748953975
Binary-Rep.,60,Climate,20260827,0.6956521739130435
Binary-Rep.,60,Climate,20260828,0.7510204081632653
Binary-Rep.,60,Climate,20260829,0.7137096774193549
Binary-Rep.,60,Climate,20260830,0.7349397590361446
Binary-Rep.,60,Climate,20260831,0.6895161290322581
Binary-Rep.,60,Climate,20260832,0.7007874015748031
Binary-Rep.,60,Climate,20260833,0.7137096774193549
Binary-Rep.,60,Climate,20260834,0.7398373983739838
Binary-Rep.,60,Climate,20260835,0.764
Binary-Rep.,60,Climate,20260836,0.748
Binary-Rep.,60,Climate,20260837,0.7531380753138075
Binary-Rep.,60,Traffic,20260808,0.723404255319149
Binary-Rep.,60,Traffic,20260809,0.818815331010453
Binary-Rep.,60,Traffic,20260810,0.7109634551495017
Binary-Rep.,60,Traffic,20260811,0.7610294117647058
Binary-Rep.,60,Traffic,20260812,0.7758620689655172
Binary-Rep.,60,Traffic,20260813,0.759581881533101
Binary-Rep.,60,Traffic,20260814,0.7463768115942029
Binary-Rep.,60,Traffic,20260815,0.7226027397260274
Binary-Rep.,60,Traffic,20260816,0.7034700315457413
Binary-Rep.,60,Traffic,20260817,0.7679738562091504
Binary-Rep.,60,Traffic,20260818,0.7891156462585034
Binary-Rep.,60,Traffic,20260819,0.7566666666666667
Binary-Rep.,60,Traffic,20260820,0.7888888888888889
Binary-Rep.,60,Traffic,20260821,0.8172413793103448
Binary-Rep.,60,Traffic,20260822,0.8020833333333334
Binary-Rep.,60,Traffic,20260823,0.7573770491803279
Binary-Rep.,60,Traffic,20260824,0.7612456747404844
Binary-Rep.,60,Traffic,20260825,0.7559322033898305
Binary-Rep.,60,Traffic,20260826,0.7483443708609272
Binary-Rep.,60,Traffic,20260827,0.7810457516339869
Binary-Rep.,60,Traffic,20260828,0.7804878048780488
Binary-Rep.,60,Traffic,20260829,0.8188679245283019
Binary-Rep.,60,Traffic,20260830,0.7198697068403909
Binary-Rep.,60,Traffic,20260831,0.7659574468085106
Binary-Rep.,60,Traffic,20260832,0.7636986301369864
Binary-Rep.,60,Traffic,20260833,0.7202797202797203
Binary-Rep.,60,Traffic,20260834,0.7813620071684588
Binary-Rep.,60,Traffic,20260835,0.7602739726027398
Binary-Rep.,60,Traffic,20260836,0.7857142857142857
Binary-Rep.,60,Traffic,20260837,0.7842465753424658
Binary-Rep.,60,Water,20260808,0.8176100628930818
Binary-Rep.,60,Water,20260809,0.8125
Binary-Rep.,60,Water,20260810,0.8316831683168316
Binary-Rep.,60,Water,20260811,0.8215962441314554
Binary-Rep.,60,Water,20260812,0.8579234972677595
Binary-Rep.,60,Water,20260813,0.7900552486187845
Binary-Rep.,60,Water,20260814,0.8465608465608465
Binary-Rep.,60,Water,20260815,0.8308457711442786
Binary-Rep.,60,Water,20260816,0.8171428571428572
Binary-Rep.,60,Water,20260817,0.8394495412844036
Binary-Rep.,60,Water,20260818,0.9175257731958762
Binary-Rep.,60,Water,20260819,0.8435754189944135
Binary-Rep.,60,Water,20260820,0.8287037037037037
Binary-Rep.,60,Water,20260821,0.877906976744186
Binary-Rep.,60,Water,20260822,0.7724867724867724
Binary-Rep.,60,Water,20260823,0.8846153846153846
Binary-Rep.,60,Water,20260824,0.8167539267015707
Binary-Rep.,60,Water,20260825,0.6956521739130435
Binary-Rep.,60,Water,20260826,0.8470588235294118
Binary-Rep.,60,Water,20260827,0.8313253012048193
Binary-Rep.,60,Water,20260828,0.8324607329842932
Binary-Rep.,60,Water,20260829,0.8095238095238095
Binary-Rep.,60,Water,20260830,0.7487179487179487
Binary-Rep.,60,Water,20260831,0.8177083333333334
Binary-Rep.,60,Water,20260832,0.7151162790697675
Binary-Rep.,60,Water,20260833,0.8157894736842105
Binary-Rep.,60,Water,20260834,0.7547169811320755
Binary-Rep.,60,Water,20260835,0.8444444444444444
Binary-Rep.,60,Water,20260836,0.8662790697674418
Binary-Rep.,60,Water,20260837,0.8375634517766497
Binary-Rep.,70,Climate,20260808,0.7790697674418605
Binary-Rep.,70,Climate,20260809,0.7748091603053435
Binary-Rep.,70,Climate,20260810,0.7397769516728625
Binary-Rep.,70,Climate,20260811,0.7420634920634921
Binary-Rep.,70,Climate,20260812,0.7818930041152263
Binary-Rep.,70,Climate,20260813,0.76171875
Binary-Rep.,70,Climate,20260814,0.77431906614786
Binary-Rep.,70,Climate,20260815,0.7977099236641222
Binary-Rep.,70,Climate,20260816,0.7293233082706767
Binary-Rep.,70,Climate,20260817,0.7613636363636364
Binary-Rep.,70,Climate,20260818,0.7255639097744361
Binary-Rep.,70,Climate,20260819,0.7781954887218046
Binary-Rep.,70,Climate,20260820,0.7461538461538462
Binary-Rep.,70,Climate,20260821,0.754863813229572
Binary-Rep.,70,Climate,20260822,0.7463235294117647
Binary-Rep.,70,Climate,20260823,0.8007518796992481
Binary-Rep.,70,Climate,20260824,0.7601476014760148
Binary-Rep.,70,Climate,20260825,0.737037037037037
Binary-Rep.,70,Climate,20260826,0.7637795275590551
Binary-Rep.,70,Climate,20260827,0.7404580152671756
Binary-Rep.,70,Climate,20260828,0.7338403041825095
Binary-Rep.,70,Climate,20260829,0.7279693486590039
Binary-Rep.,70,Climate,20260830,0.7121771217712177
Binary-Rep.,70,Climate,20260831,0.7660377358490567
Binary-Rep.,70,Climate,20260832,0.7218045112781954
Binary-Rep.,70,Climate,20260833,0.7322834645669292
Binary-Rep.,70,Climate,20260834,0.7967479674796748
