method,mode,scene,seed,honest_report_acceptance
PRTD,independent,Water,20260814,0.9993686868686869
PRTD,independent,Water,20260815,1.0
PRTD,independent,Water,20260816,1.0
PRTD,independent,Water,20260817,0.9987341772151899
PRTD,independent,Water,20260818,0.9993674889310563
PRTD,independent,Water,20260819,1.0
PRTD,independent,Water,20260820,0.9993610223642172
PRTD,independent,Water,20260821,1.0
PRTD,independent,Water,20260822,1.0
PRTD,independent,Water,20260823,1.0
PRTD,independent,Water,20260824,0.9993654822335025
PRTD,independent,Water,20260825,1.0
PRTD,independent,Water,20260826,1.0
PRTD,independent,Water,20260827,1.0
PRTD,independent,Water,20260828,1.0
PRTD,independent,Water,20260829,1.0
PRTD,independent,Water,20260830,1.0
PRTD,independent,Water,20260831,1.0
PRTD,independent,Water,20260832,1.0
PRTD,independent,Water,20260833,1.0
PRTD,independent,Water,20260834,1.0
PRTD,independent,Water,20260835,1.0
PRTD,independent,Water,20260836,1.0
PRTD,independent,Water,20260837,1.0
PRTD,mature_anchor,Climate,20260808,1.0
PRTD,mature_anchor,Climate,20260809,0.9982394366197183
PRTD,mature_anchor,Climate,20260810,0.9991063449508489
PRTD,mature_anchor,Climate,20260811,0.9981949458483754
PRTD,mature_anchor,Climate,20260812,0.9991063449508489
PRTD,mature_anchor,Climate,20260813,1.0
PRTD,mature_anchor,Climate,20260814,0.9991204925241864
PRTD,mature_anchor,Climate,20260815,0.9991039426523297
PRTD,mature_anchor,Climate,20260816,0.9973309608540926
PRTD,mature_anchor,Climate,20260817,1.0
PRTD,mature_anchor,Climate,20260818,0.9991031390134529
PRTD,mature_anchor,Climate,20260819,1.0
PRTD,mature_anchor,Climate,20260820,1.0
PRTD,mature_anchor,Climate,20260821,0.9991055456171736
PRTD,mature_anchor,Climate,20260822,1.0
PRTD,mature_anchor,Climate,20260823,1.0
PRTD,mature_anchor,Climate,20260824,1.0
PRTD,mature_anchor,Climate,20260825,1.0
PRTD,mature_anchor,Climate,20260826,1.0
PRTD,mature_anchor,Climate,20260827,1.0
PRTD,mature_anchor,Climate,20260828,1.0
PRTD,mature_anchor,Climate,20260829,0.9963931469792606
PRTD,mature_anchor,Climate,20260830,0.9982471516213848
PRTD,mature_anchor,Climate,20260831,0.9973404255319149
PRTD,mature_anchor,Climate,20260832,1.0
PRTD,mature_anchor,Climate,20260833,0.9981900452488688
PRTD,mature_anchor,Climate,20260834,1.0
PRTD,mature_anchor,Climate,20260835,1.0
PRTD,mature_anchor,Climate,20260836,1.0
PRTD,mature_anchor,Climate,20260837,1.0
PRTD,mature_anchor,Traffic,20260808,1.0
PRTD,mature_anchor,Traffic,20260809,0.9984152139461173
PRTD,mature_anchor,Traffic,20260810,0.9976095617529881
PRTD,mature_anchor,Traffic,20260811,0.9991974317817014
PRTD,mature_anchor,Traffic,20260812,1.0
PRTD,mature_anchor,Traffic,20260813,1.0
PRTD,mature_anchor,Traffic,20260814,0.9992107340173638
PRTD,mature_anchor,Traffic,20260815,1.0
PRTD,mature_anchor,Traffic,20260816,1.0
PRTD,mature_anchor,Traffic,20260817,1.0
PRTD,mature_anchor,Traffic,20260818,0.9992144540455616
PRTD,mature_anchor,Traffic,20260819,0.99687255668491
PRTD,mature_anchor,Traffic,20260820,0.9984214680347278
PRTD,mature_anchor,Traffic,20260821,0.997624703087886
PRTD,mature_anchor,Traffic,20260822,0.998426435877262
PRTD,mature_anchor,Traffic,20260823,1.0
PRTD,mature_anchor,Traffic,20260824,1.0
PRTD,mature_anchor,Traffic,20260825,1.0
PRTD,mature_anchor,Traffic,20260826,0.9992107340173638
PRTD,mature_anchor,Traffic,20260827,1.0
PRTD,mature_anchor,Traffic,20260828,0.9992101105845181
PRTD,mature_anchor,Traffic,20260829,1.0
PRTD,mature_anchor,Traffic,20260830,1.0
PRTD,mature_anchor,Traffic,20260831,0.9976303317535545
PRTD,mature_anchor,Traffic,20260832,1.0
PRTD,mature_anchor,Traffic,20260833,0.9992094861660079
PRTD,mature_anchor,Traffic,20260834,0.9992169146436961
PRTD,mature_anchor,Traffic,20260835,0.9984411535463756
PRTD,mature_anchor,Traffic,20260836,1.0
PRTD,mature_anchor,Traffic,20260837,1.0
PRTD,mature_anchor,Water,20260808,0.998165137614679
PRTD,mature_anchor,Water,20260809,0.9990892531876139
PRTD,mature_anchor,Water,20260810,1.0
PRTD,mature_anchor,Water,20260811,1.0
PRTD,mature_anchor,Water,20260812,1.0
PRTD,mature_anchor,Water,20260813,0.9990766389658357
PRTD,mature_anchor,Water,20260814,0.9991103202846975
PRTD,mature_anchor,Water,20260815,1.0
PRTD,mature_anchor,Water,20260816,0.9990958408679927
PRTD,mature_anchor,Water,20260817,0.9973142345568488
PRTD,mature_anchor,Water,20260818,1.0
PRTD,mature_anchor,Water,20260819,1.0
PRTD,mature_anchor,Water,20260820,0.999104744852283
PRTD,mature_anchor,Water,20260821,1.0
PRTD,mature_anchor,Water,20260822,0.997275204359673
PRTD,mature_anchor,Water,20260823,1.0
PRTD,mature_anchor,Water,20260824,0.9990909090909091
PRTD,mature_anchor,Water,20260825,1.0
PRTD,mature_anchor,Water,20260826,1.0
PRTD,mature_anchor,Water,20260827,1.0
PRTD,mature_anchor,Water,20260828,1.0
PRTD,mature_anchor,Water,20260829,1.0
PRTD,mature_anchor,Water,20260830,1.0
PRTD,mature_anchor,Water,20260831,0.998193315266486
PRTD,mature_anchor,Water,20260832,1.0
PRTD,mature_anchor,Water,20260833,1.0
PRTD,mature_anchor,Water,20260834,0.9972997299729973
PRTD,mature_anchor,Water,20260835,1.0
PRTD,mature_anchor,Water,20260836,0.9990958408679927
PRTD,mature_anchor,Water,20260837,0.9991111111111111
PRTD,onoff,Climate,20260808,1.0
PRTD,onoff,Climate,20260809,1.0
PRTD,onoff,Climate,20260810,1.0
PRTD,onoff,Climate,20260811,0.9973368841544608
PRTD,onoff,Climate,20260812,0.9986541049798116
PRTD,onoff,Climate,20260813,1.0
PRTD,onoff,Climate,20260814,1.0
PRTD,onoff,Climate,20260815,1.0
PRTD,onoff,Climate,20260816,1.0
PRTD,onoff,Climate,20260817,1.0
PRTD,onoff,Climate,20260818,0.9986282578875172
PRTD,onoff,Climate,20260819,1.0
PRTD,onoff,Climate,20260820,1.0
PRTD,onoff,Climate,20260821,0.9986577181208054
PRTD,onoff,Climate,20260822,1.0
PRTD,onoff,Climate,20260823,1.0
PRTD,onoff,Climate,20260824,1.0
PRTD,onoff,Climate,20260825,1.0
PRTD,onoff,Climate,20260826,1.0
PRTD,onoff,Climate,20260827,1.0
PRTD,onoff,Climate,20260828,1.0
PRTD,onoff,Climate,20260829,0.99734395750332
PRTD,onoff,Climate,20260830,1.0
PRTD,onoff,Climate,20260831,0.9986893840104849
PRTD,onoff,Climate,20260832,1.0
PRTD,onoff,Climate,20260833,0.997275204359673
PRTD,onoff,Climate,20260834,1.0
PRTD,onoff,Climate,20260835,1.0
PRTD,onoff,Climate,20260836,1.0
PRTD,onoff,Climate,20260837,1.0
PRTD,onoff,Traffic,20260808,1.0
PRTD,onoff,Traffic,20260809,1.0
PRTD,onoff,Traffic,20260810,0.9961190168175937
PRTD,onoff,Traffic,20260811,1.0
PRTD,onoff,Traffic,20260812,1.0
PRTD,onoff,Traffic,20260813,0.9974489795918368
PRTD,onoff,Traffic,20260814,0.9986962190352021
PRTD,onoff,Traffic,20260815,1.0
PRTD,onoff,Traffic,20260816,1.0
PRTD,onoff,Traffic,20260817,0.9986996098829649
PRTD,onoff,Traffic,20260818,1.0
PRTD,onoff,Traffic,20260819,0.9947159841479525
PRTD,onoff,Traffic,20260820,0.9987113402061856
PRTD,onoff,Traffic,20260821,0.9986807387862797
PRTD,onoff,Traffic,20260822,1.0
PRTD,onoff,Traffic,20260823,1.0
PRTD,onoff,Traffic,20260824,1.0
PRTD,onoff,Traffic,20260825,1.0
PRTD,onoff,Traffic,20260826,1.0
PRTD,onoff,Traffic,20260827,1.0
PRTD,onoff,Traffic,20260828,0.9986928104575163
PRTD,onoff,Traffic,20260829,1.0
PRTD,onoff,Traffic,20260830,1.0
PRTD,onoff,Traffic,20260831,0.9960578186596584
PRTD,onoff,Traffic,20260832,0.9960681520314548
PRTD,onoff,Traffic,20260833,1.0
PRTD,onoff,Traffic,20260834,1.0
PRTD,onoff,Traffic,20260835,0.9987405541561712
PRTD,onoff,Traffic,20260836,1.0
PRTD,onoff,Traffic,20260837,1.0
PRTD,onoff,Water,20260808,1.0
PRTD,onoff,Water,20260809,0.998780487804878
PRTD,onoff,Water,20260810,1.0
PRTD,onoff,Water,20260811,1.0
PRTD,onoff,Water,20260812,1.0
PRTD,onoff,Water,20260813,0.9987834549878345
PRTD,onoff,Water,20260814,0.9987775061124694
PRTD,onoff,Water,20260815,1.0
PRTD,onoff,Water,20260816,1.0
PRTD,onoff,Water,20260817,1.0
PRTD,onoff,Water,20260818,1.0
PRTD,onoff,Water,20260819,1.0
PRTD,onoff,Water,20260820,1.0
PRTD,onoff,Water,20260821,1.0
PRTD,onoff,Water,20260822,0.996319018404908
PRTD,onoff,Water,20260823,1.0
PRTD,onoff,Water,20260824,0.9987684729064039
PRTD,onoff,Water,20260825,1.0
PRTD,onoff,Water,20260826,1.0
PRTD,onoff,Water,20260827,1.0
PRTD,onoff,Water,20260828,1.0
PRTD,onoff,Water,20260829,0.9975609756097561
PRTD,onoff,Water,20260830,1.0
PRTD,onoff,Water,20260831,1.0
PRTD,onoff,Water,20260832,1.0
PRTD,onoff,Water,20260833,1.0
PRTD,onoff,Water,20260834,0.998766954377312
PRTD,onoff,Water,20260835,0.9987937273823885
PRTD,onoff,Water,20260836,0.9987789987789988
PRTD,onoff,Water,20260837,1.0
RPPS-TDC,compact,Climate,20260808,1.0
RPPS-TDC,compact,Climate,20260809,0.9953703703703703
RPPS-TDC,compact,Climate,20260810,0.9946127946127946
RPPS-TDC,compact,Climate,20260811,1.0
RPPS-TDC,compact,Climate,20260812,1.0
RPPS-TDC,compact,Climate,20260813,1.0
RPPS-TDC,compact,Climate,20260814,1.0
RPPS-TDC,compact,Climate,20260815,1.0
RPPS-TDC,compact,Climate,20260816,1.0
RPPS-TDC,compact,Climate,20260817,0.999330207635633
RPPS-TDC,compact,Climate,20260818,1.0
RPPS-TDC,compact,Climate,20260819,0.9986586183769283
RPPS-TDC,compact,Climate,20260820,1.0
RPPS-TDC,compact,Climate,20260821,1.0
RPPS-TDC,compact,Climate,20260822,1.0
RPPS-TDC,compact,Climate,20260823,1.0
RPPS-TDC,compact,Climate,20260824,1.0
RPPS-TDC,compact,Climate,20260825,1.0
RPPS-TDC,compact,Climate,20260826,1.0
RPPS-TDC,compact,Climate,20260827,1.0
RPPS-TDC,compact,Climate,20260828,1.0
RPPS-TDC,compact,Climate,20260829,1.0
RPPS-TDC,compact,Climate,20260830,1.0
RPPS-TDC,compact,Climate,20260831,1.0
RPPS-TDC,compact,Climate,20260832,1.0
RPPS-TDC,compact,Climate,20260833,1.0
RPPS-TDC,compact,Climate,20260834,1.0
RPPS-TDC,compact,Climate,20260835,0.008
RPPS-TDC,compact,Climate,20260836,1.0
RPPS-TDC,compact,Climate,20260837,1.0
RPPS-TDC,compact,Traffic,20260808,0.9993658845909955
RPPS-TDC,compact,Traffic,20260809,1.0
RPPS-TDC,compact,Traffic,20260810,1.0
RPPS-TDC,compact,Traffic,20260811,1.0
RPPS-TDC,compact,Traffic,20260812,1.0
RPPS-TDC,compact,Traffic,20260813,1.0
RPPS-TDC,compact,Traffic,20260814,0.9968091895341417
RPPS-TDC,compact,Traffic,20260815,1.0
RPPS-TDC,compact,Traffic,20260816,0.9955470737913485
RPPS-TDC,compact,Traffic,20260817,0.9949174078780177
RPPS-TDC,compact,Traffic,20260818,1.0
RPPS-TDC,compact,Traffic,20260819,1.0
RPPS-TDC,compact,Traffic,20260820,0.9962168978562421
RPPS-TDC,compact,Traffic,20260821,1.0
RPPS-TDC,compact,Traffic,20260822,1.0
RPPS-TDC,compact,Traffic,20260823,1.0
RPPS-TDC,compact,Traffic,20260824,1.0
RPPS-TDC,compact,Traffic,20260825,1.0
RPPS-TDC,compact,Traffic,20260826,1.0
RPPS-TDC,compact,Traffic,20260827,1.0
RPPS-TDC,compact,Traffic,20260828,1.0
RPPS-TDC,compact,Traffic,20260829,1.0
RPPS-TDC,compact,Traffic,20260830,1.0
RPPS-TDC,compact,Traffic,20260831,1.0
RPPS-TDC,compact,Traffic,20260832,1.0
RPPS-TDC,compact,Traffic,20260833,0.007019783024888321
RPPS-TDC,compact,Traffic,20260834,0.9993658845909955
RPPS-TDC,compact,Traffic,20260835,1.0
RPPS-TDC,compact,Traffic,20260836,1.0
RPPS-TDC,compact,Traffic,20260837,1.0
RPPS-TDC,compact,Water,20260808,0.9556840077071291
RPPS-TDC,compact,Water,20260809,0.960559796437659
RPPS-TDC,compact,Water,20260810,0.9513888888888888
RPPS-TDC,compact,Water,20260811,0.9680102367242482
RPPS-TDC,compact,Water,20260812,0.9524111675126904
RPPS-TDC,compact,Water,20260813,0.9553855959209687
RPPS-TDC,compact,Water,20260814,0.94760101010101
RPPS-TDC,compact,Water,20260815,0.015151515151515152
RPPS-TDC,compact,Water,20260816,0.9647887323943662
RPPS-TDC,compact,Water,20260817,0.9569620253164557
RPPS-TDC,compact,Water,20260818,0.946236559139785
RPPS-TDC,compact,Water,20260819,0.9733671528218135
RPPS-TDC,compact,Water,20260820,0.9565495207667731
RPPS-TDC,compact,Water,20260821,0.9691912708600771
RPPS-TDC,compact,Water,20260822,0.9535327816677276
RPPS-TDC,compact,Water,20260823,0.9446212603437301
RPPS-TDC,compact,Water,20260824,0.9676395939086294
RPPS-TDC,compact,Water,20260825,0.9769526248399488
RPPS-TDC,compact,Water,20260826,0.9661774090619017
RPPS-TDC,compact,Water,20260827,0.9704216488357458
RPPS-TDC,compact,Water,20260828,0.9412515964240102
RPPS-TDC,compact,Water,20260829,0.9546904913848118
RPPS-TDC,compact,Water,20260830,0.948134092346616
RPPS-TDC,compact,Water,20260831,0.9364272091544819
RPPS-TDC,compact,Water,20260832,0.9707750952986023
RPPS-TDC,compact,Water,20260833,0.9509241555130656
RPPS-TDC,compact,Water,20260834,0.9626818469323213
RPPS-TDC,compact,Water,20260835,0.9663705583756346
RPPS-TDC,compact,Water,20260836,0.958572339069471
RPPS-TDC,compact,Water,20260837,0.951048951048951
RPPS-TDC,independent,Climate,20260808,0.9871708305199189
RPPS-TDC,independent,Climate,20260809,0.9874338624338624
RPPS-TDC,independent,Climate,20260810,0.9797979797979798
RPPS-TDC,independent,Climate,20260811,0.9926273458445041
RPPS-TDC,independent,Climate,20260812,0.9932523616734144
RPPS-TDC,independent,Climate,20260813,0.9893475366178429
RPPS-TDC,independent,Climate,20260814,0.9873921698739216
RPPS-TDC,independent,Climate,20260815,0.9932930918846412
RPPS-TDC,independent,Climate,20260816,0.9927104042412194
RPPS-TDC,independent,Climate,20260817,0.9886135298057602
RPPS-TDC,independent,Climate,20260818,0.9919191919191919
RPPS-TDC,independent,Climate,20260819,0.9879275653923542
RPPS-TDC,independent,Climate,20260820,0.9919463087248322
RPPS-TDC,independent,Climate,20260821,0.988
RPPS-TDC,independent,Climate,20260822,0.9886591060707138
RPPS-TDC,independent,Climate,20260823,0.9833997343957503
RPPS-TDC,independent,Climate,20260824,0.9873164218958611
RPPS-TDC,independent,Climate,20260825,0.989926124916051
RPPS-TDC,independent,Climate,20260826,0.9926174496644296
RPPS-TDC,independent,Climate,20260827,0.9893119572478289
RPPS-TDC,independent,Climate,20260828,0.9878787878787879
RPPS-TDC,independent,Climate,20260829,0.9938983050847457
RPPS-TDC,independent,Climate,20260830,0.9899125756556826
RPPS-TDC,independent,Climate,20260831,0.9979852249832102
RPPS-TDC,independent,Climate,20260832,0.989946380697051
RPPS-TDC,independent,Climate,20260833,0.9852249832102082
RPPS-TDC,independent,Climate,20260834,0.9907346128391793
RPPS-TDC,independent,Climate,20260835,0.99
RPPS-TDC,independent,Climate,20260836,0.9891964888588791
RPPS-TDC,independent,Climate,20260837,0.9866932801064537
RPPS-TDC,independent,Traffic,20260808,1.0
RPPS-TDC,independent,Traffic,20260809,1.0
RPPS-TDC,independent,Traffic,20260810,1.0
RPPS-TDC,independent,Traffic,20260811,1.0
RPPS-TDC,independent,Traffic,20260812,1.0
RPPS-TDC,independent,Traffic,20260813,1.0
RPPS-TDC,independent,Traffic,20260814,0.9968091895341417
RPPS-TDC,independent,Traffic,20260815,1.0
RPPS-TDC,independent,Traffic,20260816,0.9955470737913485
RPPS-TDC,independent,Traffic,20260817,0.9949174078780177
RPPS-TDC,independent,Traffic,20260818,1.0
RPPS-TDC,independent,Traffic,20260819,1.0
RPPS-TDC,independent,Traffic,20260820,0.9962168978562421
RPPS-TDC,independent,Traffic,20260821,0.9993654822335025
RPPS-TDC,independent,Traffic,20260822,1.0
RPPS-TDC,independent,Traffic,20260823,1.0
RPPS-TDC,independent,Traffic,20260824,1.0
RPPS-TDC,independent,Traffic,20260825,1.0
RPPS-TDC,independent,Traffic,20260826,1.0
RPPS-TDC,independent,Traffic,20260827,1.0
RPPS-TDC,independent,Traffic,20260828,1.0
RPPS-TDC,independent,Traffic,20260829,1.0
RPPS-TDC,independent,Traffic,20260830,1.0
RPPS-TDC,independent,Traffic,20260831,1.0
RPPS-TDC,independent,Traffic,20260832,1.0
RPPS-TDC,independent,Traffic,20260833,0.9968091895341417
RPPS-TDC,independent,Traffic,20260834,1.0
RPPS-TDC,independent,Traffic,20260835,1.0
RPPS-TDC,independent,Traffic,20260836,1.0
RPPS-TDC,independent,Traffic,20260837,1.0
RPPS-TDC,independent,Water,20260808,0.9762363519588954
RPPS-TDC,independent,Water,20260809,0.9472010178117048
RPPS-TDC,independent,Water,20260810,0.9633838383838383
RPPS-TDC,independent,Water,20260811,0.9840051183621241
RPPS-TDC,independent,Water,20260812,0.9619289340101523
RPPS-TDC,independent,Water,20260813,0.9808795411089866
RPPS-TDC,independent,Water,20260814,0.9684343434343434
RPPS-TDC,independent,Water,20260815,0.9766414141414141
RPPS-TDC,independent,Water,20260816,0.9769526248399488
RPPS-TDC,independent,Water,20260817,0.9664556962025317
RPPS-TDC,independent,Water,20260818,0.9740670461733081
RPPS-TDC,independent,Water,20260819,0.9746353836398225
RPPS-TDC,independent,Water,20260820,0.9603833865814696
RPPS-TDC,independent,Water,20260821,0.9691912708600771
RPPS-TDC,independent,Water,20260822,0.9751750477402928
RPPS-TDC,independent,Water,20260823,0.9815404201145767
RPPS-TDC,independent,Water,20260824,0.9574873096446701
RPPS-TDC,independent,Water,20260825,0.9750320102432779
RPPS-TDC,independent,Water,20260826,0.955966815571155
RPPS-TDC,independent,Water,20260827,0.9641283826305853
RPPS-TDC,independent,Water,20260828,0.9680715197956578
RPPS-TDC,independent,Water,20260829,0.9744735162731334
RPPS-TDC,independent,Water,20260830,0.9411764705882353
RPPS-TDC,independent,Water,20260831,0.9771137952956135
RPPS-TDC,independent,Water,20260832,0.963151207115629
RPPS-TDC,independent,Water,20260833,0.9802421924792861
RPPS-TDC,independent,Water,20260834,0.9683744465528147
RPPS-TDC,independent,Water,20260835,0.9682741116751269
RPPS-TDC,independent,Water,20260836,0.9649458253664754
RPPS-TDC,independent,Water,20260837,0.9523204068658614
RPPS-TDC,mature_anchor,Climate,20260808,1.0
RPPS-TDC,mature_anchor,Climate,20260809,0.11971830985915492
RPPS-TDC,mature_anchor,Climate,20260810,0.9794459338695264
RPPS-TDC,mature_anchor,Climate,20260811,0.7373646209386282
RPPS-TDC,mature_anchor,Climate,20260812,1.0
RPPS-TDC,mature_anchor,Climate,20260813,1.0
RPPS-TDC,mature_anchor,Climate,20260814,1.0
RPPS-TDC,mature_anchor,Climate,20260815,0.9838709677419355
RPPS-TDC,mature_anchor,Climate,20260816,0.04804270462633452
RPPS-TDC,mature_anchor,Climate,20260817,0.9682259488084731
RPPS-TDC,mature_anchor,Climate,20260818,0.9659192825112107
RPPS-TDC,mature_anchor,Climate,20260819,0.9665492957746479
RPPS-TDC,mature_anchor,Climate,20260820,0.9690627843494085
RPPS-TDC,mature_anchor,Climate,20260821,0.03309481216457961
RPPS-TDC,mature_anchor,Climate,20260822,0.9417989417989417
RPPS-TDC,mature_anchor,Climate,20260823,0.0
RPPS-TDC,mature_anchor,Climate,20260824,0.7366110623353819
RPPS-TDC,mature_anchor,Climate,20260825,0.946524064171123
RPPS-TDC,mature_anchor,Climate,20260826,0.7054610564010743
RPPS-TDC,mature_anchor,Climate,20260827,1.0
RPPS-TDC,mature_anchor,Climate,20260828,1.0
RPPS-TDC,mature_anchor,Climate,20260829,0.1992786293958521
RPPS-TDC,mature_anchor,Climate,20260830,0.9430324276950044
RPPS-TDC,mature_anchor,Climate,20260831,0.7934397163120568
RPPS-TDC,mature_anchor,Climate,20260832,0.983005366726297
RPPS-TDC,mature_anchor,Climate,20260833,1.0
RPPS-TDC,mature_anchor,Climate,20260834,0.7515364354697103
RPPS-TDC,mature_anchor,Climate,20260835,0.9902740937223696
RPPS-TDC,mature_anchor,Climate,20260836,0.8039391226499553
RPPS-TDC,mature_anchor,Climate,20260837,0.9666080843585237
RPPS-TDC,mature_anchor,Traffic,20260808,0.01411764705882353
RPPS-TDC,mature_anchor,Traffic,20260809,0.07844690966719493
RPPS-TDC,mature_anchor,Traffic,20260810,1.0
RPPS-TDC,mature_anchor,Traffic,20260811,1.0
RPPS-TDC,mature_anchor,Traffic,20260812,1.0
RPPS-TDC,mature_anchor,Traffic,20260813,0.9881796690307328
RPPS-TDC,mature_anchor,Traffic,20260814,0.47513812154696133
RPPS-TDC,mature_anchor,Traffic,20260815,0.005511811023622047
RPPS-TDC,mature_anchor,Traffic,20260816,1.0
RPPS-TDC,mature_anchor,Traffic,20260817,1.0
RPPS-TDC,mature_anchor,Traffic,20260818,1.0
RPPS-TDC,mature_anchor,Traffic,20260819,0.6724003127443315
RPPS-TDC,mature_anchor,Traffic,20260820,0.7063930544593529
RPPS-TDC,mature_anchor,Traffic,20260821,0.0332541567695962
RPPS-TDC,mature_anchor,Traffic,20260822,1.0
RPPS-TDC,mature_anchor,Traffic,20260823,0.6017282010997643
RPPS-TDC,mature_anchor,Traffic,20260824,1.0
RPPS-TDC,mature_anchor,Traffic,20260825,0.9754940711462451
RPPS-TDC,mature_anchor,Traffic,20260826,1.0
RPPS-TDC,mature_anchor,Traffic,20260827,0.038796516231195566
RPPS-TDC,mature_anchor,Traffic,20260828,0.9755134281200631
RPPS-TDC,mature_anchor,Traffic,20260829,0.9945269741985927
RPPS-TDC,mature_anchor,Traffic,20260830,0.1419607843137255
RPPS-TDC,mature_anchor,Traffic,20260831,1.0
RPPS-TDC,mature_anchor,Traffic,20260832,0.9872712808273667
RPPS-TDC,mature_anchor,Traffic,20260833,0.06086956521739131
RPPS-TDC,mature_anchor,Traffic,20260834,0.9467501957713391
RPPS-TDC,mature_anchor,Traffic,20260835,0.036632891660171474
RPPS-TDC,mature_anchor,Traffic,20260836,1.0
RPPS-TDC,mature_anchor,Traffic,20260837,1.0
RPPS-TDC,mature_anchor,Water,20260808,0.5752293577981651
RPPS-TDC,mature_anchor,Water,20260809,0.9499089253187614
RPPS-TDC,mature_anchor,Water,20260810,0.9619565217391305
RPPS-TDC,mature_anchor,Water,20260811,0.005434782608695652
RPPS-TDC,mature_anchor,Water,20260812,0.8447037701974865
RPPS-TDC,mature_anchor,Water,20260813,0.9187442289935365
RPPS-TDC,mature_anchor,Water,20260814,0.006227758007117438
RPPS-TDC,mature_anchor,Water,20260815,0.09254267744833783
RPPS-TDC,mature_anchor,Water,20260816,0.1491862567811935
RPPS-TDC,mature_anchor,Water,20260817,0.8889883616830797
RPPS-TDC,mature_anchor,Water,20260818,0.9590536851683349
RPPS-TDC,mature_anchor,Water,20260819,0.8770197486535009
RPPS-TDC,mature_anchor,Water,20260820,0.8030438675022381
RPPS-TDC,mature_anchor,Water,20260821,0.9305936073059361
RPPS-TDC,mature_anchor,Water,20260822,0.9582198001816531
RPPS-TDC,mature_anchor,Water,20260823,0.9293577981651376
RPPS-TDC,mature_anchor,Water,20260824,0.78
RPPS-TDC,mature_anchor,Water,20260825,0.9619565217391305
RPPS-TDC,mature_anchor,Water,20260826,0.9493554327808471
RPPS-TDC,mature_anchor,Water,20260827,0.6690712353471596
RPPS-TDC,mature_anchor,Water,20260828,0.9038112522686026
RPPS-TDC,mature_anchor,Water,20260829,0.9017288444040037
RPPS-TDC,mature_anchor,Water,20260830,0.8044843049327354
RPPS-TDC,mature_anchor,Water,20260831,0.17886178861788618
RPPS-TDC,mature_anchor,Water,20260832,0.944043321299639
RPPS-TDC,mature_anchor,Water,20260833,0.055505004549590536
RPPS-TDC,mature_anchor,Water,20260834,0.9558955895589559
RPPS-TDC,mature_anchor,Water,20260835,0.6185752930568079
RPPS-TDC,mature_anchor,Water,20260836,0.9367088607594937
RPPS-TDC,mature_anchor,Water,20260837,0.9022222222222223
RPPS-TDC,onoff,Climate,20260808,1.0
RPPS-TDC,onoff,Climate,20260809,1.0
RPPS-TDC,onoff,Climate,20260810,1.0
RPPS-TDC,onoff,Climate,20260811,0.022636484687083888
RPPS-TDC,onoff,Climate,20260812,1.0
RPPS-TDC,onoff,Climate,20260813,1.0
RPPS-TDC,onoff,Climate,20260814,1.0
RPPS-TDC,onoff,Climate,20260815,0.92578125
RPPS-TDC,onoff,Climate,20260816,0.1102257636122178
RPPS-TDC,onoff,Climate,20260817,0.9269882659713168
RPPS-TDC,onoff,Climate,20260818,0.9478737997256516
RPPS-TDC,onoff,Climate,20260819,1.0
RPPS-TDC,onoff,Climate,20260820,1.0
RPPS-TDC,onoff,Climate,20260821,0.26711409395973157
RPPS-TDC,onoff,Climate,20260822,1.0
RPPS-TDC,onoff,Climate,20260823,0.15374677002583978
RPPS-TDC,onoff,Climate,20260824,0.04851752021563342
RPPS-TDC,onoff,Climate,20260825,0.8231382978723404
RPPS-TDC,onoff,Climate,20260826,0.7354497354497355
RPPS-TDC,onoff,Climate,20260827,1.0
RPPS-TDC,onoff,Climate,20260828,1.0
RPPS-TDC,onoff,Climate,20260829,0.7051792828685259
RPPS-TDC,onoff,Climate,20260830,0.9798387096774194
RPPS-TDC,onoff,Climate,20260831,0.9777195281782438
RPPS-TDC,onoff,Climate,20260832,1.0
RPPS-TDC,onoff,Climate,20260833,0.9754768392370572
RPPS-TDC,onoff,Climate,20260834,0.003973509933774834
RPPS-TDC,onoff,Climate,20260835,0.9856020942408377
RPPS-TDC,onoff,Climate,20260836,0.8517006802721089
RPPS-TDC,onoff,Climate,20260837,1.0
RPPS-TDC,onoff,Traffic,20260808,0.6046814044213265
RPPS-TDC,onoff,Traffic,20260809,0.02099737532808399
RPPS-TDC,onoff,Traffic,20260810,1.0
RPPS-TDC,onoff,Traffic,20260811,1.0
RPPS-TDC,onoff,Traffic,20260812,0.9973992197659298
RPPS-TDC,onoff,Traffic,20260813,0.9591836734693877
RPPS-TDC,onoff,Traffic,20260814,0.42633637548891784
RPPS-TDC,onoff,Traffic,20260815,0.06439393939393939
RPPS-TDC,onoff,Traffic,20260816,1.0
RPPS-TDC,onoff,Traffic,20260817,1.0
RPPS-TDC,onoff,Traffic,20260818,0.9509043927648578
RPPS-TDC,onoff,Traffic,20260819,0.01453104359313078
RPPS-TDC,onoff,Traffic,20260820,0.729381443298969
RPPS-TDC,onoff,Traffic,20260821,0.37994722955145116
RPPS-TDC,onoff,Traffic,20260822,0.8917525773195877
RPPS-TDC,onoff,Traffic,20260823,0.268733850129199
RPPS-TDC,onoff,Traffic,20260824,1.0
RPPS-TDC,onoff,Traffic,20260825,1.0
RPPS-TDC,onoff,Traffic,20260826,0.9817470664928292
RPPS-TDC,onoff,Traffic,20260827,0.06874189364461739
