mode,scene,seed,tasks,no_truth_count,norm_sq_sum,sq_sum,norm_abs_sum,abs_sum,dimension,nrmse,rmse,nmae,mae,no_truth_rate,clean_nrmse,error_ratio,malicious_report_leakage,honest_false_low_rate
independent,Traffic,20260813,80,0,8.388346452799708e-05,2960.2345078408753,0.11202814457936101,528.618481552832,480,0.0004180397322823042,2.483375771941993,0.00023339196787366877,1.1012885032350668,0.0,0.0003731725958674616,1.1202315950091306,0.0,0.0006329113924050633
independent,Traffic,20260814,80,0,8.08922479291499e-05,4228.632063283025,0.11376233693492122,541.8494383305389,480,0.00041051859460816426,2.9681054785569256,0.0002370048686144192,1.128852996521956,0.0,0.00034190021839731495,1.2006970821267782,0.0,0.0019144862795149968
independent,Traffic,20260815,80,0,7.88910847479135e-05,4210.236786247104,0.11369882755989581,566.723177053583,480,0.000405408962108823,2.961642557435789,0.00023687255741644962,1.1806732855282978,0.0,0.00033050841626459476,1.2266222043322044,0.0,0.0012755102040816326
independent,Traffic,20260816,80,0,5.822136828569944e-05,3732.975624792733,0.10145921766671011,516.2016251044149,480,0.00034827362412602226,2.7887331445750645,0.0002113733701389794,1.0754200523008643,0.0,0.0003098147593929935,1.1241350309080806,0.0,0.0019083969465648854
independent,Traffic,20260817,80,0,6.75768167534411e-05,5078.744306330586,0.10538684280275915,572.3196956979731,480,0.00037521331919722985,3.2528014548778392,0.00021955592250574822,1.1923326993707772,0.0,0.000311474136952937,1.2046371582174853,0.0,0.0012706480304955528
independent,Traffic,20260818,80,0,7.868896666519006e-05,4719.288385846537,0.1099732861094279,552.8412598257669,480,0.0004048893024261643,3.1355782248011215,0.00022911101272797478,1.1517526246370144,0.0,0.0003299922948246097,1.2269659285267926,0.0,0.0025412960609911056
independent,Traffic,20260819,80,0,9.585722278336354e-05,5385.219927860143,0.12207911002155784,610.3762711247052,480,0.00044688090971235355,3.3495086480022653,0.00025433147921157884,1.2716172315098027,0.0,0.0003645004290411706,1.2260092831382594,0.0,0.0012690355329949238
independent,Traffic,20260820,80,0,9.931445240413097e-05,6278.261507288245,0.12001024325547859,607.2834164571746,480,0.0004548682327611732,3.6165883749076526,0.0002500213401155804,1.2651737842857804,0.0,0.0003498946901133007,1.300014677598796,0.0,0.0018915510718789407
independent,Traffic,20260821,80,0,6.728617983191193e-05,3684.1751417712176,0.11056247375068301,549.6256085349762,480,0.00037440558398144005,2.7704448882246395,0.0002303384869805896,1.1450533511145338,0.0,0.0003439129994690723,1.0886636578420754,0.0,0.0006345177664974619
independent,Traffic,20260822,80,0,6.732685617049344e-05,3941.5644340880817,0.11401958495493648,582.1835457835841,480,0.00037451873609811297,2.8655876484618013,0.000237540801989451,1.2128823870491336,0.0,0.00035915094553196065,1.0427892248575044,0.0,0.0012642225031605564
