malicious_ratio,strength,scene,seed,tasks,no_truth_count,norm_sq_sum,sq_sum,norm_abs_sum,abs_sum,dimension,nrmse,rmse,nmae,mae,no_truth_rate,clean_nrmse,error_ratio
0.0,0.1,Climate,20260818,60,0,0.0012105787499006762,83.55028079471253,0.4327601595827749,94.79006985173349,300,0.002008796281276158,0.527731878876362,0.0014425338652759164,0.31596689950577833,0.0,0.002008796281276158,1.0
0.0,0.1,Climate,20260819,60,0,0.001102375255138399,73.93807124120652,0.393209131243669,87.81940458707658,300,0.0019169204949070432,0.4964476180531924,0.0013106971041455635,0.29273134862358857,0.0,0.0019169204949070432,1.0
0.0,0.1,Climate,20260820,60,0,0.0011582165192962448,79.59656563707382,0.4180962973950764,93.74610533221191,300,0.0019648719375540695,0.5150940549617252,0.0013936543246502548,0.3124870177740397,0.0,0.0019648719375540695,1.0
0.0,0.1,Climate,20260821,60,0,0.0013988181371095373,99.21135108145651,0.4460869866747293,100.05172207737596,300,0.0021593348799337398,0.575069129413895,0.0014869566222490977,0.33350574025791985,0.0,0.0021593348799337398,1.0
0.0,0.1,Climate,20260822,60,0,0.0011839142500415984,69.60432383238499,0.4195753951759055,87.34367865700008,300,0.0019865499826261595,0.4816787443666335,0.0013985846505863515,0.29114559552333363,0.0,0.0019865499826261595,1.0
0.0,0.1,Climate,20260823,60,0,0.001113688260151401,76.53274079208843,0.4139526946884317,90.83718327532299,300,0.0019267314811630264,0.5050832960746456,0.0013798423156281057,0.3027906109177433,0.0,0.0019267314811630264,1.0
0.0,0.1,Climate,20260824,60,0,0.0010818916453300498,71.67482753702107,0.410374008467088,86.68508223995305,300,0.0018990275101834358,0.4887904374985974,0.00136791336155696,0.2889502741331768,0.0,0.0018990275101834358,1.0
0.0,0.1,Climate,20260825,60,0,0.0011340275244801107,62.430524915400284,0.4150708317611996,84.4523463889475,300,0.0019442458044874459,0.456181706908553,0.0013835694392039985,0.28150782129649166,0.0,0.0019442458044874457,1.0000000000000002
0.0,0.1,Climate,20260826,60,0,0.00114400004409893,63.463664735762976,0.4062922698917964,83.00980887920329,300,0.0019527758397547238,0.4599408104519645,0.001354307566305988,0.27669936293067765,0.0,0.0019527758397547238,1.0
0.0,0.1,Climate,20260827,60,0,0.0012343717084339206,66.89571726228492,0.4382813372635346,90.30345906522132,300,0.00202844086959576,0.472213642547117,0.0014609377908784485,0.3010115302174044,0.0,0.00202844086959576,1.0
0.0,0.1,Climate,20260828,60,0,0.001296461748076608,83.13738340102235,0.4567332515549926,98.87813012299581,300,0.0020788312005199845,0.5264262639123747,0.0015224441718499754,0.3295937670766527,0.0,0.0020788312005199845,1.0
0.0,0.1,Climate,20260829,60,0,0.0012286832847848048,74.84935482470064,0.4215085973119852,89.53313004355319,300,0.0020237615841009245,0.49949759700690133,0.0014050286577066173,0.298443766811844,0.0,0.0020237615841009245,1.0
0.0,0.1,Climate,20260830,60,0,0.0012401352224488517,78.93232181643604,0.4377199353028137,94.17530674306097,300,0.0020331709408776986,0.5129402883261561,0.0014590664510093791,0.31391768914353657,0.0,0.0020331709408776986,1.0
0.0,0.1,Climate,20260831,60,0,0.0011527954677347464,79.56820824775477,0.4187574657148031,91.5769049391142,300,0.001960268236521681,0.5150022920588307,0.0013958582190493436,0.30525634979704735,0.0,0.001960268236521681,1.0
0.0,0.1,Climate,20260832,60,0,0.0011735426125642839,72.48724510364447,0.4196610902077143,87.74204340329963,300,0.0019778292920643106,0.49155279507442695,0.001398870300692381,0.29247347801099877,0.0,0.0019778292920643106,1.0
0.0,0.1,Climate,20260833,60,0,0.0011230254719155144,69.06663350643171,0.4159633454358505,87.32624618554908,300,0.0019347915235803524,0.4798146638944101,0.0013865444847861684,0.2910874872851636,0.0,0.0019347915235803522,1.0000000000000002
0.0,0.1,Climate,20260834,60,0,0.0009892368282970999,58.1184990139719,0.3996695648402365,84.08803636694518,300,0.0018158898904734467,0.4401458054401666,0.0013322318828007883,0.2802934545564839,0.0,0.0018158898904734467,1.0
0.0,0.1,Climate,20260835,60,0,0.0010807030835840122,73.67586518011245,0.40338102966312983,89.55983803765048,300,0.001897984091594739,0.4955665618935982,0.0013446034322104328,0.29853279345883493,0.0,0.0018979840915947393,0.9999999999999999
0.0,0.1,Climate,20260836,60,0,0.0010484322172056417,60.98467800952932,0.4022789201836442,82.97074768800032,300,0.0018694314797157287,0.45086834001930587,0.0013409297339454806,0.27656915896000106,0.0,0.001869431479715729,0.9999999999999999
0.0,0.1,Climate,20260837,60,0,0.0009792370678993855,68.27316600711303,0.3754935876015767,82.82183072874804,300,0.0018066885618901278,0.47705054242051764,0.0012516452920052557,0.2760727690958268,0.0,0.0018066885618901278,1.0
0.0,0.1,Traffic,20260808,60,0,3.9099632824583594e-05,1916.641381638319,0.07030129060276773,349.9703013407624,360,0.00032956045147954094,2.3073802976285074,0.0001952813627854659,0.9721397259465622,0.0,0.00032956045147954094,1.0
0.0,0.1,Traffic,20260809,60,0,4.904490495758387e-05,3293.731481259099,0.0734904393697678,376.93889197389063,360,0.0003691014049071063,3.0247733988860404,0.0002041401093604661,1.0470524777052517,0.0,0.0003691014049071063,1.0
0.0,0.1,Traffic,20260810,60,0,3.9865893063173935e-05,1711.5193042386502,0.07342588125446126,340.22204609767863,360,0.0003327740852923344,2.180417457633241,0.0002039607812623924,0.9450612391602184,0.0,0.0003327740852923344,1.0
0.0,0.1,Traffic,20260811,60,0,5.058703381052062e-05,3699.738975078736,0.07349487941380155,376.00672806436944,360,0.00037485935810988805,3.205784257954993,0.0002041524428161154,1.0444631335121373,0.0,0.00037485935810988805,1.0
