method,mode,scene,seed,tasks,no_truth_count,norm_sq_sum,sq_sum,norm_abs_sum,abs_sum,dimension,nrmse,rmse,nmae,mae,no_truth_rate
CRH-N,onoff,Water,20260819,40,0,2.253046774334278,5714251.122148859,5.391115295301102,5101.726599659898,360,0.07911044976512054,125.98777632670097,0.014975320264725284,14.17146277683305,0.0
CRH-N,onoff,Water,20260820,40,0,0.010316469299772814,229234.06631194148,1.4551694035190712,2706.90705883752,360,0.005353210173908325,25.234129573079166,0.00404213723199742,7.519186274548666,0.0
CRH-N,onoff,Water,20260821,40,0,2.241727793056906,3748301.995595672,5.2903791334985995,4659.526571336373,360,0.0789114798199875,102.03896308648847,0.014695497593051665,12.943129364823259,0.0
CRH-N,onoff,Water,20260822,40,0,9.000810754915241,18479425.57001254,17.137258069395205,11288.599504050277,360,0.15812100460402717,226.56508489720846,0.04760349463720891,31.357220844584102,0.0
CRH-N,onoff,Water,20260823,40,0,2.223591304712127,4853551.714209313,5.298661719063787,4646.098074668425,360,0.07859161859313779,116.11239423518003,0.014718504775177187,12.90582798519007,0.0
CRH-N,onoff,Water,20260824,40,0,8.953227527197475,22171118.880590606,17.249494818726426,12656.466317856852,360,0.15770249352637844,248.16615670750494,0.04791526338535118,35.1568508829357,0.0
CRH-N,onoff,Water,20260825,40,0,4.435341521005957,11666934.694784386,9.289863497918894,7522.743689447777,360,0.11099726624518928,180.02264282571963,0.025805176383108037,20.896510248466047,0.0
CRH-N,onoff,Water,20260826,40,0,0.008810103793485926,271274.5714149253,1.3984049268217944,2812.7548643042996,360,0.004946969833894372,27.450691724482468,0.00388445813006054,7.8132079564008325,0.0
CRH-N,onoff,Water,20260827,40,0,2.262489526081695,5180927.240813153,5.365078335739891,5155.688255863544,360,0.07927605646098139,119.96443038590361,0.014902995377055252,14.321356266287623,0.0
CRH-N,onoff,Water,20260828,40,0,0.00774049716376401,241314.8453020495,1.2755660820731065,2666.3068960769333,360,0.00463695816354381,25.890519784815353,0.00354323911686974,7.406408044658148,0.0
CRH-N,onoff,Water,20260829,40,0,2.20391980798177,5643457.783251952,5.2875304929299975,5140.519293083932,360,0.0782432071595741,125.20491851418743,0.014687584702583327,14.279220258566479,0.0
CRH-N,onoff,Water,20260830,40,0,0.010186206596220129,251649.18428959473,1.442760616037038,2639.5235163221964,360,0.005319306188107025,26.439090603035893,0.0040076683778806615,7.332009767561657,0.0
CRH-N,onoff,Water,20260831,40,0,0.010175530118675474,286819.1724187827,1.5202655961409253,2811.5777736455725,360,0.005316517792762967,28.226227579779547,0.004222959989280348,7.80993826012659,0.0
CRH-N,onoff,Water,20260832,40,0,2.2284019782598525,4814086.9595030965,5.386735654837675,4551.07700632595,360,0.07867658797359134,115.6393694915252,0.014963154596771317,12.641880573127638,0.0
CRH-N,onoff,Water,20260833,40,0,2.2703216957808943,3888957.642671386,5.346556779776079,4646.032163935209,360,0.07941315479784775,103.93584616739129,0.014851546610489107,12.905644899820023,0.0
CRH-N,onoff,Water,20260834,40,0,6.801253045145398,13662758.012082342,13.355597516117976,9408.667653483133,360,0.13744951644094033,194.81300159157144,0.0370988819892166,26.135187926342038,0.0
CRH-N,onoff,Water,20260835,40,0,4.605573400423274,12938350.508623818,9.532046389090404,8059.55009111873,360,0.11310729174381379,189.5781172075381,0.026477906636362233,22.387639141996473,0.0
CRH-N,onoff,Water,20260836,40,0,4.534429117513581,11913321.725384867,9.380113677154274,7969.366055545249,360,0.11223028306806379,181.91360682557888,0.02605587132542854,22.137127932070136,0.0
CRH-N,onoff,Water,20260837,40,0,4.541777908649026,9891230.568299092,9.335699235431342,7335.630273625215,360,0.11232119010341413,165.75777649177573,0.025932497876198172,20.376750760070042,0.0
IRPP-TD,clean,Climate,20260808,80,0,0.0015181197188029163,92.54152039034815,0.5704148971700498,120.13158612028596,400,0.0019481527909810594,0.48099251654871966,0.0014260372429251245,0.3003289653007149,0.0
IRPP-TD,clean,Climate,20260809,80,0,0.001594929925407445,96.0217827505553,0.557648043756151,117.10190219357119,400,0.0019968286890764096,0.4899535252209012,0.0013941201093903774,0.292754755483928,0.0
IRPP-TD,clean,Climate,20260810,80,0,0.0016948054524622473,110.02218591805682,0.5856755475574764,128.4937380796658,400,0.0020584007460054073,0.5244573050260068,0.001464188868893691,0.3212343451991645,0.0
IRPP-TD,clean,Climate,20260811,80,0,0.0015809097737460249,111.48840367222994,0.5637754448110631,126.10186153727163,400,0.0019880328051531397,0.5279403462329573,0.0014094386120276578,0.3152546538431791,0.0
IRPP-TD,clean,Climate,20260812,80,0,0.00157458915103834,104.74675684689146,0.5687665385276349,123.86748366169229,400,0.0019840546558993403,0.5117293152802843,0.0014219163463190874,0.3096687091542307,0.0
IRPP-TD,clean,Climate,20260813,80,0,0.0016995220573970597,114.3307161412574,0.5707831655106526,125.93025802045452,400,0.002061262997167671,0.5346277119203077,0.0014269579137766314,0.3148256450511363,0.0
IRPP-TD,clean,Climate,20260814,80,0,0.0015683347728477836,102.66589826874487,0.5729328045479959,123.76952160621484,400,0.0019801103333197015,0.5066209092327932,0.0014323320113699897,0.3094238040155371,0.0
IRPP-TD,clean,Climate,20260815,80,0,0.0012212231649810555,81.23047649469281,0.4813374509973519,104.06435025410275,400,0.0017473001781184133,0.4506397577186594,0.00120334362749338,0.26016087563525686,0.0
IRPP-TD,clean,Climate,20260816,80,0,0.0014108359380055767,94.52296249294274,0.5296371744640308,115.96786008537562,400,0.001878054803517177,0.4861146019534456,0.001324092936160077,0.2899196502134391,0.0
IRPP-TD,clean,Climate,20260817,80,0,0.0013836669082603174,89.25918794068822,0.5212592494922323,114.15476898849258,400,0.0018598836712683923,0.4723854039359393,0.001303148123730581,0.28538692247123143,0.0
IRPP-TD,clean,Climate,20260818,80,0,0.0015257223541439871,102.86503233174041,0.5625674602778797,122.192754179661,400,0.001953024804082111,0.5071120002813491,0.0014064186506946993,0.3054818854491525,0.0
IRPP-TD,clean,Climate,20260819,80,0,0.0014535621595743787,94.11449484744938,0.5290475392722505,116.38730511314634,400,0.0019062805142307747,0.4850631269418687,0.0013226188481806262,0.29096826278286586,0.0
IRPP-TD,clean,Climate,20260820,80,0,0.0015166488485433254,98.41012979641037,0.545152905168715,119.29138582665469,400,0.0019472088027117978,0.4960093995994692,0.0013628822629217874,0.2982284645666367,0.0
IRPP-TD,clean,Climate,20260821,80,0,0.0016942554814960754,114.51845240246669,0.5743914868635186,125.13940220662593,400,0.0020580667393795054,0.5350664734462128,0.0014359787171587964,0.31284850551656485,0.0
IRPP-TD,clean,Climate,20260822,80,0,0.0015979132044993277,99.60769762163928,0.566800802901295,120.88794683257134,400,0.001998695327269346,0.4990182802804905,0.0014170020072532374,0.30221986708142834,0.0
IRPP-TD,clean,Climate,20260823,80,0,0.0013895599226141115,97.11584995463558,0.532118074992331,117.68235272786326,400,0.001863840069999376,0.49273687185615506,0.0013302951874808275,0.2942058818196582,0.0
IRPP-TD,clean,Climate,20260824,80,0,0.0014660510887544575,97.13521566722052,0.5522567262105968,117.54271943899843,400,0.0019144523294890746,0.4927859973335802,0.0013806418155264922,0.2938567985974961,0.0
IRPP-TD,clean,Climate,20260825,80,0,0.0015175417259068616,90.45487737281381,0.5535333236123797,116.0307711366537,400,0.0019477818960980087,0.4755388453449776,0.0013838333090309494,0.29007692784163425,0.0
IRPP-TD,clean,Climate,20260826,80,0,0.001601460987101741,96.76327135645118,0.5568226335335303,116.58674077978438,400,0.0020009129085880656,0.4918416192140799,0.001392056583833826,0.2914668519494609,0.0
IRPP-TD,clean,Climate,20260827,80,0,0.001703708230766549,96.06823267700246,0.5905726879797913,122.97873464414816,400,0.00206380003317094,0.4900720168429393,0.0014764317199494783,0.3074468366103704,0.0
IRPP-TD,clean,Climate,20260828,80,0,0.0016509859218677215,101.16267002624112,0.587816287966357,125.60816029964107,400,0.002031616303505488,0.5028982750672374,0.0014695407199158924,0.3140204007491027,0.0
IRPP-TD,clean,Climate,20260829,80,0,0.001571795417751311,98.91739606398245,0.5531256373929537,119.14268320121656,400,0.0019822937583461936,0.4972861250426721,0.0013828140934823844,0.29785670800304137,0.0
IRPP-TD,clean,Climate,20260830,80,0,0.0016154174395172245,97.30002697016094,0.5684410586376716,119.84574142895303,400,0.0020096127982258327,0.4932038801808055,0.0014211026465941788,0.2996143535723826,0.0
IRPP-TD,clean,Climate,20260831,80,0,0.001495504094640378,98.84389574454418,0.553237049675156,119.36728222032487,400,0.001933587400817699,0.49710133711483867,0.00138309262418789,0.29841820555081217,0.0
IRPP-TD,clean,Climate,20260832,80,0,0.0015952999870605727,97.05810309287699,0.5631736521401854,117.61961542049677,400,0.0019970603315001357,0.49259035489155945,0.0014079341303504635,0.2940490385512419,0.0
IRPP-TD,clean,Climate,20260833,80,0,0.0015075835665097673,92.01910873101087,0.5600880627696371,117.6992413286749,400,0.0019413806726848854,0.47963295531846767,0.0014002201569240926,0.29424810332168727,0.0
IRPP-TD,clean,Climate,20260834,80,0,0.0013646640953204623,81.46717680878635,0.5482052756654633,115.35506089226116,400,0.0018470680112819765,0.45129584755675056,0.0013705131891636581,0.28838765223065294,0.0
IRPP-TD,clean,Climate,20260835,80,0,0.001487602321727551,94.68152906114125,0.5474155944948467,117.75012816320064,400,0.0019284724017519352,0.48652217077215826,0.0013685389862371166,0.29437532040800163,0.0
IRPP-TD,clean,Climate,20260836,80,0,0.0013827075294245803,83.43370054767217,0.532610585745947,111.24612879010381,400,0.0018592387752952688,0.4567102488111915,0.0013315264643648675,0.2781153219752595,0.0
IRPP-TD,clean,Climate,20260837,80,0,0.0012935523610477226,91.5141066253026,0.5112457046026198,113.41650196858508,400,0.0017982994474278488,0.4783150285776692,0.0012781142615065494,0.2835412549214627,0.0
IRPP-TD,clean,Traffic,20260808,80,0,5.06264850883695e-05,2484.6723255334578,0.09366130018507565,463.24486593870506,480,0.0003247642898073973,2.275170472337118,0.0001951277087189076,0.9650934707056356,0.0
IRPP-TD,clean,Traffic,20260809,80,0,6.231243946294442e-05,3702.4878917973183,0.09709865107422044,483.7578076561876,480,0.000360302070788481,2.7773218108898385,0.0002022888564046259,1.0078287659503908,0.0
IRPP-TD,clean,Traffic,20260810,80,0,5.351717243906074e-05,2442.894843674324,0.09861376995424376,464.6295951322073,480,0.00033390733631958914,2.2559619362158663,0.00020544535407134116,0.9679783231920986,0.0
IRPP-TD,clean,Traffic,20260811,80,0,6.755952365945846e-05,4232.513695391328,0.10124954438572441,501.31187674839214,480,0.00037516530706326214,2.9694674380094823,0.00021093655080359252,1.044399743225817,0.0
IRPP-TD,clean,Traffic,20260812,80,0,4.969616608050384e-05,2255.1100054311305,0.0953532648773126,437.7010050718907,480,0.0003217664981541475,2.1675206676403778,0.00019865263516106793,0.9118770938997722,0.0
IRPP-TD,clean,Traffic,20260813,80,0,6.684373742710072e-05,2504.956132140891,0.10227093019003977,484.5727916241687,480,0.0003731725958674616,2.2844383573707687,0.0002130644378959162,1.009526649217018,0.0
IRPP-TD,clean,Traffic,20260814,80,0,5.6109964483263194e-05,3500.109003642228,0.0947524157986045,454.80658785322544,480,0.00034190021839731495,2.700350673077105,0.0001974008662470927,0.9475137246942197,0.0
IRPP-TD,clean,Traffic,20260815,80,0,5.243319034643071e-05,3051.823028245687,0.0923445391615153,461.7944740356207,480,0.00033050841626459476,2.521500474356195,0.00019238445658649022,0.9620718209075431,0.0
IRPP-TD,clean,Traffic,20260816,80,0,4.607288886611445e-05,2436.5861974886675,0.08902998647389561,437.67905065586433,480,0.0003098147593929935,2.2530471022080425,0.00018547913848728252,0.9118313555330507,0.0
IRPP-TD,clean,Traffic,20260817,80,0,4.6567746235476945e-05,3187.1910609220777,0.08886320935869829,485.04321794289854,480,0.000311474136952937,2.5768161317643514,0.00018513168616395478,1.0105067040477054,0.0
IRPP-TD,clean,Traffic,20260818,80,0,5.226955902893382e-05,3311.1513162236256,0.09131471508252723,478.4153470190968,480,0.0003299922948246097,2.6264485353418254,0.00019023898975526504,0.9966986396231184,0.0
IRPP-TD,clean,Traffic,20260819,80,0,6.377307013017478e-05,3034.236880556758,0.09948117671661287,490.2025472280343,480,0.0003645004290411706,2.514224897357682,0.00020725245149294348,1.0212553067250714,0.0
IRPP-TD,clean,Traffic,20260820,80,0,5.876462120135172e-05,3481.4534295834314,0.09320172704210188,495.40867119478474,480,0.0003498946901133007,2.6931446263241816,0.00019417026467104557,1.0321013983224683,0.0
IRPP-TD,clean,Traffic,20260821,80,0,5.677255257783078e-05,3088.582595790502,0.09607859999965336,472.1472084206913,480,0.0003439129994690723,2.5366409037472266,0.00020016374999927783,0.9836400175431069,0.0
IRPP-TD,clean,Traffic,20260822,80,0,6.191491280472065e-05,3974.060593696359,0.0988638650070451,514.6803468286664,480,0.00035915094553196065,2.877376044859983,0.00020596638543134396,1.0722507225597218,0.0
IRPP-TD,clean,Traffic,20260823,80,0,7.09681511419662e-05,2906.441169375422,0.10390252151490606,485.845586910972,480,0.0003845130880465531,2.4607083877477494,0.00021646358648938762,1.0121783060645249,0.0
IRPP-TD,clean,Traffic,20260824,80,0,4.931047177467319e-05,1410.4981913762313,0.09509908133027188,399.60667127521805,480,0.00032051544351336514,1.714216409529579,0.0001981230861047331,0.8325138984900377,0.0
IRPP-TD,clean,Traffic,20260825,80,0,5.0853875763784695e-05,2731.4332109155926,0.09317748828005676,460.22460997196356,480,0.0003254928179052263,2.385473926932372,0.00019411976725011826,0.958801270774924,0.0
IRPP-TD,clean,Traffic,20260826,80,0,4.6840793886062844e-05,2612.0430307607267,0.08912320161496043,448.4675762171191,480,0.0003123859588115812,2.3327572342798226,0.00018567333669783421,0.9343074504523314,0.0
IRPP-TD,clean,Traffic,20260827,80,0,5.0807248725008224e-05,2660.7161805749647,0.09014050112922138,429.88265415375844,480,0.0003253435643189629,2.3543913671119285,0.00018779271068587787,0.8955888628203301,0.0
IRPP-TD,clean,Traffic,20260828,80,0,5.6189701416037984e-05,3254.448218006094,0.09383261575819281,488.06449929745014,480,0.0003421430664942359,2.603862602784441,0.00019548461616290168,1.0168010402030212,0.0
IRPP-TD,clean,Traffic,20260829,80,0,4.9418209527624424e-05,2087.202541194987,0.0907207717039335,412.1595396550615,480,0.0003208653972969832,2.085267039851145,0.00018900160771652812,0.8586657076147115,0.0
IRPP-TD,clean,Traffic,20260830,80,0,4.940095381543279e-05,1887.0107134071145,0.08989875681296829,425.75648054043774,480,0.0003208093729649301,1.98274363436077,0.00018728907669368392,0.8869926677925786,0.0
IRPP-TD,clean,Traffic,20260831,80,0,4.760973979035549e-05,3181.904382770097,0.09064045205424681,452.3660980149272,480,0.0003149396099200193,2.5746781282529994,0.00018883427511301419,0.9424293708644317,0.0
IRPP-TD,clean,Traffic,20260832,80,0,5.993060792650724e-05,2228.940911362039,0.09788378212649296,455.9749440426071,480,0.00035334888308897116,2.154907631122716,0.00020392454609686033,0.9499478000887648,0.0
IRPP-TD,clean,Traffic,20260833,80,0,5.966498161273896e-05,4562.459189935453,0.09849340605767283,518.3793200303392,480,0.0003525649515004852,3.0830380004738065,0.00020519459595348506,1.0799569167298733,0.0
IRPP-TD,clean,Traffic,20260834,80,0,5.106290713159628e-05,3103.6067234779875,0.09451365119642,497.13003565086683,480,0.0003261610898377655,2.542803047933351,0.00019690343999254165,1.0356875742726392,0.0
IRPP-TD,clean,Traffic,20260835,80,0,6.959286768500122e-05,2126.382683350318,0.10114213242004264,451.09323138091025,480,0.0003807691439841459,2.1047479477710618,0.0002107127758750888,0.9397775653768964,0.0
IRPP-TD,clean,Traffic,20260836,80,0,6.143826901528526e-05,2194.678714459043,0.09703763258703026,449.80663514358827,480,0.00035776583652138207,2.1382813944356514,0.00020216173455631304,0.9370971565491423,0.0
IRPP-TD,clean,Traffic,20260837,80,0,5.7067209259258367e-05,2555.2799100511497,0.09894628070447338,473.430187692811,480,0.00034480432028923533,2.307271074799526,0.00020613808480098622,0.9863128910266895,0.0
IRPP-TD,clean,Water,20260808,80,0,0.0009894902008953886,22228.889945103063,0.6219244138381858,1069.5483796154122,720,0.0011723019857050657,5.556388958405233,0.0008637839081085913,1.4854838605769614,0.0
IRPP-TD,clean,Water,20260809,80,0,0.0008057353536298174,26278.008236789112,0.5677869035292682,1049.4630861395776,720,0.0010578643013361463,6.041294038714479,0.0007885929215684281,1.4575876196383022,0.0
IRPP-TD,clean,Water,20260810,80,0,0.0009663289470666505,16907.588995763705,0.6242779301177968,991.5637837739824,720,0.0011585005557152616,4.845901618286968,0.0008670526807191621,1.377171921908309,0.0
IRPP-TD,clean,Water,20260811,80,0,0.0009921609135782666,34221.2700574665,0.6309360481933971,1173.2410496152665,720,0.0011738829877201151,6.8941672264662435,0.0008763000669352737,1.6295014577989813,0.0
IRPP-TD,clean,Water,20260812,80,0,0.0009745488101809796,20368.239773439775,0.6254052364824167,947.2585656257913,720,0.0011634173860400443,5.318761313271657,0.0008686183840033566,1.315636896702488,0.0
IRPP-TD,clean,Water,20260813,80,0,0.0007830515001392052,21290.55038118345,0.5657334912533337,1044.2560968641021,720,0.0010428669752039895,5.437849654298543,0.0007857409600740747,1.4503556900890306,0.0
IRPP-TD,clean,Water,20260814,80,0,0.0008193360923136866,19439.189912018886,0.5840458809450779,1008.6610264774666,720,0.0010667552647538798,5.1960441566449385,0.0008111748346459416,1.4009180923298148,0.0
IRPP-TD,clean,Water,20260815,80,0,0.0008418354134654189,16467.88377315228,0.5799741832453341,889.7480329059598,720,0.0010813028493605777,4.78247433825262,0.000805519698951853,1.2357611568138331,0.0
IRPP-TD,clean,Water,20260816,80,0,0.0009523703929810318,26839.541657316215,0.6192972362708606,1098.418232729704,720,0.0011501028897094815,6.1055008959721695,0.0008601350503761953,1.5255808787912555,0.0
IRPP-TD,clean,Water,20260817,80,0,0.0008545626142102483,19283.60983150043,0.5728779480989679,965.9868510889844,720,0.0010894459691680243,5.1752093129302015,0.000795663816804122,1.3416484042902561,0.0
IRPP-TD,clean,Water,20260818,80,0,0.0008515904180747042,19037.360093564035,0.5858642575255114,955.6428810356256,720,0.0010875497549759276,5.1420596950762665,0.0008137003576743214,1.3272817792161467,0.0
IRPP-TD,clean,Water,20260819,80,0,0.000964137693427705,24405.544997031244,0.6041640881457319,1080.7645019308131,720,0.0011571862986402412,5.822077831294812,0.0008391167890912943,1.5010618082372404,0.0
IRPP-TD,clean,Water,20260820,80,0,0.0008558207004200121,26047.045425758377,0.579486037078559,1097.0895243073924,720,0.0010902476148538281,6.0146863575933835,0.0008048417181646653,1.5237354504269338,0.0
IRPP-TD,clean,Water,20260821,80,0,0.0010218254480029918,22421.32317265225,0.6327575776837558,1035.1610341290734,720,0.0011913026530295592,5.58038767727509,0.0008788299690052165,1.4377236585126019,0.0
IRPP-TD,clean,Water,20260822,80,0,0.0008841287743842725,25944.51330263409,0.6043645884615192,1113.2388721005502,720,0.0011081320458723623,6.002836517318997,0.0008393952617521099,1.546165100139653,0.0
IRPP-TD,clean,Water,20260823,80,0,0.0008457085496687057,31341.741353703943,0.5798624771914067,1179.5750229097657,720,0.0010837874366651434,6.597741759465038,0.0008053645516547316,1.6382986429302302,0.0
IRPP-TD,clean,Water,20260824,80,0,0.0009351159546687742,20989.26477801126,0.6073986558661889,962.6471112705178,720,0.0011396368541172167,5.399236671616346,0.0008436092442585957,1.3370098767646081,0.0
IRPP-TD,clean,Water,20260825,80,0,0.0008518876458541477,23683.66593787558,0.5859192451717562,1070.0545473752181,720,0.0010877395303603426,5.735327407330085,0.000813776729405217,1.4861868713544697,0.0
IRPP-TD,clean,Water,20260826,80,0,0.0009989422590204803,24356.03024667841,0.6347726461316753,1102.8145505031916,720,0.0011778878572237304,5.8161688238094795,0.0008816286751828823,1.5316868756988773,0.0
IRPP-TD,clean,Water,20260827,80,0,0.0008418708133456042,35832.87402325451,0.5859234724019206,1115.2160173459376,720,0.00108132558396422,7.0546353972302125,0.000813782600558223,1.5489111352026912,0.0
IRPP-TD,clean,Water,20260828,80,0,0.0008992077278625033,14439.059084932582,0.5886124750775933,886.969322478222,720,0.0011175417764143114,4.478197040000923,0.0008175173264966573,1.2319018367753083,0.0
IRPP-TD,clean,Water,20260829,80,0,0.0009177697562171361,26497.199380693135,0.6060662829056431,1020.2731078950276,720,0.0011290173678771486,6.066437653723827,0.0008417587262578377,1.4170459831875384,0.0
IRPP-TD,clean,Water,20260830,80,0,0.0009221705483905308,29618.38411233797,0.6021605934862984,1194.4522597848961,720,0.0011317210028625349,6.413785512508928,0.0008363341576198588,1.6589614719234669,0.0
IRPP-TD,clean,Water,20260831,80,0,0.0008487966551968224,15231.670080401678,0.5865386241542236,893.3727925156862,720,0.0010857643590249774,4.599467070638861,0.0008146369779919773,1.2407955451606754,0.0
IRPP-TD,clean,Water,20260832,80,0,0.0009605525063407946,27735.439824294368,0.608371573613883,1044.8249745167948,720,0.0011550327715052521,6.20656460535205,0.000844960518908171,1.4511457979399927,0.0
IRPP-TD,clean,Water,20260833,80,0,0.0008880178861429432,15614.46358122607,0.6002894765891595,881.5093858066598,720,0.0011105666009738147,4.656904011671821,0.0008337353841516104,1.2243185913981387,0.0
IRPP-TD,clean,Water,20260834,80,0,0.0007558111956284014,18674.445523870167,0.5505493324446529,925.7344528941796,720,0.001024567114300529,5.092811590297065,0.0007646518506175734,1.2857422956863607,0.0
IRPP-TD,clean,Water,20260835,80,0,0.0008273206490543332,33211.36556667087,0.5843736673332434,1135.8363168310448,720,0.001071940510019053,6.791678483289401,0.0008116300935183936,1.5775504400431177,0.0
IRPP-TD,clean,Water,20260836,80,0,0.000858832293618777,17708.295306570035,0.5902637140536167,1021.9719080296253,720,0.0010921641955429957,4.959319972784412,0.0008198107139633565,1.419405427818924,0.0
IRPP-TD,clean,Water,20260837,80,0,0.0009668016538536756,22160.896386233006,0.6156679910253299,1010.6524295548847,720,0.0011587838775184835,5.547884530039982,0.0008550944319796249,1.40368392993734,0.0
IRPP-TD,compact,Climate,20260808,80,0,0.0022934744715558952,136.22065050472764,0.6913716841874937,143.95261411533878,400,0.002394511678587043,0.5835680133984548,0.0017284292104687343,0.35988153528834693,0.0
IRPP-TD,compact,Climate,20260809,80,0,0.002445967311925046,150.2570758341717,0.6976295108775012,147.25863488250138,400,0.002472836080255344,0.6128969649014663,0.0017440737771937532,0.3681465872062535,0.0
IRPP-TD,compact,Climate,20260810,80,0,0.0022736087277720456,138.20282131027324,0.6809366647483364,144.6941141228369,400,0.0023841186672290695,0.5877984801576839,0.001702341661870841,0.36173528530709226,0.0
IRPP-TD,compact,Climate,20260811,80,0,0.0021966430837053533,145.12326371017753,0.6726194991049071,145.21446317470065,400,0.002343417954455283,0.6023355869243023,0.0016815487477622678,0.36303615793675165,0.0
IRPP-TD,compact,Climate,20260812,80,0,0.002399842449286826,155.79533405747108,0.676813606259242,146.7081802013516,400,0.0024494093417020083,0.6240900056431585,0.001692034015648105,0.36677045050337903,0.0
IRPP-TD,compact,Climate,20260813,80,0,0.002534592919419585,174.23414926781018,0.6977657066124066,153.50687726868452,400,0.0025172370366234806,0.6599889189748003,0.0017444142665310163,0.3837671931717113,0.0
IRPP-TD,compact,Climate,20260814,80,0,0.0022449196439657104,139.10574276796524,0.6765408117905718,144.39908323513777,400,0.002369029149232714,0.5897154881126263,0.0016913520294764295,0.3609977080878444,0.0
IRPP-TD,compact,Climate,20260815,80,0,0.001891950161936175,117.53229781482791,0.6122090238748926,131.27768946857404,400,0.0021748276724468164,0.5420615689541823,0.0015305225596872315,0.3281942236714351,0.0
IRPP-TD,compact,Climate,20260816,80,0,0.0022265861377372066,142.69273415147782,0.6624511255179251,143.03274736754793,400,0.0023593357845679824,0.59727032018902,0.0016561278137948126,0.3575818684188698,0.0
IRPP-TD,compact,Climate,20260817,80,0,0.0016918180046388168,108.24562814420104,0.5826878944309855,127.52308972483978,400,0.0020565857656798664,0.5202057961619638,0.0014567197360774637,0.31880772431209947,0.0
IRPP-TD,compact,Climate,20260818,80,0,0.002451874649721669,167.09829694200826,0.7345669984148937,161.82461091854486,400,0.0024758203941934423,0.6463325323353457,0.0018364174960372342,0.40456152729636213,0.0
IRPP-TD,compact,Climate,20260819,80,0,0.0019929650017151174,128.2071639305981,0.6276509058223761,138.40193046835313,400,0.002232131829504654,0.5661430118145903,0.0015691272645559403,0.3460048261708828,0.0
IRPP-TD,compact,Climate,20260820,80,0,0.0022255749691018796,139.62558669140174,0.6456915063945518,141.00674011612006,400,0.002358799996344476,0.5908163561788928,0.0016142287659863795,0.35251685029030017,0.0
IRPP-TD,compact,Climate,20260821,80,0,0.0025489732985060787,169.86693972740238,0.7069214967737351,154.22991389536654,400,0.0025243678904361775,0.6516650591511762,0.0017673037419343376,0.38557478473841633,0.0
IRPP-TD,compact,Climate,20260822,80,0,0.002188819410625324,139.6852427991099,0.6706843764093234,144.94407709377546,400,0.002339241015065209,0.5909425581203089,0.0016767109410233086,0.36236019273443865,0.0
IRPP-TD,compact,Climate,20260823,80,0,0.002078427959642222,138.2491122392394,0.637743822012892,136.45320089973734,400,0.0022794889556884356,0.5878969132408322,0.00159435955503223,0.34113300224934334,0.0
IRPP-TD,compact,Climate,20260824,80,0,0.0022259278818627356,144.85385055613133,0.6606373092728194,142.13190254179617,400,0.002358987008157705,0.6017762261757508,0.0016515932731820484,0.35532975635449043,0.0
IRPP-TD,compact,Climate,20260825,80,0,0.0022627977570774042,138.3984734639154,0.6888006585601597,144.95605287767037,400,0.0023784436913018374,0.5882144027986635,0.0017220016464003993,0.36239013219417593,0.0
IRPP-TD,compact,Climate,20260826,80,0,0.002345553112618398,136.23263865559434,0.6634856625021595,138.10173640789628,400,0.0024215455357159805,0.5835936913975217,0.0016587141562553987,0.34525434101974073,0.0
IRPP-TD,compact,Climate,20260827,80,0,0.002480574582946271,147.20664968686756,0.7104698784451917,148.54141690883554,400,0.002490268350472631,0.6066437374746144,0.0017761746961129793,0.37135354227208883,0.0
IRPP-TD,compact,Climate,20260828,80,0,0.002467072721415049,157.37069382802886,0.7133091854745917,155.3876022833435,400,0.0024834817904582315,0.6272373829500855,0.0017832729636864792,0.3884690057083588,0.0
IRPP-TD,compact,Climate,20260829,80,0,0.0020641097406746164,131.58714566834323,0.6572316241875479,142.0608102469491,400,0.002271623725815202,0.5735572021785256,0.0016430790604688697,0.35515202561737275,0.0
IRPP-TD,compact,Climate,20260830,80,0,0.0020814905867631668,129.5573384998441,0.6381145198751392,135.01560746900617,400,0.002281167785786025,0.5691162853491457,0.0015952862996878481,0.3375390186725154,0.0
IRPP-TD,compact,Climate,20260831,80,0,0.002125459117092279,137.28179214486892,0.6535860535174545,141.1006541994783,400,0.0023051350920782706,0.5858365645486566,0.0016339651337936361,0.35275163549869576,0.0
IRPP-TD,compact,Climate,20260832,80,0,0.0023515475639657455,139.70566908936866,0.6741686964585561,141.44444933121792,400,0.0024246378925345457,0.59098576355393,0.0016854217411463905,0.3536111233280448,0.0
IRPP-TD,compact,Climate,20260833,80,0,0.0022914490871298095,137.41943798453562,0.6664195297968697,140.7698445975835,400,0.0023934541394863874,0.5861301860178667,0.0016660488244921742,0.35192461149395876,0.0
IRPP-TD,compact,Climate,20260834,80,0,0.0020278429947922665,125.36486331226611,0.6591882521464032,140.64268707820372,400,0.002251578887576597,0.5598322590568225,0.001647970630366008,0.35160671769550933,0.0
IRPP-TD,compact,Climate,20260835,80,0,0.0024208677230760436,161.1693754589077,0.6867037228472831,149.28822173432437,400,0.002460115710223832,0.6347625057037233,0.0017167593071182078,0.3732205543358109,0.0
IRPP-TD,compact,Climate,20260836,80,0,0.002040945701740964,120.11032923499302,0.6416784178618649,136.88775882254873,400,0.002258841352187535,0.5479742905351331,0.0016041960446546621,0.34221939705637183,0.0
