protocol,n,dimension,payload_bytes,seed,audit_mode,offchain_active_ms,declared_wait_ms,offchain_final_ms,worker_ms,tp_sp_cloudA_ms,dr_cloudB_ms,rb_rc_ta_ms,auditor_ms,analytics_ms,crypto_and_protocol_ms,traffic_task_bytes,traffic_report_bytes,iterations,retained_count,valid,run
IRPP-TD,27,9,256,2035081001,proactive,63.643962,0.0,63.643962,43.806379,1.613081,9.182294,0.0,8.79137,4.023569,59.620393,337486,1568.0,6,27,True,1
IRPP-TD,27,9,256,2035081001,challenged,62.218579,0.0,62.218579,43.03561,1.552627,8.9128,0.0,8.433396,3.990677,58.227902,337678,1568.0,6,27,True,1
IRPP-TD,27,9,256,2035081001,delayed,61.251373,500.0,561.2513730000001,42.647128,1.498104,8.761425,0.0,8.105778,3.925059,57.326314,337678,1568.0,6,27,True,1
IRPP-TD,27,9,256,2035081002,proactive,61.710614,0.0,61.710614,42.731842,1.560288,8.771847,0.0,8.358479,3.770095,57.940519,337486,1568.0,6,27,True,2
IRPP-TD,27,9,256,2035081002,challenged,61.789921,0.0,61.789921,42.682496,1.549733,8.781547,0.0,8.518691,3.913941,57.87598,337678,1568.0,6,27,True,2
IRPP-TD,27,9,256,2035081002,delayed,62.25166,500.0,562.25166,42.90636,1.547412,8.899341,0.0,8.651063,3.96931,58.28235,337678,1568.0,6,27,True,2
IRPP-TD,27,9,256,2035081003,proactive,61.889163,0.0,61.889163,42.527589,1.510381,9.082085,0.0,8.536684,3.952184,57.936979,337486,1568.0,6,27,True,3
IRPP-TD,27,9,256,2035081003,challenged,61.142205,0.0,61.142205,42.387088,1.556933,8.644425,0.0,8.322285,3.772216,57.369989,337678,1568.0,6,27,True,3
IRPP-TD,27,9,256,2035081003,delayed,62.165113,500.0,562.165113,42.922296,1.519778,9.010523,0.0,8.46047,4.065542,58.099571,337678,1568.0,6,27,True,3
IRPP-TD,27,9,256,2035081004,proactive,62.624826,0.0,62.624826,42.761079,1.51376,9.280289,0.0,8.832079,4.14746,58.477365999999996,337486,1568.0,6,27,True,4
IRPP-TD,27,9,256,2035081004,challenged,62.107154,0.0,62.107154,42.55739,1.493628,9.164264,0.0,8.634096,4.057883,58.049271000000005,337678,1568.0,6,27,True,4
IRPP-TD,27,9,256,2035081004,delayed,61.57776,500.0,561.57776,42.379306,1.502056,9.004479,0.0,8.444808,4.037415,57.540344999999995,337678,1568.0,6,27,True,4
IRPP-TD,27,9,256,2035081005,proactive,61.282929,0.0,61.282929,42.584687,1.518085,8.892341,0.0,8.056157,3.875887,57.407042000000004,337486,1568.0,6,27,True,5
IRPP-TD,27,9,256,2035081005,challenged,61.467118,0.0,61.467118,42.889472,1.510183,8.936044,0.0,7.862751,3.939552,57.527566,337678,1568.0,6,27,True,5
IRPP-TD,27,9,256,2035081005,delayed,62.590825,500.0,562.590825,43.464594,1.536996,8.903744,0.0,8.420734,3.90202,58.688805,337678,1568.0,6,27,True,5
IRPP-TD,27,9,256,2035081006,proactive,61.512832,0.0,61.512832,42.638292,1.530341,8.735739,0.0,8.360706,3.685543,57.827289,337486,1568.0,6,27,True,6
IRPP-TD,27,9,256,2035081006,challenged,61.573506,0.0,61.573506,42.869103,1.576493,8.920768,0.0,7.961825,3.989089,57.584417,337678,1568.0,6,27,True,6
IRPP-TD,27,9,256,2035081006,delayed,61.123752,500.0,561.123752,42.682463,1.484374,8.749939,0.0,7.976745,3.834636,57.289116,337678,1568.0,6,27,True,6
IRPP-TD,27,9,256,2035081007,proactive,62.54551,0.0,62.54551,42.895743,1.587381,8.901273,0.0,8.905597,3.911319,58.634191,337486,1568.0,6,27,True,7
IRPP-TD,27,9,256,2035081007,challenged,62.125941,0.0,62.125941,42.795419,1.497507,8.792407,0.0,8.760359,3.729585,58.396356,337678,1568.0,6,27,True,7
IRPP-TD,27,9,256,2035081007,delayed,61.470315,500.0,561.470315,42.742523,1.491395,8.954946,0.0,8.034434,3.927086,57.543229,337678,1568.0,6,27,True,7
IRPP-TD,27,9,256,2035081008,proactive,71.909782,0.0,71.909782,50.644439,1.740299,10.33618,0.0,8.899117,4.650231,67.259551,337486,1568.0,6,27,True,8
IRPP-TD,27,9,256,2035081008,challenged,63.516257,0.0,63.516257,44.080451,1.577252,9.124299,0.0,8.473551,4.0194,59.496857000000006,337678,1568.0,6,27,True,8
IRPP-TD,27,9,256,2035081008,delayed,61.531472,500.0,561.531472,42.474405,1.568383,8.981981,0.0,8.263125,4.023716,57.507756,337678,1568.0,6,27,True,8
IRPP-TD,27,9,256,2035081009,proactive,62.805609,0.0,62.805609,43.190474,1.52946,8.96743,0.0,8.873235,3.914464,58.891144999999995,337486,1568.0,6,27,True,9
IRPP-TD,27,9,256,2035081009,challenged,62.001465,0.0,62.001465,42.837363,1.550639,8.92529,0.0,8.434631,3.962247,58.039218000000005,337678,1568.0,6,27,True,9
IRPP-TD,27,9,256,2035081009,delayed,62.262913,500.0,562.262913,42.885292,1.515994,8.783179,0.0,8.82813,3.780366,58.482547,337678,1568.0,6,27,True,9
IRPP-TD,27,9,256,2035081010,proactive,61.246033,0.0,61.246033,42.667982,1.515817,8.652414,0.0,8.175095,3.785851,57.460181999999996,337486,1568.0,6,27,True,10
IRPP-TD,27,9,256,2035081010,challenged,61.503657,0.0,61.503657,42.592369,1.512095,8.734237,0.0,8.420452,3.811116,57.692541,337678,1568.0,6,27,True,10
IRPP-TD,27,9,256,2035081010,delayed,61.247455,500.0,561.247455,42.708112,1.481108,8.932573,0.0,7.887807,4.058375,57.189080000000004,337678,1568.0,6,27,True,10
IRPP-TD,27,9,256,2035081011,proactive,61.840147,0.0,61.840147,43.131217,1.53176,8.842412,0.0,8.076448,3.845879,57.994268000000005,337486,1568.0,6,27,True,11
IRPP-TD,27,9,256,2035081011,challenged,61.871055,0.0,61.871055,42.547125,1.490358,8.921805,0.0,8.668952,3.87524,57.995815,337678,1568.0,6,27,True,11
IRPP-TD,27,9,256,2035081011,delayed,60.93926,500.0,560.93926,42.161026,1.501574,8.76544,0.0,8.263656,3.852932,57.086327999999995,337678,1568.0,6,27,True,11
IRPP-TD,27,9,256,2035081012,proactive,61.708421,0.0,61.708421,42.886924,1.535542,8.780958,0.0,8.259697,3.829192,57.879229,337486,1568.0,6,27,True,12
IRPP-TD,27,9,256,2035081012,challenged,62.898299,0.0,62.898299,42.972701,1.528572,9.113421,0.0,9.027418,3.991419,58.90688,337678,1568.0,6,27,True,12
IRPP-TD,27,9,256,2035081012,delayed,62.974586,500.0,562.974586,43.819794,1.558843,8.978798,0.0,8.366066,3.860298,59.114288,337678,1568.0,6,27,True,12
IRPP-TD,27,9,256,2035081013,proactive,61.423704,0.0,61.423704,42.604787,1.503247,8.746236,0.0,8.338732,3.865899,57.557805,337486,1568.0,6,27,True,13
IRPP-TD,27,9,256,2035081013,challenged,60.992339,0.0,60.992339,42.439519,1.483424,8.578316,0.0,8.249323,3.684509,57.30783,337678,1568.0,6,27,True,13
IRPP-TD,27,9,256,2035081013,delayed,60.919846,500.0,560.919846,42.352551,1.51703,8.746518,0.0,8.001812,3.796822,57.123024,337678,1568.0,6,27,True,13
IRPP-TD,27,9,256,2035081014,proactive,60.601746,0.0,60.601746,41.941567,1.510602,8.729384,0.0,8.187152,3.804764,56.796982,337486,1568.0,6,27,True,14
IRPP-TD,27,9,256,2035081014,challenged,60.537554,0.0,60.537554,42.035735,1.524353,8.477723,0.0,8.277264,3.612793,56.924761000000004,337678,1568.0,6,27,True,14
IRPP-TD,27,9,256,2035081014,delayed,61.610663,500.0,561.610663,42.34937,1.503011,8.908141,0.0,8.604894,3.922515,57.688148000000005,337678,1568.0,6,27,True,14
IRPP-TD,27,9,256,2035081015,proactive,61.079985,0.0,61.079985,42.258511,1.547203,8.751131,0.0,8.290973,3.851594,57.228391,337486,1568.0,6,27,True,15
IRPP-TD,27,9,256,2035081015,challenged,61.322231,0.0,61.322231,42.369248,1.557353,8.834141,0.0,8.2975,3.824968,57.497263000000004,337678,1568.0,6,27,True,15
IRPP-TD,27,9,256,2035081015,delayed,61.538887,500.0,561.538887,42.439669,1.541448,8.705471,0.0,8.615147,3.71911,57.819777,337678,1568.0,6,27,True,15
IRPP-TD,27,9,256,2035081016,proactive,60.013697,0.0,60.013697,42.015557,1.494324,8.364546,0.0,7.930515,3.647291,56.366406,337486,1568.0,6,27,True,16
IRPP-TD,27,9,256,2035081016,challenged,60.428797,0.0,60.428797,42.174412,1.48518,8.579981,0.0,7.963136,3.735524,56.693273000000005,337678,1568.0,6,27,True,16
IRPP-TD,27,9,256,2035081016,delayed,61.667655,500.0,561.667655,42.762225,1.517088,8.624501,0.0,8.513394,3.709859,57.957796,337678,1568.0,6,27,True,16
IRPP-TD,27,9,256,2035081017,proactive,60.278332,0.0,60.278332,42.132382,1.480318,8.5967,0.0,7.853101,3.680946,56.597386,337486,1568.0,6,27,True,17
IRPP-TD,27,9,256,2035081017,challenged,62.832153,0.0,62.832153,43.326791,1.50978,9.598629,0.0,8.15493,4.002571,58.829582,337678,1568.0,6,27,True,17
IRPP-TD,27,9,256,2035081017,delayed,60.965756,500.0,560.965756,42.326718,1.515878,8.670857,0.0,8.212567,3.847512,57.118244,337678,1568.0,6,27,True,17
IRPP-TD,27,9,256,2035081018,proactive,60.671734,0.0,60.671734,42.100154,1.48923,8.526842,0.0,8.339968,3.609482,57.062252,337486,1568.0,6,27,True,18
IRPP-TD,27,9,256,2035081018,challenged,61.030532,0.0,61.030532,42.16747,1.535206,8.715463,0.0,8.386505,3.785697,57.244835,337678,1568.0,6,27,True,18
IRPP-TD,27,9,256,2035081018,delayed,60.987951,500.0,560.987951,42.216836,1.505395,8.559687,0.0,8.465246,3.717544,57.270407000000006,337678,1568.0,6,27,True,18
IRPP-TD,27,9,256,2035081019,proactive,62.260191,0.0,62.260191,42.673266,1.51128,8.962265,0.0,8.872609,3.87088,58.389311,337486,1568.0,6,27,True,19
IRPP-TD,27,9,256,2035081019,challenged,61.220916,0.0,61.220916,42.18339,1.527456,8.707098,0.0,8.565863,3.756011,57.464905,337678,1568.0,6,27,True,19
IRPP-TD,27,9,256,2035081019,delayed,61.008302,500.0,561.008302,42.64484,1.486079,8.518294,0.0,8.126035,3.734971,57.273331,337678,1568.0,6,27,True,19
IRPP-TD,27,9,256,2035081020,proactive,60.012736,0.0,60.012736,41.933176,1.488814,8.602452,0.0,7.753309,3.839148,56.173587999999995,337486,1568.0,6,27,True,20
IRPP-TD,27,9,256,2035081020,challenged,60.445535,0.0,60.445535,42.38585,1.495682,8.481673,0.0,7.854762,3.594332,56.851203,337678,1568.0,6,27,True,20
IRPP-TD,27,9,256,2035081020,delayed,61.403771,500.0,561.403771,42.332502,1.540589,8.931139,0.0,8.357175,3.944233,57.459538,337678,1568.0,6,27,True,20
IRPP-TD,27,9,256,2035081021,proactive,62.335099,0.0,62.335099,42.971012,1.489599,8.904578,0.0,8.727846,3.80066,58.534439,337486,1568.0,6,27,True,21
IRPP-TD,27,9,256,2035081021,challenged,61.306047,0.0,61.306047,42.570462,1.497365,8.86556,0.0,8.118926,3.874964,57.431083,337678,1568.0,6,27,True,21
IRPP-TD,27,9,256,2035081021,delayed,61.619633,500.0,561.619633,42.71453,1.539653,9.011196,0.0,8.112672,3.907405,57.712228,337678,1568.0,6,27,True,21
IRPP-TD,27,9,256,2035081022,proactive,62.168147,0.0,62.168147,42.61685,1.566206,9.156544,0.0,8.573378,4.082774,58.085373,337486,1568.0,6,27,True,22
IRPP-TD,27,9,256,2035081022,challenged,61.311446,0.0,61.311446,42.34155,1.474831,8.923906,0.0,8.332805,3.915174,57.396271999999996,337678,1568.0,6,27,True,22
IRPP-TD,27,9,256,2035081022,delayed,60.56953,500.0,560.56953,42.40536,1.513009,8.592837,0.0,7.830348,3.626063,56.943467,337678,1568.0,6,27,True,22
IRPP-TD,27,9,256,2035081023,proactive,62.450292,0.0,62.450292,42.561998,1.558642,9.070117,0.0,9.02272,4.043127,58.407165,337486,1568.0,6,27,True,23
IRPP-TD,27,9,256,2035081023,challenged,61.434,0.0,61.434,42.61463,1.533703,8.736418,0.0,8.30865,3.775777,57.658223,337678,1568.0,6,27,True,23
IRPP-TD,27,9,256,2035081023,delayed,61.316771,500.0,561.316771,42.605678,1.492499,8.646662,0.0,8.321987,3.720645,57.596126000000005,337678,1568.0,6,27,True,23
IRPP-TD,27,9,256,2035081024,proactive,60.552793,0.0,60.552793,41.997828,1.516221,8.584743,0.0,8.228501,3.703197,56.849596,337486,1568.0,6,27,True,24
IRPP-TD,27,9,256,2035081024,challenged,61.545893,0.0,61.545893,42.180905,1.511541,8.843885,0.0,8.758272,3.917701,57.628192,337678,1568.0,6,27,True,24
IRPP-TD,27,9,256,2035081024,delayed,61.350706,500.0,561.350706,42.591707,1.572522,8.965297,0.0,7.976283,3.906246,57.44446,337678,1568.0,6,27,True,24
IRPP-TD,27,9,256,2035081025,proactive,61.63045,0.0,61.63045,42.790542,1.510612,8.812079,0.0,8.278068,3.753526,57.876924,337486,1568.0,6,27,True,25
IRPP-TD,27,9,256,2035081025,challenged,62.194189,0.0,62.194189,43.075324,1.509777,8.994506,0.0,8.337764,4.059551,58.134638,337678,1568.0,6,27,True,25
IRPP-TD,27,9,256,2035081025,delayed,60.78631,500.0,560.78631,42.313449,1.479735,8.751647,0.0,8.015897,3.881135,56.905175,337678,1568.0,6,27,True,25
IRPP-TD,27,9,256,2035081026,proactive,60.403361,0.0,60.403361,42.29896,1.487262,8.343218,0.0,8.059867,3.504919,56.898441999999996,337486,1568.0,6,27,True,26
IRPP-TD,27,9,256,2035081026,challenged,60.972383,0.0,60.972383,42.234105,1.541677,8.828335,0.0,8.132377,3.810652,57.161731,337678,1568.0,6,27,True,26
IRPP-TD,27,9,256,2035081026,delayed,61.484099,500.0,561.484099,42.696552,1.510773,8.816205,0.0,8.216232,3.867738,57.616361,337678,1568.0,6,27,True,26
IRPP-TD,27,9,256,2035081027,proactive,60.648115,0.0,60.648115,42.580255,1.478047,8.519573,0.0,7.843254,3.692922,56.955192999999994,337486,1568.0,6,27,True,27
IRPP-TD,27,9,256,2035081027,challenged,61.707197,0.0,61.707197,42.972591,1.523561,8.699455,0.0,8.270644,3.788851,57.918346,337678,1568.0,6,27,True,27
IRPP-TD,27,9,256,2035081027,delayed,60.963319,500.0,560.963319,42.454957,1.487661,8.457654,0.0,8.332208,3.619298,57.344021,337678,1568.0,6,27,True,27
IRPP-TD,27,9,256,2035081028,proactive,60.712332,0.0,60.712332,42.248265,1.520829,8.646146,0.0,8.057696,3.817606,56.894726000000006,337486,1568.0,6,27,True,28
IRPP-TD,27,9,256,2035081028,challenged,62.001998,0.0,62.001998,42.824006,1.534183,9.006767,0.0,8.396674,3.98387,58.018128,337678,1568.0,6,27,True,28
IRPP-TD,27,9,256,2035081028,delayed,61.959167,500.0,561.959167,42.714966,1.527491,8.927118,0.0,8.554597,4.018484,57.940683,337678,1568.0,6,27,True,28
IRPP-TD,27,9,256,2035081029,proactive,60.775984,0.0,60.775984,42.475298,1.473909,8.647663,0.0,7.959231,3.828445,56.947539,337486,1568.0,6,27,True,29
IRPP-TD,27,9,256,2035081029,challenged,60.368423,0.0,60.368423,41.983471,1.514485,8.531869,0.0,8.117339,3.664302,56.704121,337678,1568.0,6,27,True,29
IRPP-TD,27,9,256,2035081029,delayed,60.46079,500.0,560.46079,42.397215,1.519406,8.588613,0.0,7.731403,3.702549,56.758241000000005,337678,1568.0,6,27,True,29
