scenario,trial,nrmse,angular_available,retained_rate
unpartitioned-two-regime,171,0.16431864432613516,1.0,1.0
context-partitioned,171,0.01104328500803646,1.0,1.0
single-regime,172,0.004050145932372932,1.0,1.0
unpartitioned-two-regime,172,0.16604420434250364,1.0,1.0
context-partitioned,172,0.0067647916312705905,1.0,1.0
single-regime,173,0.004875753665722441,1.0,1.0
unpartitioned-two-regime,173,0.16227626845262358,1.0,1.0
context-partitioned,173,0.009482478802264997,1.0,1.0
single-regime,174,0.0037900148736463132,1.0,1.0
unpartitioned-two-regime,174,0.15002396323330525,1.0,0.975
context-partitioned,174,0.007527363378319872,1.0,1.0
single-regime,175,0.005421229575326977,1.0,1.0
unpartitioned-two-regime,175,0.16304190322886228,1.0,1.0
context-partitioned,175,0.010006367671098877,1.0,1.0
single-regime,176,0.005497508605877823,1.0,1.0
unpartitioned-two-regime,176,0.16420810932828514,1.0,1.0
context-partitioned,176,0.012772303049382955,1.0,1.0
single-regime,177,0.00518707899820891,1.0,1.0
unpartitioned-two-regime,177,0.15258121802435284,1.0,0.975
context-partitioned,177,0.00696366479277098,1.0,1.0
single-regime,178,0.005872266344886607,1.0,1.0
unpartitioned-two-regime,178,0.1619236493453666,1.0,1.0
context-partitioned,178,0.009214496788395966,1.0,1.0
single-regime,179,0.0064817447797975445,1.0,1.0
unpartitioned-two-regime,179,0.16552234891708992,1.0,1.0
context-partitioned,179,0.008667905721385365,1.0,1.0
single-regime,180,0.008246472485122829,1.0,1.0
unpartitioned-two-regime,180,0.14687194660570124,1.0,0.975
context-partitioned,180,0.00912664323428726,1.0,1.0
single-regime,181,0.00921327374715354,1.0,1.0
unpartitioned-two-regime,181,0.1665947734873651,1.0,1.0
context-partitioned,181,0.008508217742783892,1.0,1.0
single-regime,182,0.006277530333739928,1.0,1.0
unpartitioned-two-regime,182,0.16515847603591663,1.0,1.0
context-partitioned,182,0.007661274756045132,1.0,1.0
single-regime,183,0.006595028916839783,1.0,1.0
unpartitioned-two-regime,183,0.1626768485217497,1.0,1.0
context-partitioned,183,0.00888107775982392,1.0,1.0
single-regime,184,0.0086255371209805,1.0,1.0
unpartitioned-two-regime,184,0.15012295774050582,1.0,0.975
context-partitioned,184,0.007854018524934045,1.0,1.0
single-regime,185,0.006666728846870213,1.0,1.0
unpartitioned-two-regime,185,0.16351366819904653,1.0,1.0
context-partitioned,185,0.011954128688296747,1.0,1.0
single-regime,186,0.005457812812746054,1.0,1.0
unpartitioned-two-regime,186,0.16451432752048342,1.0,1.0
context-partitioned,186,0.008566929398406203,1.0,1.0
single-regime,187,0.007574234319864311,1.0,1.0
unpartitioned-two-regime,187,0.16284537736326796,1.0,1.0
context-partitioned,187,0.009087490820082571,1.0,1.0
single-regime,188,0.0054908702921813305,1.0,1.0
unpartitioned-two-regime,188,0.16507710322841596,1.0,1.0
context-partitioned,188,0.008850210462965332,1.0,1.0
single-regime,189,0.00615896550477632,1.0,1.0
unpartitioned-two-regime,189,0.16383121158939576,1.0,1.0
context-partitioned,189,0.009280890045813525,1.0,1.0
single-regime,190,0.006042804766425211,1.0,1.0
unpartitioned-two-regime,190,0.14792307751679004,1.0,0.975
context-partitioned,190,0.010136108313439047,1.0,1.0
single-regime,191,0.005299373752630378,1.0,1.0
unpartitioned-two-regime,191,0.16450545035926126,1.0,1.0
context-partitioned,191,0.008029666037683353,1.0,1.0
single-regime,192,0.006707975842161322,1.0,1.0
unpartitioned-two-regime,192,0.1618753894211803,1.0,1.0
context-partitioned,192,0.008599689988232554,1.0,1.0
single-regime,193,0.0062522616763469275,1.0,1.0
unpartitioned-two-regime,193,0.16318183633191927,1.0,1.0
context-partitioned,193,0.008561621732596277,1.0,1.0
single-regime,194,0.004876746244563041,1.0,1.0
unpartitioned-two-regime,194,0.16244505658695244,1.0,1.0
context-partitioned,194,0.011072216057571076,1.0,1.0
single-regime,195,0.008838057247674223,1.0,1.0
unpartitioned-two-regime,195,0.13371773029542175,1.0,0.95
context-partitioned,195,0.009715799884013328,1.0,1.0
single-regime,196,0.0026301046568534842,1.0,1.0
unpartitioned-two-regime,196,0.16232595334108418,1.0,1.0
context-partitioned,196,0.011138072109693867,1.0,1.0
single-regime,197,0.0041902191044330935,1.0,1.0
unpartitioned-two-regime,197,0.1657371997389244,1.0,1.0
context-partitioned,197,0.00801987411556659,1.0,1.0
single-regime,198,0.0068733680445367505,1.0,1.0
unpartitioned-two-regime,198,0.1453788288012802,1.0,0.975
context-partitioned,198,0.007872982420576553,1.0,1.0
single-regime,199,0.006958886450009623,1.0,1.0
unpartitioned-two-regime,199,0.16465144477702684,1.0,1.0
context-partitioned,199,0.008320471217369185,1.0,1.0
single-regime,200,0.008853416090684492,1.0,1.0
unpartitioned-two-regime,200,0.16572996460563022,1.0,1.0
context-partitioned,200,0.007634159440622384,1.0,1.0
single-regime,201,0.006911869048298172,1.0,1.0
unpartitioned-two-regime,201,0.16482351470492315,1.0,1.0
context-partitioned,201,0.00458150533585423,1.0,1.0
single-regime,202,0.004894809155329757,1.0,1.0
unpartitioned-two-regime,202,0.16461711051898767,1.0,1.0
context-partitioned,202,0.006107272539595296,1.0,1.0
single-regime,203,0.006633966779730295,1.0,1.0
unpartitioned-two-regime,203,0.16179186103492008,1.0,1.0
context-partitioned,203,0.006995699815126474,1.0,1.0
single-regime,204,0.005098060649273041,1.0,1.0
unpartitioned-two-regime,204,0.16372566952146086,1.0,1.0
context-partitioned,204,0.009458653903578798,1.0,1.0
single-regime,205,0.007133069402890358,1.0,1.0
unpartitioned-two-regime,205,0.1627952294583442,1.0,1.0
context-partitioned,205,0.009288590338957261,1.0,1.0
single-regime,206,0.005307279107947871,1.0,1.0
unpartitioned-two-regime,206,0.14734234574331337,1.0,0.975
context-partitioned,206,0.009042061441284444,1.0,1.0
single-regime,207,0.004961590643302827,1.0,1.0
unpartitioned-two-regime,207,0.16369866434368693,1.0,1.0
context-partitioned,207,0.007253724364676351,1.0,1.0
single-regime,208,0.005677156317312683,1.0,1.0
unpartitioned-two-regime,208,0.14835141513063324,1.0,0.975
context-partitioned,208,0.0079498293438825,1.0,1.0
single-regime,209,0.005875436834090842,1.0,1.0
unpartitioned-two-regime,209,0.16636316746927393,1.0,1.0
context-partitioned,209,0.008650187888761356,1.0,1.0
single-regime,210,0.005582528912927068,1.0,1.0
unpartitioned-two-regime,210,0.164502466078339,1.0,1.0
context-partitioned,210,0.009387924899213747,1.0,1.0
single-regime,211,0.007006359562724009,1.0,1.0
unpartitioned-two-regime,211,0.16604229937016607,1.0,1.0
context-partitioned,211,0.008251189279608391,1.0,1.0
single-regime,212,0.009546231657803961,1.0,1.0
unpartitioned-two-regime,212,0.16485251979019128,1.0,1.0
context-partitioned,212,0.011048399506430027,1.0,1.0
single-regime,213,0.005766924170222559,1.0,1.0
unpartitioned-two-regime,213,0.16462390841329747,1.0,1.0
context-partitioned,213,0.008073979984807349,1.0,1.0
single-regime,214,0.006283523358176506,1.0,1.0
unpartitioned-two-regime,214,0.1643629812787504,1.0,1.0
context-partitioned,214,0.006812726486158164,1.0,1.0
single-regime,215,0.004793236945617846,1.0,1.0
unpartitioned-two-regime,215,0.16587973646269852,1.0,1.0
context-partitioned,215,0.006466468819386204,1.0,1.0
single-regime,216,0.005978854918292719,1.0,1.0
unpartitioned-two-regime,216,0.16471561030681472,1.0,1.0
context-partitioned,216,0.008208367876360683,1.0,1.0
single-regime,217,0.005768771435345876,1.0,1.0
unpartitioned-two-regime,217,0.16601610182036033,1.0,1.0
context-partitioned,217,0.012835671357073152,1.0,1.0
single-regime,218,0.007771534608472956,1.0,1.0
unpartitioned-two-regime,218,0.1467445501224704,1.0,0.975
context-partitioned,218,0.00858689789769104,1.0,1.0
single-regime,219,0.007078010200489684,1.0,1.0
unpartitioned-two-regime,219,0.16560321880229306,1.0,1.0
context-partitioned,219,0.011857494023947753,1.0,1.0
single-regime,220,0.006652605042406494,1.0,1.0
unpartitioned-two-regime,220,0.14767045414453728,1.0,0.975
context-partitioned,220,0.010212820411330644,1.0,1.0
single-regime,221,0.007040234540010224,1.0,1.0
unpartitioned-two-regime,221,0.16629945158934364,1.0,1.0
context-partitioned,221,0.008819264295590799,1.0,1.0
single-regime,222,0.007390817172561452,1.0,1.0
unpartitioned-two-regime,222,0.14836473448497556,1.0,0.975
context-partitioned,222,0.010060299496782863,1.0,1.0
single-regime,223,0.007675994803443841,1.0,1.0
unpartitioned-two-regime,223,0.15020999064549997,1.0,0.975
context-partitioned,223,0.010833352839721888,1.0,1.0
single-regime,224,0.005072766894885394,1.0,1.0
unpartitioned-two-regime,224,0.1643728669767337,1.0,1.0
context-partitioned,224,0.00994588930636326,1.0,1.0
single-regime,225,0.0042751766761806856,1.0,1.0
unpartitioned-two-regime,225,0.1432583362617868,1.0,0.975
context-partitioned,225,0.011896359863941488,1.0,1.0
single-regime,226,0.006430682177984206,1.0,1.0
unpartitioned-two-regime,226,0.14935680591045106,1.0,0.975
context-partitioned,226,0.01058800898758096,1.0,1.0
single-regime,227,0.006227595944092998,1.0,1.0
unpartitioned-two-regime,227,0.1658134955497063,1.0,1.0
context-partitioned,227,0.007943915588138294,1.0,1.0
single-regime,228,0.004645854375853119,1.0,1.0
unpartitioned-two-regime,228,0.1638847595067986,1.0,1.0
context-partitioned,228,0.00852821213842791,1.0,1.0
single-regime,229,0.007607141733634265,1.0,1.0
unpartitioned-two-regime,229,0.1658451553534808,1.0,1.0
context-partitioned,229,0.007097609573994721,1.0,1.0
single-regime,230,0.0058889252228090175,1.0,1.0
unpartitioned-two-regime,230,0.16538493088451484,1.0,1.0
context-partitioned,230,0.00775264550303976,1.0,1.0
single-regime,231,0.005124306131311303,1.0,1.0
unpartitioned-two-regime,231,0.14543638929243105,1.0,0.975
context-partitioned,231,0.0077193214037592425,1.0,1.0
single-regime,232,0.006073274690809461,1.0,1.0
unpartitioned-two-regime,232,0.1493485267250811,1.0,0.975
context-partitioned,232,0.008847998085799159,1.0,1.0
single-regime,233,0.0034104201269922903,1.0,1.0
unpartitioned-two-regime,233,0.1658772524619371,1.0,1.0
context-partitioned,233,0.00911730813396866,1.0,1.0
single-regime,234,0.006984869918650841,1.0,1.0
unpartitioned-two-regime,234,0.1663970665827942,1.0,1.0
context-partitioned,234,0.008123307179071372,1.0,1.0
single-regime,235,0.008448410429642615,1.0,1.0
unpartitioned-two-regime,235,0.1634049393383333,1.0,1.0
context-partitioned,235,0.008631790355346312,1.0,1.0
single-regime,236,0.004635924729235561,1.0,1.0
unpartitioned-two-regime,236,0.14397722673593447,1.0,0.975
context-partitioned,236,0.007036678666311219,1.0,1.0
single-regime,237,0.008030010237894259,1.0,1.0
unpartitioned-two-regime,237,0.1663999394039291,1.0,0.95
context-partitioned,237,0.010936262694022137,1.0,1.0
single-regime,238,0.006841310802799671,1.0,1.0
unpartitioned-two-regime,238,0.16410229537280857,1.0,1.0
context-partitioned,238,0.008223908719314731,1.0,1.0
single-regime,239,0.009528253209015096,1.0,1.0
unpartitioned-two-regime,239,0.16662076402249487,1.0,1.0
context-partitioned,239,0.008851540792088528,1.0,1.0
single-regime,240,0.003082576840979749,1.0,1.0
unpartitioned-two-regime,240,0.16498734749716307,1.0,1.0
context-partitioned,240,0.011866705795749728,1.0,1.0
single-regime,241,0.006118372864311495,1.0,1.0
unpartitioned-two-regime,241,0.16413198663546366,1.0,1.0
context-partitioned,241,0.00779140960467079,1.0,1.0
single-regime,242,0.006089834112445063,1.0,1.0
unpartitioned-two-regime,242,0.16394746835041446,1.0,1.0
context-partitioned,242,0.007465899014633343,1.0,1.0
single-regime,243,0.004989955624301891,1.0,1.0
unpartitioned-two-regime,243,0.16389990166774943,1.0,1.0
context-partitioned,243,0.010772929308045583,1.0,1.0
single-regime,244,0.006475620930508277,1.0,1.0
unpartitioned-two-regime,244,0.1649141820106544,1.0,1.0
context-partitioned,244,0.011918925153337676,1.0,1.0
single-regime,245,0.0037458489982724243,1.0,1.0
unpartitioned-two-regime,245,0.16388818511768383,1.0,0.95
context-partitioned,245,0.0064917072527605315,1.0,1.0
single-regime,246,0.0066480050431808125,1.0,1.0
unpartitioned-two-regime,246,0.16436983874946845,1.0,1.0
context-partitioned,246,0.006775822779781986,1.0,1.0
single-regime,247,0.006876123924787785,1.0,1.0
unpartitioned-two-regime,247,0.1477550971398863,1.0,0.975
context-partitioned,247,0.009842341748746455,1.0,1.0
single-regime,248,0.006157167298328711,1.0,1.0
unpartitioned-two-regime,248,0.16352164412389156,1.0,1.0
context-partitioned,248,0.010571377846768688,1.0,1.0
single-regime,249,0.006275574987390858,1.0,1.0
unpartitioned-two-regime,249,0.1656942519195284,1.0,1.0
context-partitioned,249,0.009045971490607166,1.0,1.0
single-regime,250,0.005790222666291978,1.0,1.0
unpartitioned-two-regime,250,0.16277492202437047,1.0,1.0
context-partitioned,250,0.007327763031818627,1.0,1.0
single-regime,251,0.006102815809097343,1.0,1.0
unpartitioned-two-regime,251,0.16529894363449918,1.0,1.0
context-partitioned,251,0.010737139070501061,1.0,1.0
single-regime,252,0.006462246200477604,1.0,1.0
unpartitioned-two-regime,252,0.16626182298130718,1.0,1.0
context-partitioned,252,0.009293087283069013,1.0,1.0
single-regime,253,0.006290201872788403,1.0,1.0
unpartitioned-two-regime,253,0.1660029128265393,1.0,1.0
context-partitioned,253,0.009387078617218027,1.0,1.0
single-regime,254,0.006397781998410218,1.0,1.0
unpartitioned-two-regime,254,0.14956748587048255,1.0,0.975
context-partitioned,254,0.006222416229211093,1.0,1.0
single-regime,255,0.005220464141229293,1.0,1.0
unpartitioned-two-regime,255,0.16544454140252876,1.0,1.0
context-partitioned,255,0.008357313455274252,1.0,1.0
single-regime,256,0.005885446611472178,1.0,1.0
unpartitioned-two-regime,256,0.1653725348084265,1.0,1.0
context-partitioned,256,0.005675978307647557,1.0,1.0
single-regime,257,0.00641946240998258,1.0,1.0
unpartitioned-two-regime,257,0.150518418015797,1.0,0.975
context-partitioned,257,0.0070022409000548985,1.0,0.975
single-regime,258,0.005054978174315384,1.0,1.0
unpartitioned-two-regime,258,0.1622747623845274,1.0,1.0
context-partitioned,258,0.01091626009585126,1.0,1.0
single-regime,259,0.007217526306475712,1.0,1.0
unpartitioned-two-regime,259,0.16364151789111722,1.0,1.0
context-partitioned,259,0.009402530853413946,1.0,1.0
single-regime,260,0.007047200812834244,1.0,1.0
unpartitioned-two-regime,260,0.14491243080076588,1.0,0.975
context-partitioned,260,0.009679582907917228,1.0,1.0
single-regime,261,0.00448466971193729,1.0,1.0
unpartitioned-two-regime,261,0.16416524013220235,1.0,1.0
context-partitioned,261,0.007877137437652391,1.0,1.0
single-regime,262,0.004156170957605957,1.0,1.0
unpartitioned-two-regime,262,0.15159229337518457,1.0,0.975
context-partitioned,262,0.010580466433626316,1.0,1.0
single-regime,263,0.006281491740807737,1.0,1.0
unpartitioned-two-regime,263,0.1652415506906549,1.0,1.0
context-partitioned,263,0.007145898887102256,1.0,1.0
single-regime,264,0.006675165931816779,1.0,1.0
unpartitioned-two-regime,264,0.16634667389665628,1.0,1.0
context-partitioned,264,0.00895027249531998,1.0,1.0
single-regime,265,0.006001047540455284,1.0,1.0
unpartitioned-two-regime,265,0.16552778074152616,1.0,1.0
context-partitioned,265,0.008295997993883851,1.0,1.0
single-regime,266,0.0039003455947813855,1.0,1.0
unpartitioned-two-regime,266,0.16418953919754148,1.0,1.0
context-partitioned,266,0.00790244849656405,1.0,1.0
single-regime,267,0.0074547832207078335,1.0,1.0
unpartitioned-two-regime,267,0.16066133078570474,1.0,1.0
context-partitioned,267,0.010036940957261917,1.0,1.0
single-regime,268,0.0035476857286380133,1.0,1.0
unpartitioned-two-regime,268,0.1636907724778271,1.0,1.0
context-partitioned,268,0.007942248766011763,1.0,1.0
single-regime,269,0.007602704203848045,1.0,1.0
unpartitioned-two-regime,269,0.1508279064049104,1.0,0.975
context-partitioned,269,0.010780824151066848,1.0,1.0
single-regime,270,0.006260025471724994,1.0,1.0
unpartitioned-two-regime,270,0.16565734482143907,1.0,1.0
context-partitioned,270,0.009854970843125473,1.0,1.0
single-regime,271,0.006241074334865232,1.0,1.0
unpartitioned-two-regime,271,0.16571884705250509,1.0,1.0
context-partitioned,271,0.009661531448664162,1.0,1.0
single-regime,272,0.006262189823825664,1.0,1.0
unpartitioned-two-regime,272,0.1649717723530459,1.0,1.0
context-partitioned,272,0.007314790946621614,1.0,1.0
single-regime,273,0.006100238767182072,1.0,1.0
unpartitioned-two-regime,273,0.14649393533690627,1.0,0.975
context-partitioned,273,0.009678068070316993,1.0,1.0
single-regime,274,0.0036430460130878212,1.0,1.0
unpartitioned-two-regime,274,0.16245819291189256,1.0,1.0
context-partitioned,274,0.012610897329972174,1.0,1.0
single-regime,275,0.005498130868721124,1.0,1.0
unpartitioned-two-regime,275,0.1654114418535163,1.0,1.0
context-partitioned,275,0.006463742602568382,1.0,1.0
single-regime,276,0.006195654770394841,1.0,1.0
unpartitioned-two-regime,276,0.16649553084134736,1.0,1.0
context-partitioned,276,0.009812266805026077,1.0,0.975
single-regime,277,0.008538181547590442,1.0,1.0
unpartitioned-two-regime,277,0.1663048804345559,1.0,1.0
context-partitioned,277,0.01065710438339152,1.0,1.0
single-regime,278,0.007825409223159944,1.0,1.0
unpartitioned-two-regime,278,0.15943444532689632,1.0,1.0
context-partitioned,278,0.010910994606121006,1.0,1.0
single-regime,279,0.006865097550887996,1.0,1.0
unpartitioned-two-regime,279,0.16592781418447314,1.0,1.0
context-partitioned,279,0.010377390685905966,1.0,1.0
single-regime,280,0.004457347353209297,1.0,1.0
unpartitioned-two-regime,280,0.14911345750800228,1.0,0.975
context-partitioned,280,0.007380525084551913,1.0,1.0
single-regime,281,0.006213287147798806,1.0,1.0
unpartitioned-two-regime,281,0.14400981539788021,1.0,0.975
context-partitioned,281,0.007647582374229623,1.0,1.0
single-regime,282,0.004214769897355522,1.0,1.0
unpartitioned-two-regime,282,0.16587228648049915,1.0,1.0
context-partitioned,282,0.008814348247807108,1.0,1.0
single-regime,283,0.009033721758469062,1.0,1.0
unpartitioned-two-regime,283,0.16556767585291388,1.0,1.0
context-partitioned,283,0.007047313487367502,1.0,1.0
single-regime,284,0.005669531153314156,1.0,1.0
unpartitioned-two-regime,284,0.16488547325981,1.0,1.0
context-partitioned,284,0.009129473926445527,1.0,1.0
single-regime,285,0.006719040861143622,1.0,1.0
unpartitioned-two-regime,285,0.15087450634896107,1.0,0.975
context-partitioned,285,0.008275940144463118,1.0,1.0
single-regime,286,0.006673938448571414,1.0,1.0
unpartitioned-two-regime,286,0.14856368586539045,1.0,0.975
context-partitioned,286,0.008734551304085021,1.0,1.0
single-regime,287,0.008582577571009086,1.0,1.0
unpartitioned-two-regime,287,0.16393636978657758,1.0,1.0
context-partitioned,287,0.010143550450895081,1.0,1.0
single-regime,288,0.006294315807073965,1.0,1.0
unpartitioned-two-regime,288,0.16610353083494342,1.0,1.0
context-partitioned,288,0.007157219793020011,1.0,1.0
single-regime,289,0.007256573061780427,1.0,1.0
unpartitioned-two-regime,289,0.1643779653902763,1.0,1.0
context-partitioned,289,0.009364509341413307,1.0,1.0
single-regime,290,0.005920693123130112,1.0,1.0
unpartitioned-two-regime,290,0.1659565173634788,1.0,1.0
context-partitioned,290,0.009306054682726349,1.0,1.0
single-regime,291,0.007805020864988572,1.0,1.0
unpartitioned-two-regime,291,0.1625458392156959,1.0,1.0
context-partitioned,291,0.006687777955440481,1.0,1.0
single-regime,292,0.007301609024607772,1.0,1.0
unpartitioned-two-regime,292,0.16617453632557982,1.0,1.0
context-partitioned,292,0.009473885077106824,1.0,1.0
single-regime,293,0.004978917555302866,1.0,1.0
unpartitioned-two-regime,293,0.1629482167302465,1.0,1.0
context-partitioned,293,0.009642082487524146,1.0,1.0
single-regime,294,0.009143295911845676,1.0,1.0
unpartitioned-two-regime,294,0.1667249771695126,1.0,1.0
context-partitioned,294,0.009323949167840118,1.0,1.0
single-regime,295,0.008166783031630896,1.0,1.0
unpartitioned-two-regime,295,0.16580173435478857,1.0,1.0
context-partitioned,295,0.007459805697917448,1.0,1.0
single-regime,296,0.0064927060992963385,1.0,1.0
unpartitioned-two-regime,296,0.14456648311873663,1.0,0.975
context-partitioned,296,0.011533755631773068,1.0,1.0
single-regime,297,0.004505302153771287,1.0,1.0
unpartitioned-two-regime,297,0.15293664455873454,1.0,0.975
context-partitioned,297,0.011156873952323782,1.0,1.0
single-regime,298,0.00596826266403266,1.0,1.0
unpartitioned-two-regime,298,0.1666687642861174,1.0,1.0
context-partitioned,298,0.009713434207275738,1.0,1.0
single-regime,299,0.006009852491029625,1.0,1.0
unpartitioned-two-regime,299,0.1658965772029003,1.0,1.0
context-partitioned,299,0.007416428435951864,1.0,1.0
single-regime,300,0.004428304028534259,1.0,1.0
unpartitioned-two-regime,300,0.14730318259019873,1.0,0.975
context-partitioned,300,0.010850609095396757,1.0,1.0
single-regime,301,0.0028497142067370144,1.0,1.0
unpartitioned-two-regime,301,0.16614011421688063,1.0,1.0
context-partitioned,301,0.0073638124858677635,1.0,1.0
single-regime,302,0.006454652090811842,1.0,1.0
unpartitioned-two-regime,302,0.16120256429287347,1.0,1.0
context-partitioned,302,0.009913625598448736,1.0,1.0
single-regime,303,0.004792472181094681,1.0,1.0
unpartitioned-two-regime,303,0.16656630073618314,1.0,1.0
context-partitioned,303,0.007863267871417386,1.0,1.0
single-regime,304,0.0050531646504480944,1.0,1.0
unpartitioned-two-regime,304,0.1642591498940331,1.0,1.0
context-partitioned,304,0.009869533478744004,1.0,1.0
single-regime,305,0.008779673101182533,1.0,1.0
unpartitioned-two-regime,305,0.14634432486906937,1.0,0.975
context-partitioned,305,0.008681989175421297,1.0,1.0
single-regime,306,0.007317237938517934,1.0,1.0
unpartitioned-two-regime,306,0.16252485440022832,1.0,0.95
context-partitioned,306,0.008309608222507689,1.0,1.0
single-regime,307,0.005049835400843694,1.0,1.0
unpartitioned-two-regime,307,0.16542642539014032,1.0,1.0
context-partitioned,307,0.009140742477420891,1.0,1.0
single-regime,308,0.006189011685818601,1.0,1.0
unpartitioned-two-regime,308,0.1648983393009992,1.0,1.0
context-partitioned,308,0.009940324196267142,1.0,1.0
single-regime,309,0.006571679742826869,1.0,1.0
unpartitioned-two-regime,309,0.1646204795179363,1.0,1.0
context-partitioned,309,0.007422979536390087,1.0,1.0
single-regime,310,0.00690963136067297,1.0,1.0
unpartitioned-two-regime,310,0.16515461705557546,1.0,1.0
context-partitioned,310,0.006536254182443731,1.0,1.0
single-regime,311,0.004866002566913211,1.0,1.0
unpartitioned-two-regime,311,0.16650969489008885,1.0,1.0
context-partitioned,311,0.008103578169403816,1.0,1.0
single-regime,312,0.005258753787103162,1.0,1.0
unpartitioned-two-regime,312,0.14749174187691103,1.0,0.975
context-partitioned,312,0.0072935246314889506,1.0,1.0
single-regime,313,0.0032242781205138933,1.0,1.0
unpartitioned-two-regime,313,0.14652289526243475,1.0,0.975
context-partitioned,313,0.008839987061771517,1.0,1.0
single-regime,314,0.006204779297819589,1.0,1.0
unpartitioned-two-regime,314,0.15164915549797509,1.0,0.975
context-partitioned,314,0.007879851014842091,1.0,1.0
single-regime,315,0.004643351400743938,1.0,1.0
unpartitioned-two-regime,315,0.16652939607429554,1.0,1.0
context-partitioned,315,0.010615032627312409,1.0,1.0
single-regime,316,0.009807070853165957,1.0,1.0
unpartitioned-two-regime,316,0.16582550576653682,1.0,1.0
context-partitioned,316,0.009854224281399288,1.0,1.0
single-regime,317,0.005161981671017479,1.0,1.0
unpartitioned-two-regime,317,0.16241749174624762,1.0,0.95
context-partitioned,317,0.009823708239436343,1.0,1.0
single-regime,318,0.007007038433025733,1.0,1.0
unpartitioned-two-regime,318,0.16489784871790272,1.0,1.0
context-partitioned,318,0.008296634918492989,1.0,1.0
single-regime,319,0.0065909302557697405,1.0,1.0
unpartitioned-two-regime,319,0.16580289328674372,1.0,1.0
context-partitioned,319,0.00907904072829063,1.0,1.0
single-regime,320,0.007611248888682522,1.0,1.0
unpartitioned-two-regime,320,0.16068439304014456,1.0,1.0
context-partitioned,320,0.008396085702540898,1.0,1.0
single-regime,321,0.005593951677469958,1.0,1.0
unpartitioned-two-regime,321,0.16352348016234355,1.0,1.0
context-partitioned,321,0.009533926196971791,1.0,1.0
single-regime,322,0.006740364456660863,1.0,1.0
unpartitioned-two-regime,322,0.1641834254302229,1.0,1.0
context-partitioned,322,0.007012270370192027,1.0,1.0
single-regime,323,0.006015276101308594,1.0,1.0
unpartitioned-two-regime,323,0.13144098816706884,1.0,0.95
context-partitioned,323,0.007727701560173189,1.0,1.0
single-regime,324,0.004666859930232381,1.0,1.0
unpartitioned-two-regime,324,0.14976101479890538,1.0,0.975
context-partitioned,324,0.008670839005859628,1.0,1.0
single-regime,325,0.00798334723386037,1.0,1.0
unpartitioned-two-regime,325,0.1665522425128375,1.0,1.0
context-partitioned,325,0.00871601668701885,1.0,1.0
single-regime,326,0.005814166185799128,1.0,1.0
unpartitioned-two-regime,326,0.1452476608934417,1.0,0.975
context-partitioned,326,0.00857166859759407,1.0,1.0
single-regime,327,0.005946233179146765,1.0,1.0
unpartitioned-two-regime,327,0.1451841678860942,1.0,0.975
context-partitioned,327,0.006688349472309988,1.0,1.0
single-regime,328,0.005969006885328743,1.0,1.0
unpartitioned-two-regime,328,0.1651037068290422,1.0,1.0
context-partitioned,328,0.005356515813545709,1.0,1.0
single-regime,329,0.005997783481727997,1.0,1.0
unpartitioned-two-regime,329,0.1653576295128905,1.0,1.0
context-partitioned,329,0.007847392147485355,1.0,1.0
single-regime,330,0.007505081327218988,1.0,1.0
unpartitioned-two-regime,330,0.16304268233787125,1.0,1.0
context-partitioned,330,0.009883517471240635,1.0,1.0
single-regime,331,0.006214437898615674,1.0,1.0
unpartitioned-two-regime,331,0.16336095034463197,1.0,1.0
context-partitioned,331,0.009022702261487256,1.0,1.0
single-regime,332,0.004561446616671682,1.0,1.0
unpartitioned-two-regime,332,0.16614361619628568,1.0,1.0
context-partitioned,332,0.008541884427030737,1.0,1.0
single-regime,333,0.0036302869191816704,1.0,1.0
unpartitioned-two-regime,333,0.16467940905884357,1.0,1.0
context-partitioned,333,0.009040153789013806,1.0,1.0
single-regime,334,0.007296849073388153,1.0,1.0
unpartitioned-two-regime,334,0.14891068065983204,1.0,0.975
context-partitioned,334,0.008525714894133774,1.0,1.0
single-regime,335,0.006411372726657454,1.0,1.0
unpartitioned-two-regime,335,0.15055202945202048,1.0,0.975
context-partitioned,335,0.008190071652624123,1.0,1.0
single-regime,336,0.008069699670435207,1.0,1.0
unpartitioned-two-regime,336,0.1642255259671637,1.0,1.0
context-partitioned,336,0.009959071740035349,1.0,1.0
single-regime,337,0.007260613781477302,1.0,1.0
unpartitioned-two-regime,337,0.16474739860668522,1.0,1.0
context-partitioned,337,0.00895988045600363,1.0,1.0
single-regime,338,0.006710111682065378,1.0,1.0
unpartitioned-two-regime,338,0.16581162710701564,1.0,1.0
context-partitioned,338,0.008843790133109548,1.0,1.0
single-regime,339,0.008591725964875355,1.0,1.0
unpartitioned-two-regime,339,0.1654061863369005,1.0,1.0
context-partitioned,339,0.007855615922914248,1.0,1.0
single-regime,340,0.006898761753969415,1.0,1.0
unpartitioned-two-regime,340,0.15271581891544408,1.0,0.975
context-partitioned,340,0.010512445328998579,1.0,1.0
single-regime,341,0.0064092966933463535,1.0,1.0
unpartitioned-two-regime,341,0.1660936276115493,1.0,1.0
context-partitioned,341,0.008679454027681223,1.0,1.0
single-regime,342,0.0071032534821764875,1.0,1.0
unpartitioned-two-regime,342,0.14899426821059117,1.0,0.975
context-partitioned,342,0.008041466767555551,1.0,1.0
single-regime,343,0.0046817645463827365,1.0,1.0
