scenario,trial,nrmse,angular_available,retained_rate
unpartitioned-two-regime,343,0.16461297921875187,1.0,1.0
context-partitioned,343,0.01083069460677492,1.0,1.0
single-regime,344,0.0066429917320589065,1.0,1.0
unpartitioned-two-regime,344,0.163843199538078,1.0,1.0
context-partitioned,344,0.008307903128026518,1.0,1.0
single-regime,345,0.005604756775626729,1.0,1.0
unpartitioned-two-regime,345,0.16148115706364577,1.0,1.0
context-partitioned,345,0.00870907842234545,1.0,1.0
single-regime,346,0.004123553469164194,1.0,1.0
unpartitioned-two-regime,346,0.1290921066692855,1.0,0.95
context-partitioned,346,0.00836844726142016,1.0,1.0
single-regime,347,0.008280634457027487,1.0,1.0
unpartitioned-two-regime,347,0.16557975226795443,1.0,1.0
context-partitioned,347,0.010362493623238534,1.0,1.0
single-regime,348,0.010797337082219992,1.0,1.0
unpartitioned-two-regime,348,0.1657087614151951,1.0,1.0
context-partitioned,348,0.008345707739626857,1.0,1.0
single-regime,349,0.008791735776384157,1.0,1.0
unpartitioned-two-regime,349,0.16524772751592148,1.0,1.0
context-partitioned,349,0.009553525458060444,1.0,1.0
single-regime,350,0.003567797274874378,1.0,1.0
unpartitioned-two-regime,350,0.14620872345551947,1.0,0.975
context-partitioned,350,0.010901040916335338,1.0,1.0
single-regime,351,0.006521778993220318,1.0,1.0
unpartitioned-two-regime,351,0.16405786997324223,1.0,1.0
context-partitioned,351,0.008867886977319996,1.0,1.0
single-regime,352,0.00532225211244747,1.0,1.0
unpartitioned-two-regime,352,0.1652190979883618,1.0,1.0
context-partitioned,352,0.0076555512692360024,1.0,1.0
single-regime,353,0.006921644810512671,1.0,1.0
unpartitioned-two-regime,353,0.14595230740120896,1.0,0.975
context-partitioned,353,0.010413676826298093,1.0,1.0
single-regime,354,0.004237390068405278,1.0,1.0
unpartitioned-two-regime,354,0.1666566162021665,1.0,1.0
context-partitioned,354,0.01039082066982788,1.0,1.0
single-regime,355,0.007823032276040002,1.0,1.0
unpartitioned-two-regime,355,0.14606674611835582,1.0,0.975
context-partitioned,355,0.009642344993157359,1.0,1.0
single-regime,356,0.006211747059769613,1.0,1.0
unpartitioned-two-regime,356,0.14621112233318118,1.0,0.975
context-partitioned,356,0.007411216422289563,1.0,1.0
single-regime,357,0.0058609323395203555,1.0,1.0
unpartitioned-two-regime,357,0.16345734665712505,1.0,1.0
context-partitioned,357,0.007505277492190475,1.0,1.0
single-regime,358,0.00520406953315354,1.0,1.0
unpartitioned-two-regime,358,0.1649670134033819,1.0,1.0
context-partitioned,358,0.010053967666661827,1.0,1.0
single-regime,359,0.005602312187305155,1.0,1.0
unpartitioned-two-regime,359,0.14689212691563683,1.0,0.975
context-partitioned,359,0.009747356319623389,1.0,1.0
single-regime,360,0.004706421628430828,1.0,1.0
unpartitioned-two-regime,360,0.13032676633724313,1.0,0.95
context-partitioned,360,0.009132408402620681,1.0,1.0
single-regime,361,0.005529362248596219,1.0,1.0
unpartitioned-two-regime,361,0.16505219962764014,1.0,1.0
context-partitioned,361,0.007539613508085871,1.0,1.0
single-regime,362,0.0062338802847009345,1.0,1.0
unpartitioned-two-regime,362,0.14652020385596287,1.0,0.975
context-partitioned,362,0.012188643693650513,1.0,1.0
single-regime,363,0.005754110376673546,1.0,1.0
unpartitioned-two-regime,363,0.16307131736855138,1.0,1.0
context-partitioned,363,0.007882267045865978,1.0,1.0
single-regime,364,0.004666083992377616,1.0,1.0
unpartitioned-two-regime,364,0.16487932146186488,1.0,1.0
context-partitioned,364,0.00945922553712164,1.0,1.0
single-regime,365,0.006258740810875286,1.0,1.0
unpartitioned-two-regime,365,0.16531118789364074,1.0,1.0
context-partitioned,365,0.00922709842498087,1.0,1.0
single-regime,366,0.006422481962896423,1.0,1.0
unpartitioned-two-regime,366,0.16628039459680796,1.0,1.0
context-partitioned,366,0.008387432078228669,1.0,1.0
single-regime,367,0.009216145146203848,1.0,1.0
unpartitioned-two-regime,367,0.16591343956426743,1.0,1.0
context-partitioned,367,0.005510945372685709,1.0,1.0
single-regime,368,0.008421893419519154,1.0,1.0
unpartitioned-two-regime,368,0.14541075430275535,1.0,0.975
context-partitioned,368,0.009509345534043666,1.0,1.0
single-regime,369,0.006015542473550593,1.0,1.0
unpartitioned-two-regime,369,0.16524045191168948,1.0,1.0
context-partitioned,369,0.011115428946908422,1.0,1.0
single-regime,370,0.00914536749118454,1.0,1.0
unpartitioned-two-regime,370,0.15105853913206696,1.0,0.975
context-partitioned,370,0.009215245562222751,1.0,1.0
single-regime,371,0.0037731196282975205,1.0,1.0
unpartitioned-two-regime,371,0.16658773451234044,1.0,1.0
context-partitioned,371,0.007640951359987415,1.0,1.0
single-regime,372,0.007946289034645995,1.0,1.0
unpartitioned-two-regime,372,0.16560348921634488,1.0,1.0
context-partitioned,372,0.007508024937904131,1.0,1.0
single-regime,373,0.006241036415498916,1.0,1.0
unpartitioned-two-regime,373,0.16491029531288556,1.0,1.0
context-partitioned,373,0.00657287615654923,1.0,1.0
single-regime,374,0.006422832301756681,1.0,1.0
unpartitioned-two-regime,374,0.16672571397500766,1.0,1.0
context-partitioned,374,0.009366939667324149,1.0,1.0
single-regime,375,0.009983138291694654,1.0,1.0
unpartitioned-two-regime,375,0.16443417610281966,1.0,1.0
context-partitioned,375,0.007262255299307132,1.0,1.0
single-regime,376,0.0054984191171674945,1.0,1.0
unpartitioned-two-regime,376,0.1650776163800645,1.0,1.0
context-partitioned,376,0.007661857187344478,1.0,1.0
single-regime,377,0.0073507072327434865,1.0,1.0
unpartitioned-two-regime,377,0.1645637280813239,1.0,1.0
context-partitioned,377,0.008193590518285799,1.0,1.0
single-regime,378,0.0070821545814537664,1.0,1.0
unpartitioned-two-regime,378,0.14815889979951458,1.0,0.975
context-partitioned,378,0.008014211235955715,1.0,1.0
single-regime,379,0.00928294143305382,1.0,1.0
unpartitioned-two-regime,379,0.16187325346867293,1.0,1.0
context-partitioned,379,0.009941723852228083,1.0,1.0
single-regime,380,0.002711136613970108,1.0,1.0
unpartitioned-two-regime,380,0.16624347532067038,1.0,1.0
context-partitioned,380,0.00921843143688529,1.0,1.0
single-regime,381,0.0053326964243254095,1.0,1.0
unpartitioned-two-regime,381,0.14495368485798643,1.0,0.975
context-partitioned,381,0.008036326258314557,1.0,1.0
single-regime,382,0.008850196196890711,1.0,1.0
unpartitioned-two-regime,382,0.1628318420625447,1.0,1.0
context-partitioned,382,0.009044403671736805,1.0,1.0
single-regime,383,0.005691500847201575,1.0,1.0
unpartitioned-two-regime,383,0.16494518085410076,1.0,1.0
context-partitioned,383,0.009132744143479343,1.0,1.0
single-regime,384,0.005142448199107531,1.0,1.0
unpartitioned-two-regime,384,0.16501208839841378,1.0,1.0
context-partitioned,384,0.008911747912954012,1.0,1.0
single-regime,385,0.0058010731659215616,1.0,1.0
unpartitioned-two-regime,385,0.1666230863781353,1.0,1.0
context-partitioned,385,0.00935137170769354,1.0,1.0
single-regime,386,0.004898764885401586,1.0,1.0
unpartitioned-two-regime,386,0.1638212577388887,1.0,1.0
context-partitioned,386,0.008751742619994016,1.0,1.0
single-regime,387,0.003406043094450153,1.0,1.0
unpartitioned-two-regime,387,0.16445894279908405,1.0,1.0
context-partitioned,387,0.011696317530409894,1.0,1.0
single-regime,388,0.006213178035144522,1.0,1.0
unpartitioned-two-regime,388,0.16569456671194796,1.0,1.0
context-partitioned,388,0.009676711896761758,1.0,1.0
single-regime,389,0.00538982925195039,1.0,1.0
unpartitioned-two-regime,389,0.16636982394097644,1.0,1.0
context-partitioned,389,0.011873265169029205,1.0,1.0
single-regime,390,0.005383350218902624,1.0,1.0
unpartitioned-two-regime,390,0.16649108059544937,1.0,1.0
context-partitioned,390,0.008925503959340452,1.0,1.0
single-regime,391,0.004848534295266939,1.0,1.0
unpartitioned-two-regime,391,0.14585984067496646,1.0,0.975
context-partitioned,391,0.009328821150892747,1.0,1.0
single-regime,392,0.0037600356356032403,1.0,1.0
unpartitioned-two-regime,392,0.1478442068732407,1.0,0.975
context-partitioned,392,0.010118207448808241,1.0,1.0
single-regime,393,0.00487868624012816,1.0,1.0
unpartitioned-two-regime,393,0.16545139340282627,1.0,1.0
context-partitioned,393,0.00683748238454193,1.0,1.0
single-regime,394,0.00822733455903212,1.0,1.0
unpartitioned-two-regime,394,0.16407383020518157,1.0,1.0
context-partitioned,394,0.010056789736116673,1.0,1.0
single-regime,395,0.005748099753507006,1.0,1.0
unpartitioned-two-regime,395,0.1652918981518128,1.0,1.0
context-partitioned,395,0.008840788065431773,1.0,1.0
single-regime,396,0.00680360272747833,1.0,1.0
unpartitioned-two-regime,396,0.16449080879507477,1.0,1.0
context-partitioned,396,0.007283791066499163,1.0,1.0
single-regime,397,0.007923883968464643,1.0,1.0
unpartitioned-two-regime,397,0.16300046224007844,1.0,1.0
context-partitioned,397,0.009564970315261611,1.0,1.0
single-regime,398,0.005306342764205507,1.0,1.0
unpartitioned-two-regime,398,0.16656582652489682,1.0,1.0
context-partitioned,398,0.009002301275296842,1.0,1.0
single-regime,399,0.006917164250670105,1.0,1.0
unpartitioned-two-regime,399,0.16004030163459887,1.0,1.0
context-partitioned,399,0.011961060230331621,1.0,1.0
single-regime,400,0.007765743954599425,1.0,1.0
unpartitioned-two-regime,400,0.16366170489471973,1.0,1.0
context-partitioned,400,0.00851910707025244,1.0,1.0
single-regime,401,0.006026418563931602,1.0,1.0
unpartitioned-two-regime,401,0.16454503421947086,1.0,1.0
context-partitioned,401,0.009132477441816061,1.0,1.0
single-regime,402,0.005856146321222098,1.0,1.0
unpartitioned-two-regime,402,0.1657764698695595,1.0,1.0
context-partitioned,402,0.009413582419054732,1.0,1.0
single-regime,403,0.005136581920925753,1.0,1.0
unpartitioned-two-regime,403,0.16569005396190156,1.0,1.0
context-partitioned,403,0.009031682628790083,1.0,1.0
single-regime,404,0.00737263803705381,1.0,1.0
unpartitioned-two-regime,404,0.16145916590879147,1.0,1.0
context-partitioned,404,0.012399382121414506,1.0,1.0
single-regime,405,0.008168373951780177,1.0,1.0
unpartitioned-two-regime,405,0.16462085180895217,1.0,1.0
context-partitioned,405,0.009110098123888001,1.0,1.0
single-regime,406,0.005296136220298605,1.0,1.0
unpartitioned-two-regime,406,0.16632507659191048,1.0,1.0
context-partitioned,406,0.007313159981673303,1.0,1.0
single-regime,407,0.00929999768089164,1.0,1.0
unpartitioned-two-regime,407,0.16193949527938226,1.0,1.0
context-partitioned,407,0.011127499616343748,1.0,1.0
single-regime,408,0.005386483649214701,1.0,1.0
unpartitioned-two-regime,408,0.16572216637645157,1.0,1.0
context-partitioned,408,0.010571977055643438,1.0,1.0
single-regime,409,0.005349374425213711,1.0,1.0
unpartitioned-two-regime,409,0.1650446396711204,1.0,1.0
context-partitioned,409,0.00877794557699589,1.0,1.0
single-regime,410,0.00823223528084885,1.0,1.0
unpartitioned-two-regime,410,0.14708737162546245,1.0,0.975
context-partitioned,410,0.011223970597115038,1.0,1.0
single-regime,411,0.007393679411271091,1.0,1.0
unpartitioned-two-regime,411,0.16610008342481106,1.0,1.0
context-partitioned,411,0.006216541235100809,1.0,1.0
single-regime,412,0.008321878086019387,1.0,1.0
unpartitioned-two-regime,412,0.16453917117517305,1.0,1.0
context-partitioned,412,0.009058913765882703,1.0,1.0
single-regime,413,0.00677297913613874,1.0,1.0
unpartitioned-two-regime,413,0.16668681225571458,1.0,1.0
context-partitioned,413,0.006915805710820969,1.0,1.0
single-regime,414,0.00411246960593446,1.0,1.0
unpartitioned-two-regime,414,0.1468270945429399,1.0,0.975
context-partitioned,414,0.011136072554076741,1.0,1.0
single-regime,415,0.005842028910042554,1.0,1.0
unpartitioned-two-regime,415,0.1465867128598953,1.0,0.975
context-partitioned,415,0.00836979831354624,1.0,1.0
single-regime,416,0.005575300089314088,1.0,1.0
unpartitioned-two-regime,416,0.16586825992494955,1.0,1.0
context-partitioned,416,0.006501582274301074,1.0,1.0
single-regime,417,0.006715459161267166,1.0,1.0
unpartitioned-two-regime,417,0.16589034323728122,1.0,1.0
context-partitioned,417,0.00664116052902508,1.0,1.0
single-regime,418,0.0037551231648558056,1.0,1.0
unpartitioned-two-regime,418,0.1658352690556393,1.0,1.0
context-partitioned,418,0.009062766227732878,1.0,1.0
single-regime,419,0.004521431722896394,1.0,1.0
unpartitioned-two-regime,419,0.14536985069651828,1.0,0.975
context-partitioned,419,0.0075658471715790414,1.0,1.0
single-regime,420,0.006011945068872649,1.0,1.0
unpartitioned-two-regime,420,0.163163790468425,1.0,1.0
context-partitioned,420,0.01180289481619832,1.0,1.0
single-regime,421,0.005995540462321604,1.0,1.0
unpartitioned-two-regime,421,0.16617949902352105,1.0,1.0
context-partitioned,421,0.006035361877377474,1.0,1.0
single-regime,422,0.0060802386440749,1.0,1.0
unpartitioned-two-regime,422,0.16377188139637913,1.0,1.0
context-partitioned,422,0.010063061746764973,1.0,1.0
single-regime,423,0.00988735246033299,1.0,1.0
unpartitioned-two-regime,423,0.16594531373328167,1.0,1.0
context-partitioned,423,0.006970707619641817,1.0,1.0
single-regime,424,0.006280669737030582,1.0,1.0
unpartitioned-two-regime,424,0.16656158725281642,1.0,1.0
context-partitioned,424,0.007911168232932388,1.0,1.0
single-regime,425,0.00550046067704587,1.0,1.0
unpartitioned-two-regime,425,0.16301461687877147,1.0,1.0
context-partitioned,425,0.008756524773046137,1.0,1.0
single-regime,426,0.006529946789749081,1.0,1.0
unpartitioned-two-regime,426,0.1644706157566911,1.0,1.0
context-partitioned,426,0.009174073610694725,1.0,1.0
single-regime,427,0.00517064306873834,1.0,1.0
unpartitioned-two-regime,427,0.1664485424513034,1.0,1.0
context-partitioned,427,0.011066498024265342,1.0,1.0
single-regime,428,0.010039333082624015,1.0,1.0
unpartitioned-two-regime,428,0.16395397695430627,1.0,1.0
context-partitioned,428,0.008443575083358513,1.0,1.0
single-regime,429,0.005894745655790977,1.0,1.0
unpartitioned-two-regime,429,0.16509663474998246,1.0,1.0
context-partitioned,429,0.00869452322557062,1.0,1.0
single-regime,430,0.006346455346400589,1.0,1.0
unpartitioned-two-regime,430,0.1441167317969676,1.0,0.975
context-partitioned,430,0.008571202284188421,1.0,1.0
single-regime,431,0.005541969423980991,1.0,1.0
unpartitioned-two-regime,431,0.16647312233751888,1.0,1.0
context-partitioned,431,0.010412077204227106,1.0,1.0
single-regime,432,0.007407414296125639,1.0,1.0
unpartitioned-two-regime,432,0.16498911280134487,1.0,1.0
context-partitioned,432,0.007149686805622002,1.0,1.0
single-regime,433,0.004156494708088586,1.0,1.0
unpartitioned-two-regime,433,0.16490378017845517,1.0,1.0
context-partitioned,433,0.009377754112667155,1.0,1.0
single-regime,434,0.008711840486653662,1.0,1.0
unpartitioned-two-regime,434,0.16519989053373108,1.0,1.0
context-partitioned,434,0.009317926047762071,1.0,1.0
single-regime,435,0.005631913346085599,1.0,1.0
unpartitioned-two-regime,435,0.1645598442712584,1.0,1.0
context-partitioned,435,0.01097430220673844,1.0,1.0
single-regime,436,0.006985295009430489,1.0,1.0
unpartitioned-two-regime,436,0.1480528089654587,1.0,0.975
context-partitioned,436,0.006868369289307567,1.0,1.0
single-regime,437,0.007662099742574539,1.0,1.0
unpartitioned-two-regime,437,0.15081615042248261,1.0,0.975
context-partitioned,437,0.009493652827682497,1.0,1.0
single-regime,438,0.008748298591915515,1.0,1.0
unpartitioned-two-regime,438,0.16393835221401934,1.0,0.95
context-partitioned,438,0.00856675298479148,1.0,1.0
single-regime,439,0.0038241642521055965,1.0,1.0
unpartitioned-two-regime,439,0.16650346161159627,1.0,1.0
context-partitioned,439,0.0074482852563627685,1.0,1.0
single-regime,440,0.0062834234679304745,1.0,1.0
unpartitioned-two-regime,440,0.13170130244278652,1.0,0.95
context-partitioned,440,0.00696346983813232,1.0,1.0
single-regime,441,0.006511703834311849,1.0,1.0
unpartitioned-two-regime,441,0.14505434183845303,1.0,0.975
context-partitioned,441,0.009779729128547937,1.0,1.0
single-regime,442,0.00758780986881341,1.0,1.0
unpartitioned-two-regime,442,0.1625888444373548,1.0,1.0
context-partitioned,442,0.0073623242418365265,1.0,1.0
single-regime,443,0.006287253743812538,1.0,1.0
unpartitioned-two-regime,443,0.1509028561702908,1.0,0.975
context-partitioned,443,0.00908610290746683,1.0,1.0
single-regime,444,0.00676705185658382,1.0,1.0
unpartitioned-two-regime,444,0.16361367767409682,1.0,1.0
context-partitioned,444,0.007767790840235306,1.0,1.0
single-regime,445,0.004819802556697035,1.0,1.0
unpartitioned-two-regime,445,0.16210215264249334,1.0,1.0
context-partitioned,445,0.008169132134714284,1.0,1.0
single-regime,446,0.005824253808091882,1.0,1.0
unpartitioned-two-regime,446,0.16363601094275032,1.0,1.0
context-partitioned,446,0.009649334070621499,1.0,1.0
single-regime,447,0.005850000429122521,1.0,1.0
unpartitioned-two-regime,447,0.1639781594480916,1.0,1.0
context-partitioned,447,0.008284310338725152,1.0,1.0
single-regime,448,0.0046676126615114175,1.0,1.0
unpartitioned-two-regime,448,0.1494554285434886,1.0,0.975
context-partitioned,448,0.006671247230224324,1.0,1.0
single-regime,449,0.007603418833929328,1.0,1.0
unpartitioned-two-regime,449,0.16409430994697785,1.0,1.0
context-partitioned,449,0.006803369482013866,1.0,1.0
single-regime,450,0.008159178923537612,1.0,1.0
unpartitioned-two-regime,450,0.16058361291938938,1.0,1.0
context-partitioned,450,0.009706794966000857,1.0,1.0
single-regime,451,0.005713670346218802,1.0,1.0
unpartitioned-two-regime,451,0.15188636151886215,1.0,0.975
context-partitioned,451,0.007119480714777029,1.0,1.0
single-regime,452,0.006841380200506727,1.0,1.0
unpartitioned-two-regime,452,0.1471189021922431,1.0,0.975
context-partitioned,452,0.009390799707219243,1.0,1.0
single-regime,453,0.006399017871095936,1.0,1.0
unpartitioned-two-regime,453,0.16409347716296238,1.0,1.0
context-partitioned,453,0.01053234397433724,1.0,1.0
single-regime,454,0.005765501768851906,1.0,1.0
unpartitioned-two-regime,454,0.16626540256339328,1.0,1.0
context-partitioned,454,0.01017428930403724,1.0,1.0
single-regime,455,0.00807048653939602,1.0,1.0
unpartitioned-two-regime,455,0.16621976558530624,1.0,1.0
context-partitioned,455,0.006864285851726576,1.0,1.0
single-regime,456,0.008255796446098659,1.0,1.0
unpartitioned-two-regime,456,0.16452490857088162,1.0,1.0
context-partitioned,456,0.00774243310341028,1.0,1.0
single-regime,457,0.004936363488448306,1.0,1.0
unpartitioned-two-regime,457,0.1636402512389513,1.0,1.0
context-partitioned,457,0.007657188155764962,1.0,1.0
single-regime,458,0.0077015164192385565,1.0,1.0
unpartitioned-two-regime,458,0.15169829772844254,1.0,0.975
context-partitioned,458,0.00871999826794468,1.0,1.0
single-regime,459,0.007055687745967959,1.0,1.0
unpartitioned-two-regime,459,0.1650000535056149,1.0,1.0
context-partitioned,459,0.006258517803974989,1.0,1.0
single-regime,460,0.007506853630566228,1.0,1.0
unpartitioned-two-regime,460,0.1663816748878246,1.0,1.0
context-partitioned,460,0.007029775677844426,1.0,1.0
single-regime,461,0.006937751032430009,1.0,1.0
unpartitioned-two-regime,461,0.15096227586496216,1.0,0.975
context-partitioned,461,0.007463267159999622,1.0,1.0
single-regime,462,0.00571204378549411,1.0,1.0
unpartitioned-two-regime,462,0.16564920817734022,1.0,1.0
context-partitioned,462,0.008695281152954697,1.0,1.0
single-regime,463,0.00721457150271152,1.0,1.0
unpartitioned-two-regime,463,0.1662685845830306,1.0,1.0
context-partitioned,463,0.009209184055483372,1.0,1.0
single-regime,464,0.0038445149881060777,1.0,1.0
unpartitioned-two-regime,464,0.1621270178506707,1.0,0.95
context-partitioned,464,0.00942540580194092,1.0,1.0
single-regime,465,0.006855140860619748,1.0,1.0
unpartitioned-two-regime,465,0.16645713748021426,1.0,1.0
context-partitioned,465,0.009503328515412635,1.0,1.0
single-regime,466,0.006706128272648298,1.0,1.0
unpartitioned-two-regime,466,0.16588743433268405,1.0,1.0
context-partitioned,466,0.011507152482453223,1.0,1.0
single-regime,467,0.005865668248974078,1.0,1.0
unpartitioned-two-regime,467,0.16617488201835567,1.0,1.0
context-partitioned,467,0.006702304223445137,1.0,1.0
single-regime,468,0.003247260401514182,1.0,1.0
unpartitioned-two-regime,468,0.1635369602923433,1.0,1.0
context-partitioned,468,0.009523331160610164,1.0,1.0
single-regime,469,0.008727996058911086,1.0,1.0
unpartitioned-two-regime,469,0.14884284302240616,1.0,0.975
context-partitioned,469,0.008188928509947168,1.0,1.0
single-regime,470,0.0038829211199205324,1.0,1.0
unpartitioned-two-regime,470,0.14816336555875154,1.0,0.975
context-partitioned,470,0.011198157971025146,1.0,1.0
single-regime,471,0.007370360544167,1.0,1.0
unpartitioned-two-regime,471,0.15075930421850095,1.0,0.975
context-partitioned,471,0.010532933136449022,1.0,1.0
single-regime,472,0.006420705651242409,1.0,1.0
unpartitioned-two-regime,472,0.16673269788258782,1.0,1.0
context-partitioned,472,0.00973907256523681,1.0,1.0
single-regime,473,0.008027112695955112,1.0,1.0
unpartitioned-two-regime,473,0.16627985281951219,1.0,1.0
context-partitioned,473,0.008223359484126863,1.0,1.0
single-regime,474,0.008993469807335392,1.0,1.0
unpartitioned-two-regime,474,0.16361436020197673,1.0,1.0
context-partitioned,474,0.008411006125366013,1.0,1.0
single-regime,475,0.009522328938443864,1.0,1.0
unpartitioned-two-regime,475,0.16481754607153157,1.0,1.0
context-partitioned,475,0.008009170559204028,1.0,1.0
single-regime,476,0.0061556950967093715,1.0,1.0
unpartitioned-two-regime,476,0.15012969307788077,1.0,0.975
context-partitioned,476,0.00748099091248192,1.0,1.0
single-regime,477,0.0057028413081537275,1.0,1.0
unpartitioned-two-regime,477,0.16478670262740744,1.0,1.0
context-partitioned,477,0.009157112159171938,1.0,1.0
single-regime,478,0.007093872073375247,1.0,1.0
unpartitioned-two-regime,478,0.1664145439767598,1.0,1.0
context-partitioned,478,0.007821514233126032,1.0,1.0
single-regime,479,0.005425048339291308,1.0,1.0
unpartitioned-two-regime,479,0.161965216501789,1.0,1.0
context-partitioned,479,0.009763773472234633,1.0,1.0
single-regime,480,0.004612703934200605,1.0,1.0
unpartitioned-two-regime,480,0.1642720627899603,1.0,1.0
context-partitioned,480,0.010958998648327856,1.0,1.0
single-regime,481,0.008092073873317666,1.0,1.0
unpartitioned-two-regime,481,0.1628089644390355,1.0,1.0
context-partitioned,481,0.009425932974870457,1.0,1.0
single-regime,482,0.006447971792825129,1.0,1.0
unpartitioned-two-regime,482,0.16476078505198302,1.0,1.0
context-partitioned,482,0.008033012926053852,1.0,1.0
single-regime,483,0.0036876726235291757,1.0,1.0
unpartitioned-two-regime,483,0.15089028471850963,1.0,0.975
context-partitioned,483,0.006335951641231956,1.0,1.0
single-regime,484,0.00624276898545877,1.0,1.0
unpartitioned-two-regime,484,0.14767005903162675,1.0,0.975
context-partitioned,484,0.006831698787556984,1.0,1.0
single-regime,485,0.006017039180187394,1.0,1.0
unpartitioned-two-regime,485,0.16438402522557352,1.0,1.0
context-partitioned,485,0.0076045569684496835,1.0,1.0
single-regime,486,0.0050378323392475345,1.0,1.0
unpartitioned-two-regime,486,0.1637738272434943,1.0,1.0
context-partitioned,486,0.01023002673835714,1.0,1.0
single-regime,487,0.007298237760030722,1.0,1.0
unpartitioned-two-regime,487,0.16565708311169622,1.0,1.0
context-partitioned,487,0.0086492138580733,1.0,1.0
single-regime,488,0.004631819572196853,1.0,1.0
unpartitioned-two-regime,488,0.16382169770469548,1.0,1.0
context-partitioned,488,0.009041168476641173,1.0,1.0
single-regime,489,0.005398111652260716,1.0,1.0
unpartitioned-two-regime,489,0.16598906931877455,1.0,1.0
context-partitioned,489,0.009825478128422358,1.0,1.0
single-regime,490,0.0060577118246731695,1.0,1.0
unpartitioned-two-regime,490,0.16319081852151965,1.0,1.0
context-partitioned,490,0.010179259193201083,1.0,1.0
single-regime,491,0.0053913237345240665,1.0,1.0
unpartitioned-two-regime,491,0.1645020803659745,1.0,1.0
context-partitioned,491,0.009292947541946591,1.0,1.0
single-regime,492,0.002931568195376467,1.0,1.0
unpartitioned-two-regime,492,0.16329952285580884,1.0,1.0
context-partitioned,492,0.009070129260181133,1.0,1.0
single-regime,493,0.007645777825614804,1.0,1.0
unpartitioned-two-regime,493,0.14684352611277757,1.0,0.975
context-partitioned,493,0.009582091439653391,1.0,1.0
single-regime,494,0.005724080326534026,1.0,1.0
unpartitioned-two-regime,494,0.16635487387764558,1.0,1.0
context-partitioned,494,0.008922536103282542,1.0,1.0
single-regime,495,0.008333469951800985,1.0,1.0
unpartitioned-two-regime,495,0.1648402380472467,1.0,1.0
context-partitioned,495,0.01036251347928477,1.0,1.0
single-regime,496,0.005706700009454422,1.0,1.0
unpartitioned-two-regime,496,0.1652139702460111,1.0,1.0
context-partitioned,496,0.009315258619519803,1.0,1.0
single-regime,497,0.008450471811591814,1.0,1.0
unpartitioned-two-regime,497,0.16464280306845427,1.0,1.0
context-partitioned,497,0.009338335930151044,1.0,1.0
single-regime,498,0.006928002187867509,1.0,1.0
unpartitioned-two-regime,498,0.16406302377167206,1.0,1.0
context-partitioned,498,0.010790474347023219,1.0,1.0
single-regime,499,0.005927015082907367,1.0,1.0
unpartitioned-two-regime,499,0.16583720588013226,1.0,1.0
context-partitioned,499,0.007914628350525896,1.0,1.0
single-regime,500,0.005214824955210644,1.0,1.0
unpartitioned-two-regime,500,0.1651066266003617,1.0,1.0
context-partitioned,500,0.012010870759810405,1.0,0.975
single-regime,501,0.004123855634287982,1.0,1.0
unpartitioned-two-regime,501,0.1661142314129028,1.0,1.0
context-partitioned,501,0.007009753800347137,1.0,1.0
single-regime,502,0.003669897857410398,1.0,1.0
unpartitioned-two-regime,502,0.14763350191231034,1.0,0.975
context-partitioned,502,0.007823440299063875,1.0,1.0
single-regime,503,0.004502567748758645,1.0,1.0
unpartitioned-two-regime,503,0.16477735913005265,1.0,1.0
context-partitioned,503,0.007149617786417225,1.0,1.0
single-regime,504,0.006859627136905604,1.0,1.0
unpartitioned-two-regime,504,0.15062696337198742,1.0,0.975
context-partitioned,504,0.010182808050566407,1.0,1.0
single-regime,505,0.006213630696602422,1.0,1.0
unpartitioned-two-regime,505,0.16449626107047394,1.0,1.0
context-partitioned,505,0.008725668657092386,1.0,1.0
single-regime,506,0.004784240003479313,1.0,1.0
unpartitioned-two-regime,506,0.1429770789474029,1.0,0.975
context-partitioned,506,0.009825339437001576,1.0,1.0
single-regime,507,0.005683021529804097,1.0,1.0
unpartitioned-two-regime,507,0.1641248914211614,1.0,1.0
context-partitioned,507,0.005940509165883155,1.0,1.0
single-regime,508,0.005970811284884414,1.0,1.0
unpartitioned-two-regime,508,0.16415978364670825,1.0,1.0
context-partitioned,508,0.008938385272249454,1.0,1.0
single-regime,509,0.007176022884355392,1.0,1.0
unpartitioned-two-regime,509,0.16665997931757406,1.0,1.0
context-partitioned,509,0.009126131337691093,1.0,0.975
single-regime,510,0.005561694723588292,1.0,1.0
unpartitioned-two-regime,510,0.15036445843297225,1.0,0.975
context-partitioned,510,0.008394114430712552,1.0,0.975
single-regime,511,0.006331316957699473,1.0,1.0
unpartitioned-two-regime,511,0.16408159968131988,1.0,1.0
context-partitioned,511,0.008841779977721074,1.0,1.0
single-regime,512,0.004431335340309181,1.0,1.0
unpartitioned-two-regime,512,0.1330699232515366,1.0,0.95
context-partitioned,512,0.008197126932319379,1.0,1.0
single-regime,513,0.006198506847144351,1.0,1.0
unpartitioned-two-regime,513,0.16477556153086012,1.0,1.0
context-partitioned,513,0.010359696795930056,1.0,1.0
single-regime,514,0.005000046586678876,1.0,1.0
unpartitioned-two-regime,514,0.14769661348880705,1.0,0.975
context-partitioned,514,0.007707231881984497,1.0,1.0
single-regime,515,0.00598602507453574,1.0,1.0
