scene,target_workers,seed,task_id,epsilon,max_iterations,fixed_point_gap,iterations,converged,cap_hit,reference_iterations,reference_converged
Climate,27,20260808,93,1e-05,50,5.1420551472861696e-06,4,True,False,20,True
Climate,27,20260808,93,1e-12,2,3.8270425957217304e-05,2,False,True,20,True
Climate,27,20260808,93,1e-12,5,1.8800537248945435e-06,5,False,True,20,True
Climate,27,20260808,93,1e-12,50,0.0,20,True,False,20,True
Climate,27,20260808,94,0.001,2,0.00010556998428471652,1,True,False,19,True
Climate,27,20260808,94,0.001,5,0.00010556998428471652,1,True,False,19,True
Climate,27,20260808,94,0.001,50,0.00010556998428471652,1,True,False,19,True
Climate,27,20260808,94,1e-05,2,3.624710173726747e-05,2,False,True,19,True
Climate,27,20260808,94,1e-05,5,4.2271624393557815e-06,4,True,False,19,True
Climate,27,20260808,94,1e-05,50,4.2271624393557815e-06,4,True,False,19,True
Climate,27,20260808,94,1e-12,2,3.624710173726747e-05,2,False,True,19,True
Climate,27,20260808,94,1e-12,5,1.4411373251275467e-06,5,False,True,19,True
Climate,27,20260808,94,1e-12,50,0.0,19,True,False,19,True
Climate,27,20260808,95,0.001,2,4.972410120221398e-05,1,True,False,13,True
Climate,27,20260808,95,0.001,5,4.972410120221398e-05,1,True,False,13,True
Climate,27,20260808,95,0.001,50,4.972410120221398e-05,1,True,False,13,True
Climate,27,20260808,95,1e-05,2,8.001342180327786e-06,2,False,True,13,True
Climate,27,20260808,95,1e-05,5,1.5444213088948647e-06,3,True,False,13,True
Climate,27,20260808,95,1e-05,50,1.5444213088948647e-06,3,True,False,13,True
Climate,27,20260808,95,1e-12,2,8.001342180327786e-06,2,False,True,13,True
Climate,27,20260808,95,1e-12,5,5.8771009461960517e-08,5,False,True,13,True
Climate,27,20260808,95,1e-12,50,0.0,13,True,False,13,True
Climate,27,20260808,96,0.001,2,9.346173065205162e-05,1,True,False,20,True
Climate,27,20260808,96,0.001,5,9.346173065205162e-05,1,True,False,20,True
Climate,27,20260808,96,0.001,50,9.346173065205162e-05,1,True,False,20,True
Climate,27,20260808,96,1e-05,2,3.2983467373261145e-05,2,False,True,20,True
Climate,27,20260808,96,1e-05,5,4.069360268266045e-06,4,True,False,20,True
Climate,27,20260808,96,1e-05,50,4.069360268266045e-06,4,True,False,20,True
Climate,27,20260808,96,1e-12,2,3.2983467373261145e-05,2,False,True,20,True
Climate,27,20260808,96,1e-12,5,1.4243929998604326e-06,5,False,True,20,True
Climate,27,20260808,96,1e-12,50,0.0,20,True,False,20,True
Climate,27,20260808,97,0.001,2,4.865818881025989e-05,1,True,False,17,True
Climate,27,20260808,97,0.001,5,4.865818881025989e-05,1,True,False,17,True
Climate,27,20260808,97,0.001,50,4.865818881025989e-05,1,True,False,17,True
Climate,27,20260808,97,1e-05,2,1.4848636085638394e-05,2,False,True,17,True
Climate,27,20260808,97,1e-05,5,1.3880657268274443e-06,4,True,False,17,True
Climate,27,20260808,97,1e-05,50,1.3880657268274443e-06,4,True,False,17,True
Climate,27,20260808,97,1e-12,2,1.4848636085638394e-05,2,False,True,17,True
Climate,27,20260808,97,1e-12,5,4.246334548707799e-07,5,False,True,17,True
Climate,27,20260808,97,1e-12,50,0.0,17,True,False,17,True
Climate,27,20260808,98,0.001,2,2.402951046122462e-05,1,True,False,15,True
Climate,27,20260808,98,0.001,5,2.402951046122462e-05,1,True,False,15,True
Climate,27,20260808,98,0.001,50,2.402951046122462e-05,1,True,False,15,True
Climate,27,20260808,98,1e-05,2,5.5746732411833945e-06,2,False,True,15,True
Climate,27,20260808,98,1e-05,5,1.4274579695409703e-06,3,True,False,15,True
Climate,27,20260808,98,1e-05,50,1.4274579695409703e-06,3,True,False,15,True
Climate,27,20260808,98,1e-12,2,5.5746732411833945e-06,2,False,True,15,True
Climate,27,20260808,98,1e-12,5,9.776313179869476e-08,5,False,True,15,True
Climate,27,20260808,98,1e-12,50,0.0,15,True,False,15,True
Climate,27,20260808,99,0.001,2,5.056538362312172e-05,1,True,False,21,True
Climate,27,20260808,99,0.001,5,5.056538362312172e-05,1,True,False,21,True
Climate,27,20260808,99,0.001,50,5.056538362312172e-05,1,True,False,21,True
Climate,27,20260808,99,1e-05,2,2.0173727585644133e-05,2,False,True,21,True
Climate,27,20260808,99,1e-05,5,3.2142084553331515e-06,4,True,False,21,True
Climate,27,20260808,99,1e-05,50,3.2142084553331515e-06,4,True,False,21,True
Climate,27,20260808,99,1e-12,2,2.0173727585644133e-05,2,False,True,21,True
Climate,27,20260808,99,1e-12,5,1.2828844237001095e-06,5,False,True,21,True
Climate,27,20260808,99,1e-12,50,0.0,21,True,False,21,True
Climate,27,20260808,100,0.001,2,0.000191578302824702,1,True,False,18,True
Climate,27,20260808,100,0.001,5,0.000191578302824702,1,True,False,18,True
Climate,27,20260808,100,0.001,50,0.000191578302824702,1,True,False,18,True
Climate,27,20260808,100,1e-05,2,5.719663161465486e-05,2,False,True,18,True
Climate,27,20260808,100,1e-05,5,1.3985788156825558e-06,5,True,False,18,True
Climate,27,20260808,100,1e-05,50,1.3985788156825558e-06,5,True,False,18,True
Climate,27,20260808,100,1e-12,2,5.719663161465486e-05,2,False,True,18,True
Climate,27,20260808,100,1e-12,5,1.3985788156825558e-06,5,False,True,18,True
Climate,27,20260808,100,1e-12,50,0.0,18,True,False,18,True
Climate,39,20260808,21,0.001,2,9.688500978610031e-05,1,True,False,14,True
Climate,39,20260808,21,0.001,5,9.688500978610031e-05,1,True,False,14,True
Climate,39,20260808,21,0.001,50,9.688500978610031e-05,1,True,False,14,True
Climate,39,20260808,21,1e-05,2,1.8011249903414176e-05,2,False,True,14,True
Climate,39,20260808,21,1e-05,5,6.067066719610512e-07,4,True,False,14,True
Climate,39,20260808,21,1e-05,50,6.067066719610512e-07,4,True,False,14,True
Climate,39,20260808,21,1e-12,2,1.8011249903414176e-05,2,False,True,14,True
Climate,39,20260808,21,1e-12,5,1.1324994915067299e-07,5,False,True,14,True
Climate,39,20260808,21,1e-12,50,0.0,14,True,False,14,True
Climate,39,20260808,22,0.001,2,9.993768514012474e-05,1,True,False,19,True
Climate,39,20260808,22,0.001,5,9.993768514012474e-05,1,True,False,19,True
Climate,39,20260808,22,0.001,50,9.993768514012474e-05,1,True,False,19,True
Climate,39,20260808,22,1e-05,2,3.0346795670487847e-05,2,False,True,19,True
Climate,39,20260808,22,1e-05,5,3.119693790214153e-06,4,True,False,19,True
Climate,39,20260808,22,1e-05,50,3.119693790214153e-06,4,True,False,19,True
Climate,39,20260808,22,1e-12,2,3.0346795670487847e-05,2,False,True,19,True
Climate,39,20260808,22,1e-12,5,1.0224384185030077e-06,5,False,True,19,True
Climate,39,20260808,22,1e-12,50,0.0,19,True,False,19,True
Climate,39,20260808,23,0.001,2,2.6749262089072146e-05,1,True,False,17,True
Climate,39,20260808,23,0.001,5,2.6749262089072146e-05,1,True,False,17,True
Climate,39,20260808,23,0.001,50,2.6749262089072146e-05,1,True,False,17,True
Climate,39,20260808,23,1e-05,2,4.671367412936068e-06,2,False,True,17,True
Climate,39,20260808,23,1e-05,5,1.0961776603528763e-06,3,True,False,17,True
Climate,39,20260808,23,1e-05,50,1.0961776603528763e-06,3,True,False,17,True
Climate,39,20260808,23,1e-12,2,4.671367412936068e-06,2,False,True,17,True
Climate,39,20260808,23,1e-12,5,1.0974697219899788e-07,5,False,True,17,True
Climate,39,20260808,23,1e-12,50,0.0,17,True,False,17,True
Climate,39,20260808,24,0.001,2,4.233602988201714e-05,1,True,False,19,True
Climate,39,20260808,24,0.001,5,4.233602988201714e-05,1,True,False,19,True
Climate,39,20260808,24,0.001,50,4.233602988201714e-05,1,True,False,19,True
Climate,39,20260808,24,1e-05,2,1.4276988870567188e-05,2,False,True,19,True
Climate,39,20260808,24,1e-05,5,4.890870511153291e-06,3,True,False,19,True
Climate,39,20260808,24,1e-05,50,4.890870511153291e-06,3,True,False,19,True
Climate,39,20260808,24,1e-12,2,1.4276988870567188e-05,2,False,True,19,True
Climate,39,20260808,24,1e-12,5,5.777346974535666e-07,5,False,True,19,True
Climate,39,20260808,24,1e-12,50,0.0,19,True,False,19,True
Climate,39,20260808,25,0.001,2,0.00010099951474814194,1,True,False,23,True
Climate,39,20260808,25,0.001,5,0.00010099951474814194,1,True,False,23,True
Climate,39,20260808,25,0.001,50,0.00010099951474814194,1,True,False,23,True
Climate,39,20260808,25,1e-05,2,4.188536371200109e-05,2,False,True,23,True
Climate,39,20260808,25,1e-05,5,2.930974264015624e-06,5,True,False,23,True
Climate,39,20260808,25,1e-05,50,2.930974264015624e-06,5,True,False,23,True
Climate,39,20260808,25,1e-12,2,4.188536371200109e-05,2,False,True,23,True
Climate,39,20260808,25,1e-12,5,2.930974264015624e-06,5,False,True,23,True
Climate,39,20260808,25,1e-12,50,0.0,23,True,False,23,True
Climate,39,20260808,26,0.001,2,0.0001081882713862927,1,True,False,19,True
Climate,39,20260808,26,0.001,5,0.0001081882713862927,1,True,False,19,True
Climate,39,20260808,26,0.001,50,0.0001081882713862927,1,True,False,19,True
Climate,39,20260808,26,1e-05,2,2.793886583280205e-05,2,False,True,19,True
Climate,39,20260808,26,1e-05,5,1.9953758289633026e-06,4,True,False,19,True
Climate,39,20260808,26,1e-05,50,1.9953758289633026e-06,4,True,False,19,True
Climate,39,20260808,26,1e-12,2,2.793886583280205e-05,2,False,True,19,True
Climate,39,20260808,26,1e-12,5,5.82811117506604e-07,5,False,True,19,True
Climate,39,20260808,26,1e-12,50,0.0,19,True,False,19,True
Climate,39,20260808,27,0.001,2,4.960537298039801e-05,1,True,False,17,True
Climate,39,20260808,27,0.001,5,4.960537298039801e-05,1,True,False,17,True
Climate,39,20260808,27,0.001,50,4.960537298039801e-05,1,True,False,17,True
Climate,39,20260808,27,1e-05,2,1.278209112378933e-05,2,False,True,17,True
Climate,39,20260808,27,1e-05,5,3.425254219103805e-06,3,True,False,17,True
Climate,39,20260808,27,1e-05,50,3.425254219103805e-06,3,True,False,17,True
Climate,39,20260808,27,1e-12,2,1.278209112378933e-05,2,False,True,17,True
Climate,39,20260808,27,1e-12,5,2.8237507665715113e-07,5,False,True,17,True
Climate,39,20260808,27,1e-12,50,0.0,17,True,False,17,True
Climate,39,20260808,28,0.001,2,5.6759618702518807e-05,1,True,False,19,True
Climate,39,20260808,28,0.001,5,5.6759618702518807e-05,1,True,False,19,True
Climate,39,20260808,28,0.001,50,5.6759618702518807e-05,1,True,False,19,True
Climate,39,20260808,28,1e-05,2,2.034626921831873e-05,2,False,True,19,True
Climate,39,20260808,28,1e-05,5,2.607882180103891e-06,4,True,False,19,True
Climate,39,20260808,28,1e-05,50,2.607882180103891e-06,4,True,False,19,True
Climate,39,20260808,28,1e-12,2,2.034626921831873e-05,2,False,True,19,True
Climate,39,20260808,28,1e-12,5,9.332318561411236e-07,5,False,True,19,True
Climate,39,20260808,28,1e-12,50,0.0,19,True,False,19,True
Climate,39,20260808,29,0.001,2,2.5580022850849562e-05,1,True,False,15,True
Climate,39,20260808,29,0.001,5,2.5580022850849562e-05,1,True,False,15,True
Climate,39,20260808,29,0.001,50,2.5580022850849562e-05,1,True,False,15,True
Climate,39,20260808,29,1e-05,2,6.080355665270466e-06,2,False,True,15,True
Climate,39,20260808,29,1e-05,5,1.4555328758526397e-06,3,True,False,15,True
Climate,39,20260808,29,1e-05,50,1.4555328758526397e-06,3,True,False,15,True
Climate,39,20260808,29,1e-12,2,6.080355665270466e-06,2,False,True,15,True
Climate,39,20260808,29,1e-12,5,8.59430242950111e-08,5,False,True,15,True
Climate,39,20260808,29,1e-12,50,0.0,15,True,False,15,True
Climate,39,20260808,30,0.001,2,0.0001180125233089452,1,True,False,17,True
Climate,39,20260808,30,0.001,5,0.0001180125233089452,1,True,False,17,True
Climate,39,20260808,30,0.001,50,0.0001180125233089452,1,True,False,17,True
Climate,39,20260808,30,1e-05,2,3.34505547251528e-05,2,False,True,17,True
Climate,39,20260808,30,1e-05,5,2.5987456338357632e-06,4,True,False,17,True
Climate,39,20260808,30,1e-05,50,2.5987456338357632e-06,4,True,False,17,True
Climate,39,20260808,30,1e-12,2,3.34505547251528e-05,2,False,True,17,True
Climate,39,20260808,30,1e-12,5,7.220726891372474e-07,5,False,True,17,True
Climate,39,20260808,30,1e-12,50,0.0,17,True,False,17,True
Climate,39,20260808,31,0.001,2,5.195214865090891e-05,1,True,False,15,True
Climate,39,20260808,31,0.001,5,5.195214865090891e-05,1,True,False,15,True
Climate,39,20260808,31,0.001,50,5.195214865090891e-05,1,True,False,15,True
Climate,39,20260808,31,1e-05,2,1.3291519233086359e-05,2,False,True,15,True
Climate,39,20260808,31,1e-05,5,3.3888661379175092e-06,3,True,False,15,True
Climate,39,20260808,31,1e-05,50,3.3888661379175092e-06,3,True,False,15,True
Climate,39,20260808,31,1e-12,2,1.3291519233086359e-05,2,False,True,15,True
Climate,39,20260808,31,1e-12,5,2.2067868852161358e-07,5,False,True,15,True
Climate,39,20260808,31,1e-12,50,0.0,15,True,False,15,True
Climate,39,20260808,32,0.001,2,6.891407734850698e-05,1,True,False,23,True
Climate,39,20260808,32,0.001,5,6.891407734850698e-05,1,True,False,23,True
Climate,39,20260808,32,0.001,50,6.891407734850698e-05,1,True,False,23,True
Climate,39,20260808,32,1e-05,2,2.8355063764078306e-05,2,False,True,23,True
Climate,39,20260808,32,1e-05,5,4.947233908356657e-06,4,True,False,23,True
Climate,39,20260808,32,1e-05,50,4.947233908356657e-06,4,True,False,23,True
Climate,39,20260808,32,1e-12,2,2.8355063764078306e-05,2,False,True,23,True
Climate,39,20260808,32,1e-12,5,2.067843529788764e-06,5,False,True,23,True
Climate,39,20260808,32,1e-12,50,0.0,23,True,False,23,True
Climate,39,20260808,33,0.001,2,5.777423813283504e-05,1,True,False,18,True
Climate,39,20260808,33,0.001,5,5.777423813283504e-05,1,True,False,18,True
Climate,39,20260808,33,0.001,50,5.777423813283504e-05,1,True,False,18,True
Climate,39,20260808,33,1e-05,2,1.8931844154043662e-05,2,False,True,18,True
Climate,39,20260808,33,1e-05,5,2.0650575015271127e-06,4,True,False,18,True
Climate,39,20260808,33,1e-05,50,2.0650575015271127e-06,4,True,False,18,True
Climate,39,20260808,33,1e-12,2,1.8931844154043662e-05,2,False,True,18,True
Climate,39,20260808,33,1e-12,5,6.835591553756944e-07,5,False,True,18,True
Climate,39,20260808,33,1e-12,50,0.0,18,True,False,18,True
Climate,39,20260808,34,0.001,2,8.496857810352352e-05,1,True,False,21,True
Climate,39,20260808,34,0.001,5,8.496857810352352e-05,1,True,False,21,True
Climate,39,20260808,34,0.001,50,8.496857810352352e-05,1,True,False,21,True
Climate,39,20260808,34,1e-05,2,3.2045078270378266e-05,2,False,True,21,True
Climate,39,20260808,34,1e-05,5,4.676030222093233e-06,4,True,False,21,True
Climate,39,20260808,34,1e-05,50,4.676030222093233e-06,4,True,False,21,True
Climate,39,20260808,34,1e-12,2,3.2045078270378266e-05,2,False,True,21,True
Climate,39,20260808,34,1e-12,5,1.7888213643776343e-06,5,False,True,21,True
Climate,39,20260808,34,1e-12,50,0.0,21,True,False,21,True
Climate,39,20260808,35,0.001,2,3.784523347999463e-05,1,True,False,12,True
Climate,39,20260808,35,0.001,5,3.784523347999463e-05,1,True,False,12,True
Climate,39,20260808,35,0.001,50,3.784523347999463e-05,1,True,False,12,True
Climate,39,20260808,35,1e-05,2,5.483295228495864e-06,2,False,True,12,True
Climate,39,20260808,35,1e-05,5,9.001647532217866e-07,3,True,False,12,True
Climate,39,20260808,35,1e-05,50,9.001647532217866e-07,3,True,False,12,True
Climate,39,20260808,35,1e-12,2,5.483295228495864e-06,2,False,True,12,True
Climate,39,20260808,35,1e-12,5,2.4339380868704814e-08,5,False,True,12,True
Climate,39,20260808,35,1e-12,50,0.0,12,True,False,12,True
Climate,39,20260808,36,0.001,2,8.98117219907022e-05,1,True,False,17,True
Climate,39,20260808,36,0.001,5,8.98117219907022e-05,1,True,False,17,True
Climate,39,20260808,36,0.001,50,8.98117219907022e-05,1,True,False,17,True
Climate,39,20260808,36,1e-05,2,2.6071181507124734e-05,2,False,True,17,True
Climate,39,20260808,36,1e-05,5,2.3017673889492143e-06,4,True,False,17,True
Climate,39,20260808,36,1e-05,50,2.3017673889492143e-06,4,True,False,17,True
Climate,39,20260808,36,1e-12,2,2.6071181507124734e-05,2,False,True,17,True
Climate,39,20260808,36,1e-12,5,6.856397575426241e-07,5,False,True,17,True
Climate,39,20260808,36,1e-12,50,0.0,17,True,False,17,True
Climate,39,20260808,37,0.001,2,6.656202242166955e-05,1,True,False,16,True
Climate,39,20260808,37,0.001,5,6.656202242166955e-05,1,True,False,16,True
Climate,39,20260808,37,0.001,50,6.656202242166955e-05,1,True,False,16,True
Climate,39,20260808,37,1e-05,2,1.568973336752363e-05,2,False,True,16,True
Climate,39,20260808,37,1e-05,5,9.218214577887751e-07,4,True,False,16,True
Climate,39,20260808,37,1e-05,50,9.218214577887751e-07,4,True,False,16,True
Climate,39,20260808,37,1e-12,2,1.568973336752363e-05,2,False,True,16,True
Climate,39,20260808,37,1e-12,5,2.3721607936835834e-07,5,False,True,16,True
Climate,39,20260808,37,1e-12,50,0.0,16,True,False,16,True
Climate,39,20260808,38,0.001,2,0.0002140781996561233,1,True,False,18,True
Climate,39,20260808,38,0.001,5,0.0002140781996561233,1,True,False,18,True
Climate,39,20260808,38,0.001,50,0.0002140781996561233,1,True,False,18,True
Climate,39,20260808,38,1e-05,2,6.515075364429318e-05,2,False,True,18,True
Climate,39,20260808,38,1e-05,5,1.7392172387398529e-06,5,True,False,18,True
Climate,39,20260808,38,1e-05,50,1.7392172387398529e-06,5,True,False,18,True
Climate,39,20260808,38,1e-12,2,6.515075364429318e-05,2,False,True,18,True
Climate,39,20260808,38,1e-12,5,1.7392172387398529e-06,5,False,True,18,True
Climate,39,20260808,38,1e-12,50,0.0,18,True,False,18,True
Climate,39,20260808,39,0.001,2,5.242965452780796e-05,1,True,False,17,True
Climate,39,20260808,39,0.001,5,5.242965452780796e-05,1,True,False,17,True
Climate,39,20260808,39,0.001,50,5.242965452780796e-05,1,True,False,17,True
Climate,39,20260808,39,1e-05,2,1.2163894272246995e-05,2,False,True,17,True
Climate,39,20260808,39,1e-05,5,2.868582078570383e-06,3,True,False,17,True
Climate,39,20260808,39,1e-05,50,2.868582078570383e-06,3,True,False,17,True
Climate,39,20260808,39,1e-12,2,1.2163894272246995e-05,2,False,True,17,True
Climate,39,20260808,39,1e-12,5,1.8481692349083187e-07,5,False,True,17,True
Climate,39,20260808,39,1e-12,50,0.0,17,True,False,17,True
Climate,39,20260808,40,0.001,2,3.6961004089399815e-06,2,True,False,8,True
Climate,39,20260808,40,0.001,5,3.6961004089399815e-06,2,True,False,8,True
Climate,39,20260808,40,0.001,50,3.6961004089399815e-06,2,True,False,8,True
Climate,39,20260808,40,1e-05,2,3.6961004089399815e-06,2,False,True,8,True
Climate,39,20260808,40,1e-05,5,1.3577153937436509e-07,3,True,False,8,True
Climate,39,20260808,40,1e-05,50,1.3577153937436509e-07,3,True,False,8,True
Climate,39,20260808,40,1e-12,2,3.6961004089399815e-06,2,False,True,8,True
Climate,39,20260808,40,1e-12,5,1.8314464697478555e-10,5,False,True,8,True
Climate,39,20260808,40,1e-12,50,0.0,8,True,False,8,True
Climate,39,20260808,41,0.001,2,8.964344935991113e-05,1,True,False,18,True
Climate,39,20260808,41,0.001,5,8.964344935991113e-05,1,True,False,18,True
Climate,39,20260808,41,0.001,50,8.964344935991113e-05,1,True,False,18,True
Climate,39,20260808,41,1e-05,2,2.719603563828626e-05,2,False,True,18,True
Climate,39,20260808,41,1e-05,5,2.564343199716449e-06,4,True,False,18,True
Climate,39,20260808,41,1e-05,50,2.564343199716449e-06,4,True,False,18,True
Climate,39,20260808,41,1e-12,2,2.719603563828626e-05,2,False,True,18,True
Climate,39,20260808,41,1e-12,5,7.879394482219264e-07,5,False,True,18,True
Climate,39,20260808,41,1e-12,50,0.0,18,True,False,18,True
Climate,39,20260808,42,0.001,2,4.084061374017992e-05,1,True,False,18,True
Climate,39,20260808,42,0.001,5,4.084061374017992e-05,1,True,False,18,True
Climate,39,20260808,42,0.001,50,4.084061374017992e-05,1,True,False,18,True
Climate,39,20260808,42,1e-05,2,1.3081843577599819e-05,2,False,True,18,True
Climate,39,20260808,42,1e-05,5,4.243407006208375e-06,3,True,False,18,True
Climate,39,20260808,42,1e-05,50,4.243407006208375e-06,3,True,False,18,True
Climate,39,20260808,42,1e-12,2,1.3081843577599819e-05,2,False,True,18,True
Climate,39,20260808,42,1e-12,5,4.4927895533092553e-07,5,False,True,18,True
Climate,39,20260808,42,1e-12,50,0.0,18,True,False,18,True
Climate,39,20260808,43,0.001,2,3.679815138568735e-05,1,True,False,20,True
Climate,39,20260808,43,0.001,5,3.679815138568735e-05,1,True,False,20,True
Climate,39,20260808,43,0.001,50,3.679815138568735e-05,1,True,False,20,True
Climate,39,20260808,43,1e-05,2,1.3411784178065757e-05,2,False,True,20,True
Climate,39,20260808,43,1e-05,5,5.0493620617798275e-06,3,True,False,20,True
Climate,39,20260808,43,1e-05,50,5.0493620617798275e-06,3,True,False,20,True
Climate,39,20260808,43,1e-12,2,1.3411784178065757e-05,2,False,True,20,True
Climate,39,20260808,43,1e-12,5,7.270859572552863e-07,5,False,True,20,True
Climate,39,20260808,43,1e-12,50,0.0,20,True,False,20,True
Climate,39,20260808,44,0.001,2,1.4868334447078473e-05,1,True,False,15,True
Climate,39,20260808,44,0.001,5,1.4868334447078473e-05,1,True,False,15,True
Climate,39,20260808,44,0.001,50,1.4868334447078473e-05,1,True,False,15,True
Climate,39,20260808,44,1e-05,2,4.166111576528867e-06,2,False,True,15,True
Climate,39,20260808,44,1e-05,5,1.17598744607184e-06,3,True,False,15,True
Climate,39,20260808,44,1e-05,50,1.17598744607184e-06,3,True,False,15,True
Climate,39,20260808,44,1e-12,2,4.166111576528867e-06,2,False,True,15,True
Climate,39,20260808,44,1e-12,5,9.500255013556448e-08,5,False,True,15,True
Climate,39,20260808,44,1e-12,50,0.0,15,True,False,15,True
Climate,39,20260808,45,0.001,2,0.0001232515381086373,1,True,False,15,True
Climate,39,20260808,45,0.001,5,0.0001232515381086373,1,True,False,15,True
Climate,39,20260808,45,0.001,50,0.0001232515381086373,1,True,False,15,True
Climate,39,20260808,45,1e-05,2,2.761202167664895e-05,2,False,True,15,True
Climate,39,20260808,45,1e-05,5,1.4204556182467237e-06,4,True,False,15,True
Climate,39,20260808,45,1e-05,50,1.4204556182467237e-06,4,True,False,15,True
Climate,39,20260808,45,1e-12,2,2.761202167664895e-05,2,False,True,15,True
Climate,39,20260808,45,1e-12,5,3.3083390623881383e-07,5,False,True,15,True
Climate,39,20260808,45,1e-12,50,0.0,15,True,False,15,True
Climate,39,20260808,46,0.001,2,5.765353524391166e-06,2,True,False,8,True
Climate,39,20260808,46,0.001,5,5.765353524391166e-06,2,True,False,8,True
Climate,39,20260808,46,0.001,50,5.765353524391166e-06,2,True,False,8,True
Climate,39,20260808,46,1e-05,2,5.765353524391166e-06,2,False,True,8,True
Climate,39,20260808,46,1e-05,5,2.0197439640363694e-07,3,True,False,8,True
Climate,39,20260808,46,1e-05,50,2.0197439640363694e-07,3,True,False,8,True
Climate,39,20260808,46,1e-12,2,5.765353524391166e-06,2,False,True,8,True
Climate,39,20260808,46,1e-12,5,2.4808904857986275e-10,5,False,True,8,True
Climate,39,20260808,46,1e-12,50,0.0,8,True,False,8,True
Climate,39,20260808,47,0.001,2,6.780843951532794e-05,1,True,False,16,True
Climate,39,20260808,47,0.001,5,6.780843951532794e-05,1,True,False,16,True
Climate,39,20260808,47,0.001,50,6.780843951532794e-05,1,True,False,16,True
Climate,39,20260808,47,1e-05,2,1.7335720523171223e-05,2,False,True,16,True
Climate,39,20260808,47,1e-05,5,1.1579066678711858e-06,4,True,False,16,True
Climate,39,20260808,47,1e-05,50,1.1579066678711858e-06,4,True,False,16,True
Climate,39,20260808,47,1e-12,2,1.7335720523171223e-05,2,False,True,16,True
Climate,39,20260808,47,1e-12,5,3.03598743245974e-07,5,False,True,16,True
Climate,39,20260808,47,1e-12,50,0.0,16,True,False,16,True
Climate,39,20260808,48,0.001,2,7.615729995318951e-05,1,True,False,19,True
Climate,39,20260808,48,0.001,5,7.615729995318951e-05,1,True,False,19,True
Climate,39,20260808,48,0.001,50,7.615729995318951e-05,1,True,False,19,True
Climate,39,20260808,48,1e-05,2,2.5797638546330277e-05,2,False,True,19,True
Climate,39,20260808,48,1e-05,5,2.9548429125901697e-06,4,True,False,19,True
Climate,39,20260808,48,1e-05,50,2.9548429125901697e-06,4,True,False,19,True
Climate,39,20260808,48,1e-12,2,2.5797638546330277e-05,2,False,True,19,True
Climate,39,20260808,48,1e-12,5,9.998753851474044e-07,5,False,True,19,True
Climate,39,20260808,48,1e-12,50,0.0,19,True,False,19,True
Climate,39,20260808,49,0.001,2,7.571905857865036e-05,1,True,False,19,True
Climate,39,20260808,49,0.001,5,7.571905857865036e-05,1,True,False,19,True
Climate,39,20260808,49,0.001,50,7.571905857865036e-05,1,True,False,19,True
Climate,39,20260808,49,1e-05,2,2.0610947383067714e-05,2,False,True,19,True
Climate,39,20260808,49,1e-05,5,1.9902752804529207e-06,4,True,False,19,True
Climate,39,20260808,49,1e-05,50,1.9902752804529207e-06,4,True,False,19,True
Climate,39,20260808,49,1e-12,2,2.0610947383067714e-05,2,False,True,19,True
Climate,39,20260808,49,1e-12,5,6.761768425680831e-07,5,False,True,19,True
Climate,39,20260808,49,1e-12,50,0.0,19,True,False,19,True
Climate,39,20260808,50,0.001,2,3.987559156976697e-05,1,True,False,12,True
Climate,39,20260808,50,0.001,5,3.987559156976697e-05,1,True,False,12,True
Climate,39,20260808,50,0.001,50,3.987559156976697e-05,1,True,False,12,True
Climate,39,20260808,50,1e-05,2,6.209647357073008e-06,2,False,True,12,True
Climate,39,20260808,50,1e-05,5,9.73221583987268e-07,3,True,False,12,True
Climate,39,20260808,50,1e-05,50,9.73221583987268e-07,3,True,False,12,True
Climate,39,20260808,50,1e-12,2,6.209647357073008e-06,2,False,True,12,True
Climate,39,20260808,50,1e-12,5,2.4688344706821816e-08,5,False,True,12,True
Climate,39,20260808,50,1e-12,50,0.0,12,True,False,12,True
Climate,39,20260808,51,0.001,2,0.00020382370467694294,1,True,False,19,True
Climate,39,20260808,51,0.001,5,0.00020382370467694294,1,True,False,19,True
Climate,39,20260808,51,0.001,50,0.00020382370467694294,1,True,False,19,True
Climate,39,20260808,51,1e-05,2,6.713161435097532e-05,2,False,True,19,True
Climate,39,20260808,51,1e-05,5,2.2298554182539573e-06,5,True,False,19,True
Climate,39,20260808,51,1e-05,50,2.2298554182539573e-06,5,True,False,19,True
Climate,39,20260808,51,1e-12,2,6.713161435097532e-05,2,False,True,19,True
Climate,39,20260808,51,1e-12,5,2.2298554182539573e-06,5,False,True,19,True
Climate,39,20260808,51,1e-12,50,0.0,19,True,False,19,True
Climate,39,20260808,52,0.001,2,4.9438756094972544e-05,1,True,False,17,True
Climate,39,20260808,52,0.001,5,4.9438756094972544e-05,1,True,False,17,True
Climate,39,20260808,52,0.001,50,4.9438756094972544e-05,1,True,False,17,True
Climate,39,20260808,52,1e-05,2,1.5399518058211983e-05,2,False,True,17,True
Climate,39,20260808,52,1e-05,5,1.482324863786704e-06,4,True,False,17,True
Climate,39,20260808,52,1e-05,50,1.482324863786704e-06,4,True,False,17,True
Climate,39,20260808,52,1e-12,2,1.5399518058211983e-05,2,False,True,17,True
Climate,39,20260808,52,1e-12,5,4.5953209298371326e-07,5,False,True,17,True
Climate,39,20260808,52,1e-12,50,0.0,17,True,False,17,True
