method,geometry,tau,trial,success,finite,expected_fallback,declared_fallback,angular_available,low_count,retained_count,iterations,converged,max_raw_weight,normalization_error
Unprotected,full-rank,1e-150,22,False,True,True,False,False,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-150,23,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,23,False,True,True,False,False,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-150,24,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,24,False,True,True,False,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-150,25,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,25,False,True,True,False,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-150,26,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,26,False,True,True,False,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-150,27,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,27,False,True,True,False,False,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-150,28,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,28,False,True,True,False,False,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-150,29,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,29,False,True,True,False,False,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-150,30,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,30,False,True,True,False,False,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-150,31,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,31,False,True,True,False,False,0,27,1,True,0.6931471805599453,3.3306690738754696e-16
Full,full-rank,1e-150,32,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,32,False,True,True,False,False,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-150,33,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,33,False,True,True,False,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-150,34,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,34,False,True,True,False,False,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-150,35,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,35,False,True,True,False,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-150,36,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,36,False,True,True,False,False,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-150,37,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,37,False,True,True,False,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-150,38,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,38,False,True,True,False,False,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-150,39,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,39,False,True,True,False,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-150,40,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,40,False,True,True,False,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-150,41,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,41,False,True,True,False,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-150,42,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,42,False,True,True,False,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-150,43,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,43,False,True,True,False,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-150,44,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,44,False,True,True,False,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-150,45,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,45,False,True,True,False,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-150,46,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,46,False,True,True,False,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-150,47,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,47,False,True,True,False,False,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-150,48,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,48,False,True,True,False,False,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-150,49,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,49,False,True,True,False,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,0.0,0,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,0,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,1,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,1,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,2,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,2,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,3,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,3,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,4,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,4,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,5,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,5,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,6,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,6,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,7,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,7,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,8,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,8,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,9,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,9,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,10,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,10,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,11,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,11,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,12,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,12,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,13,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,13,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,14,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,14,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,15,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,15,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,16,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,16,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,17,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,17,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,18,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,18,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,19,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,19,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,20,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,20,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,21,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,21,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,22,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,22,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,23,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,23,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,24,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,24,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,25,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,25,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,26,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,26,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,27,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,27,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,28,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,28,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,29,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,29,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,30,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,30,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,31,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,31,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,32,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,32,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,33,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,33,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,34,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,34,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,35,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,35,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,36,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,36,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,37,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,37,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,38,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,38,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,39,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,39,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,40,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,40,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,41,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,41,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,42,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,42,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,43,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,43,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,44,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,44,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,45,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,45,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,46,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,46,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,47,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,47,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,48,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,48,False,False,True,False,False,0,27,1,False,inf,
Full,full-rank,0.0,49,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,0.0,49,False,False,True,False,False,0,27,1,False,inf,
Full,rank-1,0.001,0,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,0.001,0,False,True,True,False,True,7,20,1,True,0.6931135343518351,0.0
Full,rank-1,0.001,1,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,0.001,1,False,True,True,False,True,8,19,2,True,0.6844391834219755,2.220446049250313e-16
Full,rank-1,0.001,2,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,0.001,2,False,True,True,False,True,4,23,1,True,0.6931034282742267,0.0
Full,rank-1,0.001,3,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,0.001,3,False,True,True,False,True,8,19,1,True,0.6931470118254679,0.0
Full,rank-1,0.001,4,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,0.001,4,False,True,True,False,True,12,15,2,True,0.6923829973644416,1.1102230246251565e-16
Full,rank-1,0.001,5,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,0.001,5,False,True,True,False,True,11,16,1,True,0.6896694029055943,0.0
Full,rank-1,0.001,6,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,0.001,6,False,True,True,False,True,10,17,1,True,0.6931471805599453,0.0
Full,rank-1,0.001,7,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,0.001,7,False,True,True,False,True,10,17,3,True,0.6928942460373018,0.0
Full,rank-1,0.001,8,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,0.001,8,False,True,True,False,True,9,18,1,True,0.6898499780582436,0.0
Full,rank-1,0.001,9,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,0.001,9,False,True,True,False,True,6,21,1,True,0.6930423205417126,0.0
Full,rank-1,0.001,10,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,0.001,10,False,True,True,False,True,5,22,1,True,0.6912852797743289,3.3306690738754696e-16
Full,rank-1,0.001,11,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,0.001,11,False,True,True,False,True,6,21,3,True,0.6931467448049836,3.3306690738754696e-16
Full,rank-1,0.001,12,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,0.001,12,False,True,True,False,True,9,18,3,True,0.6928989086618177,0.0
Full,rank-1,0.001,13,True,True,True,True,False,0,27,1,True,0.6931471805599453,3.3306690738754696e-16
Unprotected,rank-1,0.001,13,False,True,True,False,True,9,18,2,True,0.690452949142573,2.220446049250313e-16
Full,rank-1,0.001,14,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,0.001,14,False,True,True,False,True,6,21,1,True,0.693020163020423,0.0
Full,rank-1,0.001,15,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,0.001,15,False,True,True,False,True,8,19,2,True,0.6913501050556543,3.3306690738754696e-16
Full,rank-1,0.001,16,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,0.001,16,False,True,True,False,True,10,17,2,True,0.6926334206597304,2.220446049250313e-16
Full,rank-1,0.001,17,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,0.001,17,False,True,True,False,True,11,16,1,True,0.6926398212095735,0.0
Full,rank-1,0.001,18,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,0.001,18,False,True,True,False,True,9,18,3,True,0.6931469366331631,1.1102230246251565e-16
Full,rank-1,0.001,19,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,0.001,19,False,True,True,False,True,6,21,1,True,0.6931471805599453,2.220446049250313e-16
Full,rank-1,0.001,20,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,0.001,20,False,True,True,False,True,7,20,1,True,0.6830268718086864,0.0
Full,rank-1,0.001,21,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,0.001,21,False,True,True,False,True,10,17,3,True,0.6929751591868449,3.3306690738754696e-16
Full,rank-1,0.001,22,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,0.001,22,False,True,True,False,True,9,18,4,True,0.6857038658766685,1.1102230246251565e-16
Full,rank-1,0.001,23,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,0.001,23,False,True,True,False,True,10,17,1,True,0.6913977806312106,0.0
Full,rank-1,0.001,24,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,0.001,24,False,True,True,False,True,8,19,3,True,0.6930901425377849,2.220446049250313e-16
Full,rank-1,0.001,25,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,0.001,25,False,True,True,False,True,6,21,2,True,0.6931204642617889,0.0
Full,rank-1,0.001,26,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,0.001,26,False,True,True,False,True,7,20,3,True,0.6931040552577322,0.0
Full,rank-1,0.001,27,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,0.001,27,False,True,True,False,True,7,20,2,True,0.6931317042690263,0.0
Full,rank-1,0.001,28,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,0.001,28,False,True,True,False,True,8,19,1,True,0.6930074476223433,1.1102230246251565e-16
Full,rank-1,0.001,29,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,0.001,29,False,True,True,False,True,12,15,1,True,0.6930642532967211,2.220446049250313e-16
Full,rank-1,0.001,30,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,0.001,30,False,True,True,False,True,9,18,3,True,0.6927273108109804,0.0
Full,rank-1,0.001,31,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,0.001,31,False,True,True,False,True,7,20,2,True,0.6890478844056156,2.220446049250313e-16
Full,rank-1,0.001,32,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,0.001,32,False,True,True,False,True,9,18,3,True,0.6931098008421225,0.0
Full,rank-1,0.001,33,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,0.001,33,False,True,True,False,True,9,18,2,True,0.6911715718879594,1.1102230246251565e-16
Full,rank-1,0.001,34,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,0.001,34,False,True,True,False,True,6,21,2,True,0.6930996255392791,0.0
Full,rank-1,0.001,35,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,0.001,35,False,True,True,False,True,9,18,2,True,0.6930609246376215,0.0
Full,rank-1,0.001,36,True,True,True,True,False,0,27,1,True,0.6931471805599453,3.3306690738754696e-16
Unprotected,rank-1,0.001,36,False,True,True,False,True,7,20,3,True,0.6916422170601477,0.0
Full,rank-1,0.001,37,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,0.001,37,False,True,True,False,True,7,20,1,True,0.6895828034592073,2.220446049250313e-16
Full,rank-1,0.001,38,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,0.001,38,False,True,True,False,True,10,17,4,True,0.6880526939764474,2.220446049250313e-16
Full,rank-1,0.001,39,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,0.001,39,False,True,True,False,True,7,20,2,True,0.6931169131316369,2.220446049250313e-16
Full,rank-1,0.001,40,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,0.001,40,False,True,True,False,True,7,20,3,True,0.69289851949548,2.220446049250313e-16
Full,rank-1,0.001,41,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,0.001,41,False,True,True,False,True,10,17,1,True,0.680294228058109,0.0
Full,rank-1,0.001,42,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,0.001,42,False,True,True,False,True,9,18,3,True,0.693147175731091,0.0
Full,rank-1,0.001,43,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,0.001,43,False,True,True,False,True,9,18,1,True,0.6931287024078822,0.0
Full,rank-1,0.001,44,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,0.001,44,False,True,True,False,True,5,22,2,True,0.693108044167181,1.1102230246251565e-16
Full,rank-1,0.001,45,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,0.001,45,False,True,True,False,True,9,18,3,True,0.6930336807941477,0.0
Full,rank-1,0.001,46,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,0.001,46,False,True,True,False,True,6,21,2,True,0.6931466326680902,1.1102230246251565e-16
Full,rank-1,0.001,47,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,0.001,47,False,True,True,False,True,7,20,2,True,0.6875648561095389,0.0
Full,rank-1,0.001,48,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,0.001,48,False,True,True,False,True,9,18,3,True,0.6931373853777915,0.0
Full,rank-1,0.001,49,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,0.001,49,False,True,True,False,True,6,21,2,True,0.6931344952125451,1.1102230246251565e-16
Full,rank-1,1e-06,0,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,0,False,True,True,False,True,7,20,1,True,0.6931135343518351,0.0
Full,rank-1,1e-06,1,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,1,False,True,True,False,True,8,19,1,True,0.6815839203297687,2.220446049250313e-16
Full,rank-1,1e-06,2,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,2,False,True,True,False,True,4,23,1,True,0.6931034282742268,0.0
Full,rank-1,1e-06,3,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,3,False,True,True,False,True,8,19,1,True,0.6931470118254679,0.0
Full,rank-1,1e-06,4,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,4,False,True,True,False,True,12,15,1,True,0.6904197652454951,1.1102230246251565e-16
Full,rank-1,1e-06,5,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,5,False,True,True,False,True,11,16,1,True,0.6896694029055943,0.0
Full,rank-1,1e-06,6,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,6,False,True,True,False,True,10,17,1,True,0.6931471805599453,0.0
Full,rank-1,1e-06,7,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,7,False,True,True,False,True,10,17,1,True,0.6928942460373018,0.0
Full,rank-1,1e-06,8,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,8,False,True,True,False,True,9,18,1,True,0.6898499780582437,0.0
Full,rank-1,1e-06,9,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,9,False,True,True,False,True,6,21,1,True,0.6930423205417126,2.220446049250313e-16
Full,rank-1,1e-06,10,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,10,False,True,True,False,True,5,22,1,True,0.691285279774329,1.1102230246251565e-16
Full,rank-1,1e-06,11,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,11,False,True,True,False,True,6,21,1,True,0.6909208001145201,0.0
Full,rank-1,1e-06,12,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,12,False,True,True,False,True,9,18,1,True,0.6928989086618177,0.0
Full,rank-1,1e-06,13,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,13,False,True,True,False,True,9,18,1,True,0.6904529491425732,2.220446049250313e-16
Full,rank-1,1e-06,14,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,14,False,True,True,False,True,6,21,1,True,0.693020163020423,0.0
Full,rank-1,1e-06,15,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,15,False,True,True,False,True,8,19,1,True,0.6889555540983708,2.220446049250313e-16
Full,rank-1,1e-06,16,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,16,False,True,True,False,True,10,17,1,True,0.6926334206597304,0.0
Full,rank-1,1e-06,17,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,17,False,True,True,False,True,11,16,1,True,0.6926398212095733,0.0
Full,rank-1,1e-06,18,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,18,False,True,True,False,True,9,18,1,True,0.6913928619355182,0.0
Full,rank-1,1e-06,19,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,19,False,True,True,False,True,6,21,1,True,0.6931471805599453,0.0
Full,rank-1,1e-06,20,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,20,False,True,True,False,True,7,20,1,True,0.6830268718086865,0.0
Full,rank-1,1e-06,21,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,21,False,True,True,False,True,10,17,1,True,0.6921640534868801,2.220446049250313e-16
Full,rank-1,1e-06,22,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,22,False,True,True,False,True,9,18,1,True,0.6790104118569074,0.0
