method,geometry,tau,trial,success,finite,expected_fallback,declared_fallback,angular_available,low_count,retained_count,iterations,converged,max_raw_weight,normalization_error
Unprotected,full-rank,1e-09,31,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-09,32,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Unprotected,full-rank,1e-09,32,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-09,33,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Unprotected,full-rank,1e-09,33,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-09,34,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Unprotected,full-rank,1e-09,34,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-09,35,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,full-rank,1e-09,35,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-09,36,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,full-rank,1e-09,36,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-09,37,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,full-rank,1e-09,37,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-09,38,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,full-rank,1e-09,38,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-09,39,True,True,False,False,True,0,27,1,True,0.6931471805599453,4.440892098500626e-16
Unprotected,full-rank,1e-09,39,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-09,40,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,full-rank,1e-09,40,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-09,41,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Unprotected,full-rank,1e-09,41,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-09,42,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,full-rank,1e-09,42,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-09,43,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,full-rank,1e-09,43,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-09,44,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,full-rank,1e-09,44,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-09,45,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,full-rank,1e-09,45,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-09,46,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,full-rank,1e-09,46,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-09,47,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,full-rank,1e-09,47,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-09,48,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,full-rank,1e-09,48,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-09,49,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,full-rank,1e-09,49,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-12,0,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,full-rank,1e-12,0,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-12,1,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,full-rank,1e-12,1,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-12,2,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,full-rank,1e-12,2,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-12,3,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,full-rank,1e-12,3,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-12,4,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Unprotected,full-rank,1e-12,4,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-12,5,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,full-rank,1e-12,5,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-12,6,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Unprotected,full-rank,1e-12,6,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-12,7,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Unprotected,full-rank,1e-12,7,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-12,8,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Unprotected,full-rank,1e-12,8,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-12,9,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,full-rank,1e-12,9,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-12,10,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Unprotected,full-rank,1e-12,10,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-12,11,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,full-rank,1e-12,11,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-12,12,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,full-rank,1e-12,12,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-12,13,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,full-rank,1e-12,13,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-12,14,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,full-rank,1e-12,14,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-12,15,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Unprotected,full-rank,1e-12,15,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-12,16,True,True,False,False,True,0,27,1,True,0.6931471805599453,3.3306690738754696e-16
Unprotected,full-rank,1e-12,16,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-12,17,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,full-rank,1e-12,17,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-12,18,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,full-rank,1e-12,18,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-12,19,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,full-rank,1e-12,19,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-12,20,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Unprotected,full-rank,1e-12,20,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-12,21,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,full-rank,1e-12,21,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-12,22,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Unprotected,full-rank,1e-12,22,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-12,23,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,full-rank,1e-12,23,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-12,24,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,full-rank,1e-12,24,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-12,25,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Unprotected,full-rank,1e-12,25,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-12,26,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,full-rank,1e-12,26,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-12,27,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,full-rank,1e-12,27,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-12,28,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Unprotected,full-rank,1e-12,28,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-12,29,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,full-rank,1e-12,29,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-12,30,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,full-rank,1e-12,30,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-12,31,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,full-rank,1e-12,31,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-12,32,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Unprotected,full-rank,1e-12,32,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-12,33,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Unprotected,full-rank,1e-12,33,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-12,34,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,full-rank,1e-12,34,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-12,35,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Unprotected,full-rank,1e-12,35,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-12,36,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Unprotected,full-rank,1e-12,36,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-12,37,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Unprotected,full-rank,1e-12,37,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-12,38,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Unprotected,full-rank,1e-12,38,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-12,39,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Unprotected,full-rank,1e-12,39,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-12,40,True,True,False,False,True,0,27,1,True,0.6931471805599453,3.3306690738754696e-16
Unprotected,full-rank,1e-12,40,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-12,41,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Unprotected,full-rank,1e-12,41,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-12,42,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,full-rank,1e-12,42,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-12,43,True,True,False,False,True,0,27,1,True,0.6931471805599453,4.440892098500626e-16
Unprotected,full-rank,1e-12,43,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-12,44,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Unprotected,full-rank,1e-12,44,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-12,45,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Unprotected,full-rank,1e-12,45,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-12,46,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Unprotected,full-rank,1e-12,46,True,True,False,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-12,47,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Unprotected,full-rank,1e-12,47,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-12,48,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Unprotected,full-rank,1e-12,48,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-12,49,True,True,False,False,True,0,27,1,True,0.6931471805599453,0.0
Unprotected,full-rank,1e-12,49,True,True,False,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-50,0,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,0,False,True,True,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-50,1,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,1,False,True,True,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-50,2,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,2,False,True,True,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-50,3,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,3,False,True,True,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-50,4,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,4,False,True,True,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-50,5,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,5,False,True,True,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-50,6,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,6,False,True,True,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-50,7,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,7,False,True,True,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-50,8,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,8,False,True,True,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-50,9,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,9,False,True,True,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-50,10,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,10,False,True,True,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-50,11,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,11,False,True,True,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-50,12,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,12,False,True,True,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-50,13,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,13,False,True,True,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-50,14,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,14,False,True,True,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-50,15,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,15,False,True,True,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-50,16,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,16,False,True,True,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-50,17,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,17,False,True,True,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-50,18,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,18,False,True,True,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-50,19,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,19,False,True,True,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-50,20,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,20,False,True,True,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-50,21,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,21,False,True,True,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-50,22,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,22,False,True,True,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-50,23,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,23,False,True,True,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-50,24,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,24,False,True,True,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-50,25,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,25,False,True,True,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-50,26,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,26,False,True,True,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-50,27,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,27,False,True,True,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-50,28,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,28,False,True,True,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-50,29,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,29,False,True,True,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-50,30,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,30,False,True,True,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-50,31,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,31,False,True,True,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-50,32,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,32,False,True,True,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-50,33,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,33,False,True,True,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-50,34,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,34,False,True,True,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-50,35,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,35,False,True,True,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-50,36,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,36,False,True,True,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-50,37,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,37,False,True,True,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-50,38,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,38,False,True,True,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-50,39,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,39,False,True,True,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-50,40,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,40,False,True,True,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-50,41,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,41,False,True,True,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-50,42,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,42,False,True,True,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-50,43,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,43,False,True,True,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-50,44,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,44,False,True,True,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-50,45,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,45,False,True,True,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-50,46,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,46,False,True,True,False,True,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-50,47,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,47,False,True,True,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-50,48,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,48,False,True,True,False,True,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-50,49,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-50,49,False,True,True,False,True,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-150,0,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,0,False,True,True,False,False,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-150,1,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,1,False,True,True,False,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-150,2,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,2,False,True,True,False,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-150,3,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,3,False,True,True,False,False,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-150,4,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,4,False,True,True,False,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-150,5,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,5,False,True,True,False,False,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-150,6,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,6,False,True,True,False,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-150,7,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,7,False,True,True,False,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-150,8,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,8,False,True,True,False,False,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-150,9,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,9,False,True,True,False,False,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-150,10,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,10,False,True,True,False,False,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-150,11,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,11,False,True,True,False,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-150,12,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,12,False,True,True,False,False,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-150,13,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,13,False,True,True,False,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-150,14,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,14,False,True,True,False,False,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-150,15,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,15,False,True,True,False,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-150,16,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,16,False,True,True,False,False,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-150,17,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,17,False,True,True,False,False,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-150,18,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,18,False,True,True,False,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-150,19,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,19,False,True,True,False,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Full,full-rank,1e-150,20,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,20,False,True,True,False,False,0,27,1,True,0.6931471805599453,0.0
Full,full-rank,1e-150,21,True,True,True,True,False,0,27,0,True,0.0,0.0
Unprotected,full-rank,1e-150,21,False,True,True,False,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Full,full-rank,1e-150,22,True,True,True,True,False,0,27,0,True,0.0,0.0
