method,geometry,tau,trial,success,finite,expected_fallback,declared_fallback,angular_available,low_count,retained_count,iterations,converged,max_raw_weight,normalization_error
Full,rank-1,1e-06,142,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,142,False,True,True,False,True,8,19,1,True,0.6931353361829202,1.1102230246251565e-16
Full,rank-1,1e-06,143,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,143,False,True,True,False,True,6,21,1,True,0.692188057791157,2.220446049250313e-16
Full,rank-1,1e-06,144,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,144,False,True,True,False,True,6,21,1,True,0.6913593512728237,1.1102230246251565e-16
Full,rank-1,1e-06,145,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,145,False,True,True,False,True,6,21,1,True,0.6929577804607301,1.1102230246251565e-16
Full,rank-1,1e-06,146,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,146,False,True,True,False,True,9,18,1,True,0.6909109705987381,0.0
Full,rank-1,1e-06,147,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,147,False,True,True,False,True,7,20,1,True,0.6929581170377261,2.220446049250313e-16
Full,rank-1,1e-06,148,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,148,False,True,True,False,True,9,18,1,True,0.6920062161614076,2.220446049250313e-16
Full,rank-1,1e-06,149,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,149,False,True,True,False,True,8,19,1,True,0.6927112528567292,2.220446049250313e-16
Full,rank-1,1e-06,150,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,150,False,True,True,False,True,11,16,1,True,0.690408510572918,0.0
Full,rank-1,1e-06,151,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,151,False,True,True,False,True,8,19,1,True,0.6879346403925154,2.220446049250313e-16
Full,rank-1,1e-06,152,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,152,False,True,True,False,True,6,21,1,True,0.688014922454508,0.0
Full,rank-1,1e-06,153,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,153,False,True,True,False,True,9,18,1,True,0.689313991015735,0.0
Full,rank-1,1e-06,154,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,154,False,True,True,False,True,6,21,1,True,0.6844243661163869,1.1102230246251565e-16
Full,rank-1,1e-06,155,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,155,False,True,True,False,True,7,20,1,True,0.6922563101839241,4.440892098500626e-16
Full,rank-1,1e-06,156,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,156,False,True,True,False,True,6,21,1,True,0.693105113641438,2.220446049250313e-16
Full,rank-1,1e-06,157,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,157,False,True,True,False,True,9,18,1,True,0.69074412744589,0.0
Full,rank-1,1e-06,158,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,158,False,True,True,False,True,8,19,1,True,0.6926790187793941,1.1102230246251565e-16
Full,rank-1,1e-06,159,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,159,False,True,True,False,True,6,21,1,True,0.6843048829523628,0.0
Full,rank-1,1e-06,160,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,160,False,True,True,False,True,10,17,1,True,0.6919321325958755,0.0
Full,rank-1,1e-06,161,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,161,False,True,True,False,True,7,20,1,True,0.6928232213194981,0.0
Full,rank-1,1e-06,162,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,162,False,True,True,False,True,7,20,1,True,0.6902129419893136,2.220446049250313e-16
Full,rank-1,1e-06,163,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,163,False,True,True,False,True,8,19,1,True,0.6822289939914589,0.0
Full,rank-1,1e-06,164,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,164,False,True,True,False,True,6,21,1,True,0.6849968033504727,1.1102230246251565e-16
Full,rank-1,1e-06,165,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,165,False,True,True,False,True,7,20,1,True,0.6923912126545092,2.220446049250313e-16
Full,rank-1,1e-06,166,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,166,False,True,True,False,True,10,17,1,True,0.6927210213505213,0.0
Full,rank-1,1e-06,167,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,167,False,True,True,False,True,7,20,1,True,0.692933291528874,2.220446049250313e-16
Full,rank-1,1e-06,168,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,168,False,True,True,False,True,8,19,1,True,0.6918902187058698,0.0
Full,rank-1,1e-06,169,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,169,False,True,True,False,True,5,22,1,True,0.6925443815963483,2.220446049250313e-16
Full,rank-1,1e-06,170,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,170,False,True,True,False,True,6,21,1,True,0.6930437765018956,2.220446049250313e-16
Full,rank-1,1e-06,171,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,171,False,True,True,False,True,7,20,1,True,0.6904888333501534,0.0
Full,rank-1,1e-06,172,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,172,False,True,True,False,True,8,19,1,True,0.6931471805599453,2.220446049250313e-16
Full,rank-1,1e-06,173,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,173,False,True,True,False,True,9,18,1,True,0.6925203347746867,1.1102230246251565e-16
Full,rank-1,1e-06,174,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,174,False,True,True,False,True,8,19,1,True,0.6930969218015388,2.220446049250313e-16
Full,rank-1,1e-06,175,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,175,False,True,True,False,True,6,21,1,True,0.6929971029060576,0.0
Full,rank-1,1e-06,176,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,176,False,True,True,False,True,7,20,1,True,0.6930570224033393,0.0
Full,rank-1,1e-06,177,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,177,False,True,True,False,True,8,19,1,True,0.6883710527796432,0.0
Full,rank-1,1e-06,178,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,178,False,True,True,False,True,8,19,1,True,0.6904861023026406,2.220446049250313e-16
Full,rank-1,1e-06,179,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,179,False,True,True,False,True,10,17,1,True,0.6923385399573708,0.0
Full,rank-1,1e-06,180,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,180,False,True,True,False,True,8,19,1,True,0.6908274630444928,2.220446049250313e-16
Full,rank-1,1e-06,181,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,181,False,True,True,False,True,8,19,1,True,0.6894903357151811,0.0
Full,rank-1,1e-06,182,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,182,False,True,True,False,True,7,20,1,True,0.6905323502300983,0.0
Full,rank-1,1e-06,183,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,183,False,True,True,False,True,10,17,1,True,0.6930366213659973,0.0
Full,rank-1,1e-06,184,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,184,False,True,True,False,True,8,19,1,True,0.6923456872532451,1.1102230246251565e-16
Full,rank-1,1e-06,185,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,185,False,True,True,False,True,10,17,1,True,0.6905882355920911,0.0
Full,rank-1,1e-06,186,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,186,False,True,True,False,True,6,21,1,True,0.6930765590560458,2.220446049250313e-16
Full,rank-1,1e-06,187,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,187,False,True,True,False,True,9,18,1,True,0.6931088508479628,0.0
Full,rank-1,1e-06,188,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,188,False,True,True,False,True,10,17,1,True,0.6931402976098343,0.0
Full,rank-1,1e-06,189,True,True,True,True,False,0,27,1,True,0.6931471805599453,3.3306690738754696e-16
Unprotected,rank-1,1e-06,189,False,True,True,False,True,7,20,1,True,0.6907899091369468,2.220446049250313e-16
Full,rank-1,1e-06,190,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,190,False,True,True,False,True,9,18,1,True,0.6925107511173598,1.1102230246251565e-16
Full,rank-1,1e-06,191,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,191,False,True,True,False,True,9,18,1,True,0.6930970392754375,1.1102230246251565e-16
Full,rank-1,1e-06,192,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,192,False,True,True,False,True,9,18,1,True,0.6924417601585703,0.0
Full,rank-1,1e-06,193,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,193,False,True,True,False,True,7,20,1,True,0.6862661171522512,0.0
Full,rank-1,1e-06,194,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,194,False,True,True,False,True,10,17,1,True,0.6927829746997783,0.0
Full,rank-1,1e-06,195,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,195,False,True,True,False,True,9,18,1,True,0.6876624956844754,0.0
Full,rank-1,1e-06,196,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,196,False,True,True,False,True,6,21,1,True,0.6931364977325218,0.0
Full,rank-1,1e-06,197,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,197,False,True,True,False,True,10,17,1,True,0.6931282044140421,2.220446049250313e-16
Full,rank-1,1e-06,198,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,198,False,True,True,False,True,7,20,1,True,0.6930106443777846,0.0
Full,rank-1,1e-06,199,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,199,False,True,True,False,True,7,20,1,True,0.6931358727064185,2.220446049250313e-16
Full,rank-1,1e-06,200,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,200,False,True,True,False,True,11,16,1,True,0.6904548125482372,0.0
Full,rank-1,1e-06,201,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,201,False,True,True,False,True,9,18,1,True,0.6930819301429859,2.220446049250313e-16
Full,rank-1,1e-06,202,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,202,False,True,True,False,True,7,20,1,True,0.6919607462444222,2.220446049250313e-16
Full,rank-1,1e-06,203,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,203,False,True,True,False,True,7,20,1,True,0.6930406852684855,0.0
Full,rank-1,1e-06,204,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,204,False,True,True,False,True,9,18,1,True,0.6904005108602675,0.0
Full,rank-1,1e-06,205,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,205,False,True,True,False,True,7,20,1,True,0.6929243750498212,0.0
Full,rank-1,1e-06,206,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,206,False,True,True,False,True,7,20,1,True,0.6929914888118284,0.0
Full,rank-1,1e-06,207,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,207,False,True,True,False,True,6,21,1,True,0.6903579082388472,1.1102230246251565e-16
Full,rank-1,1e-06,208,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,208,False,True,True,False,True,9,18,1,True,0.6798341948358978,0.0
Full,rank-1,1e-06,209,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,209,False,True,True,False,True,10,17,1,True,0.6850260141092023,0.0
Full,rank-1,1e-06,210,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,210,False,True,True,False,True,9,18,1,True,0.6924177133906967,2.220446049250313e-16
Full,rank-1,1e-06,211,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,211,False,True,True,False,True,11,16,1,True,0.6930939265462608,0.0
Full,rank-1,1e-06,212,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,212,False,True,True,False,True,6,21,1,True,0.6931209246980774,1.1102230246251565e-16
Full,rank-1,1e-06,213,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,213,False,True,True,False,True,9,18,1,True,0.6922919512039739,2.220446049250313e-16
Full,rank-1,1e-06,214,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,214,False,True,True,False,True,7,20,1,True,0.6921495570961205,0.0
Full,rank-1,1e-06,215,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,215,False,True,True,False,True,9,18,1,True,0.6931393326742131,0.0
Full,rank-1,1e-06,216,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,216,False,True,True,False,True,10,17,1,True,0.6931471355539097,0.0
Full,rank-1,1e-06,217,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,217,False,True,True,False,True,7,20,1,True,0.693022853667171,2.220446049250313e-16
Full,rank-1,1e-06,218,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,218,False,True,True,False,True,9,18,1,True,0.6926772995909742,0.0
Full,rank-1,1e-06,219,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,219,False,True,True,False,True,8,19,1,True,0.6927968909058396,0.0
Full,rank-1,1e-06,220,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,220,False,True,True,False,True,8,19,1,True,0.6917698703713544,0.0
Full,rank-1,1e-06,221,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,221,False,True,True,False,True,6,21,1,True,0.6920801873169694,1.1102230246251565e-16
Full,rank-1,1e-06,222,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,222,False,True,True,False,True,5,22,1,True,0.6924755950151279,1.1102230246251565e-16
Full,rank-1,1e-06,223,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,223,False,True,True,False,True,8,19,1,True,0.6930364693633794,2.220446049250313e-16
Full,rank-1,1e-06,224,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,224,False,True,True,False,True,9,18,1,True,0.6910133322386453,0.0
Full,rank-1,1e-06,225,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,225,False,True,True,False,True,9,18,1,True,0.6925346973383805,0.0
Full,rank-1,1e-06,226,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,226,False,True,True,False,True,7,20,1,True,0.6930132857660632,0.0
Full,rank-1,1e-06,227,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,227,False,True,True,False,True,6,21,1,True,0.6930884165694068,0.0
Full,rank-1,1e-06,228,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,228,False,True,True,False,True,5,22,1,True,0.6930466029844013,2.220446049250313e-16
Full,rank-1,1e-06,229,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,229,False,True,True,False,True,8,19,1,True,0.6931470319572264,0.0
Full,rank-1,1e-06,230,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,230,False,True,True,False,True,6,21,1,True,0.6904498568511435,1.1102230246251565e-16
Full,rank-1,1e-06,231,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,231,False,True,True,False,True,10,17,1,True,0.6916890813153093,1.1102230246251565e-16
Full,rank-1,1e-06,232,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,232,False,True,True,False,True,8,19,1,True,0.6857088094242832,2.220446049250313e-16
Full,rank-1,1e-06,233,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,233,False,True,True,False,True,7,20,1,True,0.6748528089905633,2.220446049250313e-16
Full,rank-1,1e-06,234,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,234,False,True,True,False,True,8,19,1,True,0.677089308791571,0.0
Full,rank-1,1e-06,235,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,235,False,True,True,False,True,7,20,1,True,0.6888013020513752,0.0
Full,rank-1,1e-06,236,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,236,False,True,True,False,True,6,21,1,True,0.692766359924015,2.220446049250313e-16
Full,rank-1,1e-06,237,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,237,False,True,True,False,True,11,16,1,True,0.686544894833202,0.0
Full,rank-1,1e-06,238,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,238,False,True,True,False,True,7,20,1,True,0.6895376605270696,0.0
Full,rank-1,1e-06,239,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,239,False,True,True,False,True,6,21,1,True,0.6931471805599453,3.3306690738754696e-16
Full,rank-1,1e-06,240,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,240,False,True,True,False,True,6,21,1,True,0.6925891165716247,1.1102230246251565e-16
Full,rank-1,1e-06,241,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,241,False,True,True,False,True,8,19,1,True,0.6919309583046352,0.0
Full,rank-1,1e-06,242,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,242,False,True,True,False,True,10,17,1,True,0.6857998140098465,0.0
Full,rank-1,1e-06,243,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,243,False,True,True,False,True,6,21,1,True,0.6909505113699531,1.1102230246251565e-16
Full,rank-1,1e-06,244,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,244,False,True,True,False,True,6,21,1,True,0.6931471805599453,2.220446049250313e-16
Full,rank-1,1e-06,245,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,245,False,True,True,False,True,6,21,1,True,0.6846734745653956,0.0
Full,rank-1,1e-06,246,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,246,False,True,True,False,True,5,22,1,True,0.6931471703108122,1.1102230246251565e-16
Full,rank-1,1e-06,247,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,247,False,True,True,False,True,8,19,1,True,0.6825469803198032,2.220446049250313e-16
Full,rank-1,1e-06,248,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,248,False,True,True,False,True,9,18,1,True,0.692917526398125,0.0
Full,rank-1,1e-06,249,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,249,False,True,True,False,True,8,19,1,True,0.6893384678086739,0.0
Full,rank-1,1e-06,250,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,250,False,True,True,False,True,9,18,1,True,0.693061803873434,0.0
Full,rank-1,1e-06,251,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,251,False,True,True,False,True,9,18,1,True,0.692176803179141,2.220446049250313e-16
Full,rank-1,1e-06,252,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,252,False,True,True,False,True,8,19,1,True,0.6834849785656015,1.1102230246251565e-16
Full,rank-1,1e-06,253,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,253,False,True,True,False,True,6,21,1,True,0.6924973927009136,1.1102230246251565e-16
Full,rank-1,1e-06,254,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,254,False,True,True,False,True,10,17,1,True,0.6931142979704557,0.0
Full,rank-1,1e-06,255,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,255,False,True,True,False,True,9,18,1,True,0.6930952079898742,2.220446049250313e-16
Full,rank-1,1e-06,256,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,256,False,True,True,False,True,9,18,1,True,0.686047808709718,0.0
Full,rank-1,1e-06,257,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,257,False,True,True,False,True,6,21,1,True,0.6890262370311088,2.220446049250313e-16
Full,rank-1,1e-06,258,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,258,False,True,True,False,True,9,18,1,True,0.6924353150039835,1.1102230246251565e-16
Full,rank-1,1e-06,259,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,259,False,True,True,False,True,8,19,1,True,0.6931293264552401,1.1102230246251565e-16
Full,rank-1,1e-06,260,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,260,False,True,True,False,True,7,20,1,True,0.692953439805569,0.0
Full,rank-1,1e-06,261,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,261,False,True,True,False,True,7,20,1,True,0.6899445480565048,0.0
Full,rank-1,1e-06,262,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,262,False,True,True,False,True,9,18,1,True,0.6884606205926399,2.220446049250313e-16
Full,rank-1,1e-06,263,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,263,False,True,True,False,True,10,17,1,True,0.6931445637797394,1.1102230246251565e-16
Full,rank-1,1e-06,264,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,264,False,True,True,False,True,8,19,1,True,0.6931393648259149,1.1102230246251565e-16
Full,rank-1,1e-06,265,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,265,False,True,True,False,True,9,18,1,True,0.6931094212318569,0.0
Full,rank-1,1e-06,266,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,266,False,True,True,False,True,13,14,1,True,0.6802295737490959,0.0
Full,rank-1,1e-06,267,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,267,False,True,True,False,True,9,18,1,True,0.6931429569130816,0.0
Full,rank-1,1e-06,268,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,268,False,True,True,False,True,8,19,1,True,0.6929397216387934,2.220446049250313e-16
Full,rank-1,1e-06,269,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,269,False,True,True,False,True,6,21,1,True,0.6915569887880528,2.220446049250313e-16
Full,rank-1,1e-06,270,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,270,False,True,True,False,True,9,18,1,True,0.6848238208260807,0.0
Full,rank-1,1e-06,271,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,271,False,True,True,False,True,9,18,1,True,0.692452236817664,0.0
Full,rank-1,1e-06,272,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,272,False,True,True,False,True,9,18,1,True,0.6853405875352236,0.0
Full,rank-1,1e-06,273,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,273,False,True,True,False,True,9,18,1,True,0.6853320094492339,0.0
Full,rank-1,1e-06,274,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
Unprotected,rank-1,1e-06,274,False,True,True,False,True,8,19,1,True,0.693140717113957,0.0
Full,rank-1,1e-06,275,True,True,True,True,False,0,27,1,True,0.6931471805599453,0.0
Unprotected,rank-1,1e-06,275,False,True,True,False,True,9,18,1,True,0.6927476219551174,1.1102230246251565e-16
Full,rank-1,1e-06,276,True,True,True,True,False,0,27,1,True,0.6931471805599453,1.1102230246251565e-16
Unprotected,rank-1,1e-06,276,False,True,True,False,True,9,18,1,True,0.6920025967697945,2.220446049250313e-16
Full,rank-1,1e-06,277,True,True,True,True,False,0,27,1,True,0.6931471805599453,2.220446049250313e-16
