protocol,n,run,audit_mode,chain_active_ms,tx_count,confirm_median_ms,confirm_p95_ms,ledger_bytes_task,gas_used,block_start,block_end,valid,contract_address
IRPP-TD,27,0,normal,15799.969846,31,501.851621,557.583355,8959,846795,3260,3291,true,0x0467c95d6c1b1c44da07ec88e71a97d4cffc98ac
BSIF,27,0,normal,28641.620968,57,501.570851,517.241308,210012,32308590,3291,3348,true,0x2d7b92f0ac8eb65bedb58b3264e4ee4f21baa141
RPPS-TDC,27,0,normal,29702.478362,59,501.450260,538.119538,199230,30554694,3348,3407,true,0x90d46e68a51f7c3f2046b7aea6a39d3021f0185b
IRPP-TD,27,0,proactive,18239.870458,36,501.841145,542.478191,10724,1093475,3407,3443,true,0x0467c95d6c1b1c44da07ec88e71a97d4cffc98ac
IRPP-TD,27,0,challenged,18709.391740,37,502.048242,546.774328,11013,1105131,3443,3480,true,0x0467c95d6c1b1c44da07ec88e71a97d4cffc98ac
IRPP-TD,27,0,delayed,18649.588403,37,501.274222,538.013566,11013,1105131,3480,3517,true,0x0467c95d6c1b1c44da07ec88e71a97d4cffc98ac
