protocol,n,dimension,payload_bytes,seed,audit_mode,offchain_active_ms,declared_wait_ms,offchain_final_ms,worker_ms,tp_sp_cloudA_ms,dr_cloudB_ms,rb_rc_ta_ms,auditor_ms,analytics_ms,crypto_and_protocol_ms,traffic_task_bytes,traffic_report_bytes,iterations,retained_count,valid,run,chain_active_ms,tx_count,confirm_median_ms,confirm_p95_ms,ledger_bytes_task,gas_used,e2e_active_ms,e2e_final_ms,total_traffic_task_bytes
RPPS-TDC,10,9,256,2026181024,normal,2764.385432,0.0,2764.385432,1796.050249,192.317581,723.123352,52.595483,0.0,473.529985,2290.855447,158184,6912.0,8,8,True,24,12579.555039,25.0,501.247503,515.154769,74739.0,11399128.0,15343.940471000002,15343.940471000002,232923.0
PRTD,10,9,256,2026181024,normal,6149.4654,0.0,6149.4654,3536.092936,1727.998597,843.773465,40.599406,0.0,379.542482,5769.922918,206540,7808.0,8,10,True,24,,,,,,,6149.4654,6149.4654,206540.0
BSIF,10,9,256,2026181025,normal,2526.222277,0.0,2526.222277,1791.27955,530.821795,204.042944,0.0,0.0,0.081693,2526.140584,155504,7324.0,1,10,True,25,11836.72414,23.0,502.192194,558.213655,78449.0,12032928.0,14362.946417,14362.946417,233953.0
RPPS-TDC,10,9,256,2026181025,normal,2767.591539,0.0,2767.591539,1811.081377,189.672628,714.170455,52.295911,0.0,468.838658,2298.752881,158184,6912.0,8,8,True,25,12656.130196,25.0,501.21802,547.285819,74739.0,11399128.0,15423.721735,15423.721735,232923.0
PRTD,10,9,256,2026181025,normal,6206.507056,0.0,6206.507056,3547.75084,1756.342043,860.524935,40.751329,0.0,385.419694,5821.087362,206540,7808.0,8,10,True,25,,,,,,,6206.507056,6206.507056,206540.0
IRPP-TD,10,9,256,2026181025,normal,12.062327,0.0,12.062327,7.340824,0.56785,4.029972,0.0,0.0,1.982934,10.079393,86220,1568.0,7,10,True,25,7036.239207,14.0,501.270906,504.964436,4046.0,363893.0,7048.301533999999,7548.301533999999,90266.0
RPPS-TDC,10,9,256,2026181026,normal,2806.8249,0.0,2806.8249,1833.99919,193.069425,726.05935,53.342458,0.0,476.401979,2330.4229210000003,158184,6912.0,8,8,True,26,12854.788606,25.0,501.835092,612.891229,74739.0,11399128.0,15661.613506,15661.613506,232923.0
PRTD,10,9,256,2026181026,normal,6158.246877,0.0,6158.246877,3541.403215,1730.623534,844.242602,40.947494,0.0,379.333675,5778.913202,206540,7808.0,8,10,True,26,,,,,,,6158.246877,6158.246877,206540.0
IRPP-TD,10,9,256,2026181026,normal,12.411037,0.0,12.411037,7.687665,0.56767,4.052208,0.0,0.0,2.004973,10.406064,86220,1568.0,6,10,True,26,7035.62565,14.0,500.92506,504.290985,4046.0,363893.0,7048.036687,7548.036687,90266.0
BSIF,10,9,256,2026181026,normal,2477.180924,0.0,2477.180924,1819.17318,517.032497,140.897948,0.0,0.0,0.085266,2477.095658,132272,7324.0,1,7,True,26,11560.159764,23.0,501.64606,533.115651,78449.0,12032928.0,14037.340688,14037.340688,210721.0
PRTD,10,9,256,2026181027,normal,6187.941147,0.0,6187.941147,3560.554417,1737.207939,848.227401,40.921696,0.0,381.716356,5806.224791,206540,7808.0,8,10,True,27,,,,,,,6187.941147,6187.941147,206540.0
IRPP-TD,10,9,256,2026181027,normal,11.800974,0.0,11.800974,7.187218,0.57318,3.913371,0.0,0.0,1.96299,9.837984,86220,1568.0,6,10,True,27,7116.252481,14.0,501.999609,542.423154,4046.0,363893.0,7128.053455,7628.053455,90266.0
BSIF,10,9,256,2026181027,normal,2494.328501,0.0,2494.328501,1837.35088,515.243765,141.627547,0.0,0.0,0.081517,2494.246984,132272,7324.0,1,7,True,27,11562.676921,23.0,501.678361,552.127248,78449.0,12032928.0,14057.005422,14057.005422,210721.0
RPPS-TDC,10,9,256,2026181027,normal,2788.074688,0.0,2788.074688,1810.083822,192.695979,731.637277,53.299266,0.0,480.297057,2307.777631,158184,6912.0,8,8,True,27,12695.835535,25.0,502.54622,536.764798,74739.0,11399128.0,15483.910223,15483.910223,232923.0
IRPP-TD,10,9,256,2026181028,normal,12.150188,0.0,12.150188,7.797179,0.553959,3.696562,0.0,0.0,1.844754,10.305434,86220,1568.0,6,10,True,28,7160.552363,14.0,502.474846,537.489828,4046.0,363893.0,7172.702550999999,7672.702550999999,90266.0
BSIF,10,9,256,2026181028,normal,2549.231188,0.0,2549.231188,1814.499201,531.833331,202.809969,0.0,0.0,0.080964,2549.150224,155504,7324.0,1,10,True,28,11615.499973,23.0,501.788542,593.9453,78449.0,12032928.0,14164.731161,14164.731161,233953.0
RPPS-TDC,10,9,256,2026181028,normal,2784.773266,0.0,2784.773266,1810.361946,193.821874,726.645513,53.56221,0.0,475.71935,2309.0539160000003,158184,6912.0,8,8,True,28,12732.840863,25.0,501.079477,625.309223,74739.0,11399128.0,15517.614129,15517.614129,232923.0
PRTD,10,9,256,2026181028,normal,6171.739904,0.0,6171.739904,3554.506172,1726.358595,848.895162,40.941011,0.0,379.266198,5792.473706,206540,7808.0,8,10,True,28,,,,,,,6171.739904,6171.739904,206540.0
BSIF,10,9,256,2026181029,normal,2484.207116,0.0,2484.207116,1822.952956,519.337955,141.843916,0.0,0.0,0.079788,2484.127328,132272,7324.0,1,7,True,29,11555.005874,23.0,500.923638,535.021692,78449.0,12032928.0,14039.21299,14039.21299,210721.0
RPPS-TDC,10,9,256,2026181029,normal,2776.715057,0.0,2776.715057,1813.488937,190.384153,719.975334,52.527927,0.0,472.321428,2304.393629,158184,6912.0,8,8,True,29,12577.941504,25.0,501.761505,537.479108,74739.0,11399128.0,15354.656561,15354.656561,232923.0
PRTD,10,9,256,2026181029,normal,6092.23321,0.0,6092.23321,3498.461601,1716.172291,836.619751,40.089951,0.0,376.13356,5716.09965,206540,7808.0,8,10,True,29,,,,,,,6092.23321,6092.23321,206540.0
IRPP-TD,10,9,256,2026181029,normal,12.039425,0.0,12.039425,7.530028,0.548716,3.861083,0.0,0.0,1.938525,10.1009,86220,1568.0,7,10,True,29,7072.522243,14.0,502.212208,522.485347,4046.0,363893.0,7084.561668,7584.561668,90266.0
IRPP-TD,20,9,256,2026281000,normal,31.551334,0.0,31.551334,23.844479,1.107773,6.452172,0.0,0.0,3.019731,28.531603,211480,1568.0,6,20,True,0,12120.761466,24.0,501.593506,533.326382,6936.0,647953.0,12152.3128,12652.3128,218416.0
BSIF,20,9,256,2026281000,normal,4898.354414,0.0,4898.354414,3593.722704,1025.328096,279.1834,0.0,0.0,0.097667,4898.256747,264480,7324.0,1,14,True,0,21933.697182,43.0,501.928186,552.125543,155839.0,23959788.0,26832.051596,26832.051596,420319.0
RPPS-TDC,20,9,256,2026281000,normal,5323.19812,0.0,5323.19812,3605.363277,201.355252,1409.72999,106.178333,0.0,957.004014,4366.194106,309328,6912.0,8,16,True,0,22738.255736,45.0,502.208246,539.119082,147969.0,22667108.0,28061.453856,28061.453856,457297.0
PRTD,20,9,256,2026281000,normal,10342.938523,0.0,10342.938523,6993.357026,1975.959619,1292.280741,80.031571,0.0,376.270422,9966.668101,357300,7808.0,8,20,True,0,,,,,,,10342.938523,10342.938523,357300.0
BSIF,20,9,256,2026281001,normal,5047.940828,0.0,5047.940828,3594.502277,1053.418396,399.90163,0.0,0.0,0.078176,5047.862652,310944,7324.0,1,20,True,1,21902.82476,43.0,501.594708,530.97055,155839.0,23959788.0,26950.765588,26950.765588,466783.0
RPPS-TDC,20,9,256,2026281001,normal,5285.057667,0.0,5285.057667,3591.91537,200.09511,1387.918392,104.58335,0.0,941.929421,4343.128246,309328,6912.0,8,16,True,1,22784.967234,45.0,501.884714,563.74807,147969.0,22667108.0,28070.024901,28070.024901,457297.0
PRTD,20,9,256,2026281001,normal,10356.119599,0.0,10356.119599,7003.801255,1980.557299,1290.248032,80.240058,0.0,375.099886,9981.019713,357300,7808.0,8,20,True,1,,,,,,,10356.119599,10356.119599,357300.0
IRPP-TD,20,9,256,2026281001,normal,32.615202,0.0,32.615202,24.669133,1.100428,6.668314,0.0,0.0,3.124715,29.490486999999995,211480,1568.0,6,20,True,1,12466.364132,24.0,502.630903,622.497193,6936.0,647953.0,12498.979334000001,12998.979334000001,218416.0
RPPS-TDC,20,9,256,2026281002,normal,5279.399117,0.0,5279.399117,3585.049269,200.553124,1388.749473,104.528544,0.0,942.194255,4337.204862,309328,6912.0,8,16,True,2,22750.385531,45.0,501.868601,603.771064,147969.0,22667108.0,28029.784648,28029.784648,457297.0
PRTD,20,9,256,2026281002,normal,10359.906653,0.0,10359.906653,7006.8846,1980.744877,1290.317014,80.592832,0.0,375.226657,9984.679996,357300,7808.0,8,20,True,2,,,,,,,10359.906653,10359.906653,357300.0
IRPP-TD,20,9,256,2026281002,normal,32.32366,0.0,32.32366,24.484411,1.107202,6.548845,0.0,0.0,3.014489,29.309171,211480,1568.0,6,20,True,2,12254.55067,24.0,501.936191,594.665865,6936.0,647953.0,12286.87433,12786.87433,218416.0
BSIF,20,9,256,2026281002,normal,4901.331872,0.0,4901.331872,3589.026452,1029.163797,283.006774,0.0,0.0,0.096266,4901.235606,264480,7324.0,1,14,True,2,21709.569126,43.0,501.69341,534.902527,155839.0,23959788.0,26610.900997999997,26610.900997999997,420319.0
PRTD,20,9,256,2026281003,normal,10446.188085,0.0,10446.188085,7067.09892,1998.05253,1298.753157,80.928192,0.0,377.725962,10068.462123,357300,7808.0,8,20,True,3,,,,,,,10446.188085,10446.188085,357300.0
IRPP-TD,20,9,256,2026281003,normal,32.696876,0.0,32.696876,24.529231,1.135642,6.848282,0.0,0.0,3.124806,29.572070000000004,211480,1568.0,7,20,True,3,12361.719237,24.0,503.209769,596.054898,6936.0,647953.0,12394.416113,12894.416113,218416.0
BSIF,20,9,256,2026281003,normal,5099.558821,0.0,5099.558821,3625.334341,1064.751865,409.35148,0.0,0.0,0.086368,5099.472452999999,310944,7324.0,1,20,True,3,21635.464806,43.0,501.626944,519.575799,155839.0,23959788.0,26735.023627,26735.023627,466783.0
RPPS-TDC,20,9,256,2026281003,normal,5299.485335,0.0,5299.485335,3592.915872,205.160839,1394.127554,106.713568,0.0,940.350557,4359.134778000001,309328,6912.0,9,16,True,3,22772.648741,45.0,501.704952,533.368145,147969.0,22667108.0,28072.134076000002,28072.134076000002,457297.0
IRPP-TD,20,9,256,2026281004,normal,33.488646,0.0,33.488646,25.10255,1.14571,7.050746,0.0,0.0,3.245471,30.243175,211480,1568.0,6,20,True,4,12060.760824,24.0,501.611747,515.672615,6936.0,647953.0,12094.24947,12594.24947,218416.0
BSIF,20,9,256,2026281004,normal,5130.423873,0.0,5130.423873,3658.987785,1062.774277,408.538546,0.0,0.0,0.084877,5130.338996,310944,7324.0,1,20,True,4,21721.802644,43.0,502.361793,535.962961,155839.0,23959788.0,26852.226517,26852.226517,466783.0
RPPS-TDC,20,9,256,2026281004,normal,5323.274317,0.0,5323.274317,3631.589469,200.350532,1386.35799,104.384094,0.0,939.745286,4383.529031,309328,6912.0,8,16,True,4,22690.814986,45.0,501.82684,530.22048,147969.0,22667108.0,28014.089303,28014.089303,457297.0
PRTD,20,9,256,2026281004,normal,10418.021036,0.0,10418.021036,7023.348995,2005.522853,1305.960653,81.856067,0.0,381.304317,10036.716719,357300,7808.0,8,20,True,4,,,,,,,10418.021036,10418.021036,357300.0
BSIF,20,9,256,2026281005,normal,5078.8713,0.0,5078.8713,3620.143745,1060.254273,398.351251,0.0,0.0,0.085341,5078.785959,310944,7324.0,1,20,True,5,21713.814376,43.0,502.11401,537.841274,155839.0,23959788.0,26792.685675999997,26792.685675999997,466783.0
RPPS-TDC,20,9,256,2026281005,normal,5277.177842,0.0,5277.177842,3584.878572,200.714907,1386.551111,104.451704,0.0,940.534388,4336.643454,309328,6912.0,8,16,True,5,22994.613005,45.0,502.215523,557.899318,147969.0,22667108.0,28271.790847,28271.790847,457297.0
PRTD,20,9,256,2026281005,normal,10341.7775,0.0,10341.7775,6992.199104,1977.611575,1290.166972,80.533061,0.0,375.432018,9966.345482,357300,7808.0,8,20,True,5,,,,,,,10341.7775,10341.7775,357300.0
IRPP-TD,20,9,256,2026281005,normal,32.633842,0.0,32.633842,24.6297,1.095805,6.72047,0.0,0.0,3.133997,29.499845,211480,1568.0,7,20,True,5,12063.327028,24.0,501.701097,503.797038,6936.0,647953.0,12095.960869999999,12595.960869999999,218416.0
RPPS-TDC,20,9,256,2026281006,normal,5345.209686,0.0,5345.209686,3632.579062,205.644612,1400.901948,105.487599,0.0,951.251842,4393.9578440000005,309328,6912.0,8,16,True,6,23069.744565,45.0,502.468611,579.293093,147969.0,22667108.0,28414.954251000003,28414.954251000003,457297.0
PRTD,20,9,256,2026281006,normal,10373.343958,0.0,10373.343958,7002.015565,1991.868171,1295.505327,82.527452,0.0,376.778006,9996.565952,357300,7808.0,8,20,True,6,,,,,,,10373.343958,10373.343958,357300.0
IRPP-TD,20,9,256,2026281006,normal,32.148408,0.0,32.148408,24.015383,1.126317,6.761261,0.0,0.0,3.224174,28.924234,211480,1568.0,6,20,True,6,12332.920504,24.0,502.456257,582.213345,6936.0,647953.0,12365.068911999999,12865.068911999999,218416.0
BSIF,20,9,256,2026281006,normal,4929.806213,0.0,4929.806213,3617.896818,1029.582784,282.194112,0.0,0.0,0.081722,4929.724491,264480,7324.0,1,14,True,6,21912.824868,43.0,501.879473,552.785291,155839.0,23959788.0,26842.631081,26842.631081,420319.0
PRTD,20,9,256,2026281007,normal,10403.528815,0.0,10403.528815,7038.642794,1989.088812,1294.179989,80.286884,0.0,376.86055,10026.668265,357300,7808.0,8,20,True,7,,,,,,,10403.528815,10403.528815,357300.0
IRPP-TD,20,9,256,2026281007,normal,32.637742,0.0,32.637742,24.702111,1.122164,6.638888,0.0,0.0,3.090102,29.54764,211480,1568.0,6,20,True,7,12350.339044,24.0,501.521983,611.848306,6936.0,647953.0,12382.976786000001,12882.976786000001,218416.0
BSIF,20,9,256,2026281007,normal,4951.397433,0.0,4951.397433,3629.429041,1038.347887,283.495128,0.0,0.0,0.084993,4951.31244,264480,7324.0,1,14,True,7,21970.998087,43.0,502.195816,552.788764,155839.0,23959788.0,26922.39552,26922.39552,420319.0
RPPS-TDC,20,9,256,2026281007,normal,5279.491312,0.0,5279.491312,3585.053072,200.738686,1388.588438,104.546393,0.0,942.970749,4336.520563,309328,6912.0,8,16,True,7,22702.804904,45.0,502.09565,538.647321,147969.0,22667108.0,27982.296216000002,27982.296216000002,457297.0
IRPP-TD,20,9,256,2026281008,normal,32.491114,0.0,32.491114,24.603329,1.116299,6.602583,0.0,0.0,3.00635,29.484764,211480,1568.0,7,20,True,8,12311.551334,24.0,502.622517,573.670746,6936.0,647953.0,12344.042448,12844.042448,218416.0
BSIF,20,9,256,2026281008,normal,4920.851307,0.0,4920.851307,3608.293133,1031.800801,280.628408,0.0,0.0,0.10207,4920.749237,264480,7324.0,1,14,True,8,22305.875091,43.0,502.520194,581.8503,155839.0,23959788.0,27226.726398000003,27226.726398000003,420319.0
RPPS-TDC,20,9,256,2026281008,normal,5337.263392,0.0,5337.263392,3627.053326,203.024881,1400.152324,106.412165,0.0,949.686204,4387.577188,309328,6912.0,8,16,True,8,23579.785334,45.0,503.09199,621.621289,147969.0,22667108.0,28917.048726,28917.048726,457297.0
PRTD,20,9,256,2026281008,normal,10457.608112,0.0,10457.608112,7073.134994,1998.914937,1303.719611,80.318557,0.0,379.430258,10078.177854,357300,7808.0,8,20,True,8,,,,,,,10457.608112,10457.608112,357300.0
BSIF,20,9,256,2026281009,normal,5089.322195,0.0,5089.322195,3624.176562,1062.814142,402.21165,0.0,0.0,0.084298,5089.237897,310944,7324.0,1,20,True,9,21613.929984,43.0,501.090292,537.100096,155839.0,23959788.0,26703.252179,26703.252179,466783.0
RPPS-TDC,20,9,256,2026281009,normal,5314.131969,0.0,5314.131969,3621.636845,201.186007,1385.703982,105.018318,0.0,940.196047,4373.935922,309328,6912.0,8,16,True,9,22629.382737,45.0,501.825314,537.551141,147969.0,22667108.0,27943.514706,27943.514706,457297.0
PRTD,20,9,256,2026281009,normal,10349.69556,0.0,10349.69556,6994.068926,1981.605536,1292.490769,80.196388,0.0,375.90731,9973.78825,357300,7808.0,8,20,True,9,,,,,,,10349.69556,10349.69556,357300.0
IRPP-TD,20,9,256,2026281009,normal,33.012897,0.0,33.012897,24.977992,1.126898,6.710694,0.0,0.0,3.115236,29.897661000000003,211480,1568.0,6,20,True,9,12127.277736,24.0,501.623545,571.827433,6936.0,647953.0,12160.290633,12660.290633,218416.0
RPPS-TDC,20,9,256,2026281010,normal,5283.678955,0.0,5283.678955,3591.056297,200.210946,1387.374934,104.497186,0.0,941.380887,4342.298068,309328,6912.0,8,16,True,10,23111.27593,45.0,502.253311,610.912132,147969.0,22667108.0,28394.954885,28394.954885,457297.0
PRTD,20,9,256,2026281010,normal,10371.756755,0.0,10371.756755,7021.342558,1971.201062,1296.828914,81.051814,0.0,377.007725,9994.74903,357300,7808.0,8,20,True,10,,,,,,,10371.756755,10371.756755,357300.0
IRPP-TD,20,9,256,2026281010,normal,33.554754,0.0,33.554754,24.93967,1.143142,7.265687,0.0,0.0,3.4118,30.142954000000003,211480,1568.0,6,20,True,10,12105.753198,24.0,501.653825,533.53594,6936.0,647953.0,12139.307952000001,12639.307952000001,218416.0
BSIF,20,9,256,2026281010,normal,5091.264963,0.0,5091.264963,3629.113207,1059.878613,402.124434,0.0,0.0,0.082234,5091.182728999999,310944,7324.0,1,20,True,10,21806.031032,43.0,501.992852,541.845037,155839.0,23959788.0,26897.295995,26897.295995,466783.0
PRTD,20,9,256,2026281011,normal,10482.706877,0.0,10482.706877,7084.015527,2009.913856,1307.020481,80.426718,0.0,380.671079,10102.035798,357300,7808.0,8,20,True,11,,,,,,,10482.706877,10482.706877,357300.0
IRPP-TD,20,9,256,2026281011,normal,32.036577,0.0,32.036577,24.117613,1.134086,6.611679,0.0,0.0,3.017298,29.019279,211480,1568.0,6,20,True,11,12105.901026,24.0,501.910401,563.210175,6936.0,647953.0,12137.937603,12637.937603,218416.0
BSIF,20,9,256,2026281011,normal,4945.145036,0.0,4945.145036,3627.437679,1031.896484,285.678953,0.0,0.0,0.124348,4945.020688,264480,7324.0,1,14,True,11,21929.232943,43.0,502.13814,554.69256,155839.0,23959788.0,26874.377978999997,26874.377978999997,420319.0
RPPS-TDC,20,9,256,2026281011,normal,5322.344382,0.0,5322.344382,3627.523086,200.648004,1388.926525,104.6341,0.0,942.891848,4379.452534,309328,6912.0,8,16,True,11,22806.48347,45.0,502.094383,540.841321,147969.0,22667108.0,28128.827852,28128.827852,457297.0
IRPP-TD,20,9,256,2026281012,normal,32.381,0.0,32.381,24.533405,1.103702,6.57891,0.0,0.0,2.918031,29.462969,211480,1568.0,6,20,True,12,12069.317656,24.0,501.711957,532.668502,6936.0,647953.0,12101.698655999999,12601.698655999999,218416.0
BSIF,20,9,256,2026281012,normal,4937.876728,0.0,4937.876728,3620.885744,1031.563043,285.28048,0.0,0.0,0.083237,4937.793491,264480,7324.0,1,14,True,12,21818.343858,43.0,502.177835,535.49758,155839.0,23959788.0,26756.220586,26756.220586,420319.0
RPPS-TDC,20,9,256,2026281012,normal,5342.70379,0.0,5342.70379,3630.803008,203.160206,1401.679994,106.410049,0.0,950.298613,4392.405177,309328,6912.0,8,16,True,12,22644.686341,45.0,501.805041,541.183149,147969.0,22667108.0,27987.390131,27987.390131,457297.0
PRTD,20,9,256,2026281012,normal,10455.408133,0.0,10455.408133,7060.355221,2005.922373,1306.112892,81.613297,0.0,379.687468,10075.720665,357300,7808.0,8,20,True,12,,,,,,,10455.408133,10455.408133,357300.0
BSIF,20,9,256,2026281013,normal,5099.649813,0.0,5099.649813,3628.022333,1065.823269,405.684205,0.0,0.0,0.091741,5099.558072,310944,7324.0,1,20,True,13,21924.44334,43.0,501.609791,592.024563,155839.0,23959788.0,27024.093153,27024.093153,466783.0
RPPS-TDC,20,9,256,2026281013,normal,5338.801204,0.0,5338.801204,3627.993376,200.639888,1404.261513,105.298995,0.0,955.254259,4383.546945,309328,6912.0,8,16,True,13,22860.259313,45.0,502.062563,546.392175,147969.0,22667108.0,28199.060516999998,28199.060516999998,457297.0
PRTD,20,9,256,2026281013,normal,10345.709861,0.0,10345.709861,6996.930267,1976.270095,1291.056665,80.167632,0.0,375.502052,9970.207809,357300,7808.0,8,20,True,13,,,,,,,10345.709861,10345.709861,357300.0
IRPP-TD,20,9,256,2026281013,normal,32.410355,0.0,32.410355,24.652174,1.089755,6.49564,0.0,0.0,2.912706,29.497649000000003,211480,1568.0,6,20,True,13,12166.375618,24.0,501.734225,539.931049,6936.0,647953.0,12198.785973,12698.785973,218416.0
RPPS-TDC,20,9,256,2026281014,normal,5282.121642,0.0,5282.121642,3588.654143,200.861787,1387.48542,104.589997,0.0,941.575225,4340.546417,309328,6912.0,9,16,True,14,22721.790976,45.0,501.972571,549.271001,147969.0,22667108.0,28003.912618000002,28003.912618000002,457297.0
PRTD,20,9,256,2026281014,normal,10379.67295,0.0,10379.67295,7011.824905,1990.060599,1295.879305,80.473981,0.0,375.854309,10003.818641,357300,7808.0,8,20,True,14,,,,,,,10379.67295,10379.67295,357300.0
IRPP-TD,20,9,256,2026281014,normal,32.58758,0.0,32.58758,24.602953,1.110898,6.692429,0.0,0.0,3.197861,29.389719000000003,211480,1568.0,7,20,True,14,12151.20097,24.0,502.086235,547.015072,6936.0,647953.0,12183.78855,12683.78855,218416.0
BSIF,20,9,256,2026281014,normal,4949.896948,0.0,4949.896948,3649.423827,1020.736271,279.617546,0.0,0.0,0.082812,4949.814136,264480,7324.0,1,14,True,14,21867.968037,43.0,502.898521,542.366647,155839.0,23959788.0,26817.864985,26817.864985,420319.0
PRTD,20,9,256,2026281015,normal,10435.535205,0.0,10435.535205,7039.494443,2004.35816,1309.624923,80.743875,0.0,381.341695,10054.19351,357300,7808.0,8,20,True,15,,,,,,,10435.535205,10435.535205,357300.0
IRPP-TD,20,9,256,2026281015,normal,32.528346,0.0,32.528346,24.742574,1.08808,6.518198,0.0,0.0,3.105204,29.423142,211480,1568.0,6,20,True,15,12344.509674,24.0,502.278231,600.865919,6936.0,647953.0,12377.03802,12877.03802,218416.0
BSIF,20,9,256,2026281015,normal,4947.528329,0.0,4947.528329,3619.089101,1042.97037,285.343888,0.0,0.0,0.084021,4947.444308,264480,7324.0,1,14,True,15,21681.706,43.0,501.727647,544.683268,155839.0,23959788.0,26629.234329,26629.234329,420319.0
RPPS-TDC,20,9,256,2026281015,normal,5325.533378,0.0,5325.533378,3618.036167,201.378155,1400.679943,104.846038,0.0,952.33385,4373.199528,309328,6912.0,8,16,True,15,22807.029114,45.0,502.439847,541.159034,147969.0,22667108.0,28132.562492,28132.562492,457297.0
IRPP-TD,20,9,256,2026281016,normal,34.321665,0.0,34.321665,26.229499,1.110992,6.797397,0.0,0.0,3.170648,31.151017000000003,211480,1568.0,6,20,True,16,12159.400575,24.0,501.79732,543.165795,6936.0,647953.0,12193.72224,12693.72224,218416.0
BSIF,20,9,256,2026281016,normal,5104.691508,0.0,5104.691508,3638.166948,1062.886745,403.514397,0.0,0.0,0.082881,5104.608627,310944,7324.0,1,20,True,16,21898.859205,43.0,501.813457,571.443419,155839.0,23959788.0,27003.550713,27003.550713,466783.0
RPPS-TDC,20,9,256,2026281016,normal,5332.472797,0.0,5332.472797,3621.519565,201.369794,1402.219477,106.769279,0.0,952.626032,4379.846765,309328,6912.0,8,16,True,16,22793.234098,45.0,501.598209,577.933532,147969.0,22667108.0,28125.706895000003,28125.706895000003,457297.0
PRTD,20,9,256,2026281016,normal,10363.117283,0.0,10363.117283,7001.836179,1985.040957,1293.57781,81.363203,0.0,376.326126,9986.791157,357300,7808.0,8,20,True,16,,,,,,,10363.117283,10363.117283,357300.0
BSIF,20,9,256,2026281017,normal,4961.988078,0.0,4961.988078,3646.370731,1032.427173,283.069137,0.0,0.0,0.08212,4961.905958,264480,7324.0,1,14,True,17,21701.76306,43.0,501.586053,532.444164,155839.0,23959788.0,26663.751138,26663.751138,420319.0
RPPS-TDC,20,9,256,2026281017,normal,5352.588711,0.0,5352.588711,3632.665671,202.205514,1409.691664,107.381418,0.0,956.127865,4396.460846,309328,6912.0,9,16,True,17,22838.849511,45.0,501.257184,612.224039,147969.0,22667108.0,28191.438222,28191.438222,457297.0
PRTD,20,9,256,2026281017,normal,10428.576979,0.0,10428.576979,7052.246647,1992.173423,1301.024325,81.800029,0.0,378.395329,10050.18165,357300,7808.0,8,20,True,17,,,,,,,10428.576979,10428.576979,357300.0
IRPP-TD,20,9,256,2026281017,normal,33.452969,0.0,33.452969,25.250998,1.243691,6.773503,0.0,0.0,3.03168,30.421289,211480,1568.0,7,20,True,17,12200.418031,24.0,501.976724,545.805874,6936.0,647953.0,12233.871,12733.871,218416.0
RPPS-TDC,20,9,256,2026281018,normal,5349.582496,0.0,5349.582496,3634.954001,203.04485,1404.825719,106.181461,0.0,954.54185,4395.040646,309328,6912.0,8,16,True,18,22785.345044,45.0,501.214966,545.254066,147969.0,22667108.0,28134.92754,28134.92754,457297.0
PRTD,20,9,256,2026281018,normal,10424.747649,0.0,10424.747649,7026.882041,2002.42548,1310.345374,83.763444,0.0,380.997224,10043.750425,357300,7808.0,8,20,True,18,,,,,,,10424.747649,10424.747649,357300.0
IRPP-TD,20,9,256,2026281018,normal,33.402319,0.0,33.402319,25.057702,1.104265,7.037619,0.0,0.0,3.402234,30.000085,211480,1568.0,6,20,True,18,12056.565847,24.0,501.785025,516.88083,6936.0,647953.0,12089.968166,12589.968166,218416.0
BSIF,20,9,256,2026281018,normal,4943.553556,0.0,4943.553556,3622.220155,1039.988967,281.220616,0.0,0.0,0.081332,4943.472224,264480,7324.0,1,14,True,18,21705.011753,43.0,501.410245,512.57473,155839.0,23959788.0,26648.565308999998,26648.565308999998,420319.0
PRTD,20,9,256,2026281019,normal,10341.34299,0.0,10341.34299,6985.447538,1982.437033,1291.19161,80.961341,0.0,375.924313,9965.418677,357300,7808.0,8,20,True,19,,,,,,,10341.34299,10341.34299,357300.0
IRPP-TD,20,9,256,2026281019,normal,32.746642,0.0,32.746642,24.723015,1.151006,6.666881,0.0,0.0,3.094568,29.652074,211480,1568.0,6,20,True,19,12251.433193,24.0,501.792598,539.742079,6936.0,647953.0,12284.179835,12784.179835,218416.0
BSIF,20,9,256,2026281019,normal,4900.596129,0.0,4900.596129,3589.518129,1023.28366,287.652935,0.0,0.0,0.086286,4900.509843,264480,7324.0,1,14,True,19,21791.278418,43.0,502.230508,539.113437,155839.0,23959788.0,26691.874547,26691.874547,420319.0
RPPS-TDC,20,9,256,2026281019,normal,5348.633446,0.0,5348.633446,3639.920585,203.263326,1398.944862,105.849345,0.0,949.015895,4399.617550999999,309328,6912.0,8,16,True,19,22602.910065,45.0,501.720393,623.556007,147969.0,22667108.0,27951.543511,27951.543511,457297.0
IRPP-TD,20,9,256,2026281020,normal,33.022126,0.0,33.022126,24.816641,1.104531,6.923821,0.0,0.0,3.32682,29.695306,211480,1568.0,6,20,True,20,12108.005487,24.0,502.123643,530.131175,6936.0,647953.0,12141.027613,12641.027613,218416.0
BSIF,20,9,256,2026281020,normal,4894.288976,0.0,4894.288976,3594.726948,1020.669813,278.747112,0.0,0.0,0.089557,4894.199419,264480,7324.0,1,14,True,20,21852.118657,43.0,502.043982,543.067208,155839.0,23959788.0,26746.407633,26746.407633,420319.0
RPPS-TDC,20,9,256,2026281020,normal,5314.661387,0.0,5314.661387,3603.031116,203.377741,1402.199327,105.467747,0.0,951.771833,4362.889554,309328,6912.0,8,16,True,20,23112.833968,45.0,502.24867,605.937066,147969.0,22667108.0,28427.495355,28427.495355,457297.0
