protocol,n,dimension,payload_bytes,seed,audit_mode,offchain_active_ms,declared_wait_ms,offchain_final_ms,worker_ms,tp_sp_cloudA_ms,dr_cloudB_ms,rb_rc_ta_ms,auditor_ms,analytics_ms,crypto_and_protocol_ms,traffic_task_bytes,traffic_report_bytes,iterations,retained_count,valid,run,chain_active_ms,tx_count,confirm_median_ms,confirm_p95_ms,ledger_bytes_task,gas_used,e2e_active_ms,e2e_final_ms,total_traffic_task_bytes
BSIF,27,9,256,2026351017,normal,6567.872017,0.0,6567.872017,4819.704902,1370.996145,377.089197,0.0,0.0,0.08055,6567.791467,357800,7324.0,1,19,True,17,29015.016609,57.0,501.628178,541.775407,210012.0,32308590.0,35582.888626,35582.888626,567812.0
RPPS-TDC,27,9,256,2026351017,normal,6972.482763,0.0,6972.482763,4783.810895,204.8562,1843.811336,139.632212,0.0,1264.403892,5708.078871,415148,6912.0,8,22,True,17,29743.063472,59.0,501.597234,526.134695,199230.0,30554694.0,36715.546235,36715.546235,614378.0
PRTD,27,9,256,2026351017,normal,13174.498795,0.0,13174.498795,9332.112271,2137.427018,1595.866977,108.132663,0.0,372.228354,12802.270441,462832,7808.0,8,27,True,17,,,,,,,13174.498795,13174.498795,462832.0
IRPP-TD,27,9,256,2026351017,normal,51.693377,0.0,51.693377,41.784234,1.528977,8.169992,0.0,0.0,3.58896,48.104417,321786,1568.0,6,27,True,17,15661.60251,31.0,501.830962,520.686188,8959.0,846795.0,15713.295887,16213.295887,330745.0
RPPS-TDC,27,9,256,2026351018,normal,7029.105513,0.0,7029.105513,4819.695896,206.654052,1861.467403,140.877381,0.0,1274.084871,5755.020642,415148,6912.0,8,22,True,18,30063.375537,59.0,502.079194,560.927246,199230.0,30554694.0,37092.48105,37092.48105,614378.0
PRTD,27,9,256,2026351018,normal,13227.381595,0.0,13227.381595,9368.53526,2149.626487,1600.490732,107.785279,0.0,372.657364,12854.724231,462832,7808.0,8,27,True,18,,,,,,,13227.381595,13227.381595,462832.0
IRPP-TD,27,9,256,2026351018,normal,52.033335,0.0,52.033335,41.773784,1.49228,8.56344,0.0,0.0,3.736691,48.296644,321786,1568.0,6,27,True,18,15788.646703,31.0,501.458048,543.085438,8959.0,846795.0,15840.680038,16340.680038,330745.0
BSIF,27,9,256,2026351018,normal,6566.274017,0.0,6566.274017,4814.134179,1375.184456,376.873978,0.0,0.0,0.07964,6566.194377,357800,7324.0,1,19,True,18,28680.035281,57.0,501.119539,535.190189,210012.0,32308590.0,35246.309298,35246.309298,567812.0
PRTD,27,9,256,2026351019,normal,13286.793947,0.0,13286.793947,9403.344872,2163.487348,1609.833687,109.22769,0.0,378.857159,12907.936788,462832,7808.0,8,27,True,19,,,,,,,13286.793947,13286.793947,462832.0
IRPP-TD,27,9,256,2026351019,normal,53.661685,0.0,53.661685,42.874575,1.558958,9.016628,0.0,0.0,4.119274,49.542411,321786,1568.0,6,27,True,19,15682.824876,31.0,501.729882,525.062323,8959.0,846795.0,15736.486561,16236.486561,330745.0
BSIF,27,9,256,2026351019,normal,6544.134348,0.0,6544.134348,4800.675322,1366.447192,376.92059,0.0,0.0,0.081861,6544.052487,357800,7324.0,1,19,True,19,28755.279965,57.0,501.778692,536.273453,210012.0,32308590.0,35299.414313,35299.414313,567812.0
RPPS-TDC,27,9,256,2026351019,normal,6992.872975,0.0,6992.872975,4803.152489,205.009753,1845.092401,139.210206,0.0,1262.707473,5730.165502,415148,6912.0,8,22,True,19,29742.664639,59.0,501.693132,534.803587,199230.0,30554694.0,36735.537614,36735.537614,614378.0
IRPP-TD,27,9,256,2026351020,normal,52.031899,0.0,52.031899,42.123909,1.477961,8.231353,0.0,0.0,3.527295,48.504604,321786,1568.0,6,27,True,20,15657.444708,31.0,502.233654,536.00452,8959.0,846795.0,15709.476607,16209.476607,330745.0
BSIF,27,9,256,2026351020,normal,6537.537264,0.0,6537.537264,4798.185601,1364.104717,375.161898,0.0,0.0,0.08053,6537.456733999999,357800,7324.0,1,19,True,20,28877.610245,57.0,501.806987,536.519849,210012.0,32308590.0,35415.147509,35415.147509,567812.0
RPPS-TDC,27,9,256,2026351020,normal,6985.740111,0.0,6985.740111,4802.693595,204.365401,1839.328246,138.961408,0.0,1258.062016,5727.678095,415148,6912.0,8,22,True,20,29943.819825,59.0,501.612274,537.874468,199230.0,30554694.0,36929.559936,36929.559936,614378.0
PRTD,27,9,256,2026351020,normal,13215.458992,0.0,13215.458992,9357.742341,2152.540332,1596.168116,107.993021,0.0,372.135012,12843.32398,462832,7808.0,8,27,True,20,,,,,,,13215.458992,13215.458992,462832.0
BSIF,27,9,256,2026351021,normal,6561.522685,0.0,6561.522685,4815.974035,1370.717344,374.73925,0.0,0.0,0.080909,6561.441776,357800,7324.0,1,19,True,21,28833.43531,57.0,501.841378,550.497585,210012.0,32308590.0,35394.957995000004,35394.957995000004,567812.0
RPPS-TDC,27,9,256,2026351021,normal,6986.228734,0.0,6986.228734,4800.451272,205.436737,1840.387993,139.566577,0.0,1259.119697,5727.109037,415148,6912.0,8,22,True,21,29717.231973,59.0,501.528901,517.533036,199230.0,30554694.0,36703.460707000006,36703.460707000006,614378.0
PRTD,27,9,256,2026351021,normal,13254.754661,0.0,13254.754661,9406.883537,2142.965149,1594.768796,109.083144,0.0,372.000815,12882.753846,462832,7808.0,8,27,True,21,,,,,,,13254.754661,13254.754661,462832.0
IRPP-TD,27,9,256,2026351021,normal,52.483168,0.0,52.483168,42.307557,1.522088,8.434141,0.0,0.0,3.772662,48.710506,321786,1568.0,6,27,True,21,15758.767808,31.0,501.573353,553.424988,8959.0,846795.0,15811.250976000001,16311.250976000001,330745.0
RPPS-TDC,27,9,256,2026351022,normal,7034.961552,0.0,7034.961552,4833.796002,206.481088,1854.343525,139.962975,0.0,1266.425316,5768.536236,415148,6912.0,8,22,True,22,29857.232838,59.0,502.300362,517.882894,199230.0,30554694.0,36892.19439,36892.19439,614378.0
PRTD,27,9,256,2026351022,normal,13431.034877,0.0,13431.034877,9557.335375,2158.798538,1605.027227,108.951149,0.0,373.150349,13057.884528,462832,7808.0,8,27,True,22,,,,,,,13431.034877,13431.034877,462832.0
IRPP-TD,27,9,256,2026351022,normal,52.231362,0.0,52.231362,42.099835,1.495442,8.440113,0.0,0.0,3.910104,48.321258,321786,1568.0,6,27,True,22,15567.982368,31.0,500.915846,511.635568,8959.0,846795.0,15620.213730000001,16120.213730000001,330745.0
BSIF,27,9,256,2026351022,normal,6506.342689,0.0,6506.342689,4783.026029,1351.449305,371.762212,0.0,0.0,0.082022,6506.2606670000005,357800,7324.0,1,19,True,22,28834.482316,57.0,501.447976,536.175282,210012.0,32308590.0,35340.825005,35340.825005,567812.0
PRTD,27,9,256,2026351023,normal,13278.531785,0.0,13278.531785,9364.206804,2175.681077,1627.600517,110.058925,0.0,379.383367,12899.148418,462832,7808.0,8,27,True,23,,,,,,,13278.531785,13278.531785,462832.0
IRPP-TD,27,9,256,2026351023,normal,52.596125,0.0,52.596125,42.257605,1.512575,8.623261,0.0,0.0,3.822642,48.773483,321786,1568.0,6,27,True,23,15664.486746,31.0,501.393738,530.44998,8959.0,846795.0,15717.082871,16217.082871,330745.0
BSIF,27,9,256,2026351023,normal,6560.752074,0.0,6560.752074,4818.237801,1366.783838,375.621182,0.0,0.0,0.081696,6560.670378,357800,7324.0,1,19,True,23,28696.45735,57.0,501.897317,534.459253,210012.0,32308590.0,35257.209424,35257.209424,567812.0
RPPS-TDC,27,9,256,2026351023,normal,6998.430972,0.0,6998.430972,4800.1367,206.783694,1850.457553,140.672926,0.0,1267.376684,5731.054288,415148,6912.0,8,22,True,23,29905.207753,59.0,502.151628,541.246751,199230.0,30554694.0,36903.638725,36903.638725,614378.0
IRPP-TD,27,9,256,2026351024,normal,53.640278,0.0,53.640278,43.179848,1.524309,8.725399,0.0,0.0,3.838421,49.801857000000005,321786,1568.0,6,27,True,24,15684.092142,31.0,502.111301,537.178217,8959.0,846795.0,15737.73242,16237.73242,330745.0
BSIF,27,9,256,2026351024,normal,6559.140871,0.0,6559.140871,4828.043531,1357.440604,373.557526,0.0,0.0,0.087693,6559.053177999999,357800,7324.0,1,19,True,24,28836.743984,57.0,502.007178,535.384006,210012.0,32308590.0,35395.884855,35395.884855,567812.0
RPPS-TDC,27,9,256,2026351024,normal,6993.574581,0.0,6993.574581,4780.162414,211.395863,1858.126649,143.490951,0.0,1262.870659,5730.703922,415148,6912.0,8,22,True,24,29789.92517,59.0,501.58612,537.03716,199230.0,30554694.0,36783.499750999996,36783.499750999996,614378.0
PRTD,27,9,256,2026351024,normal,13334.751367,0.0,13334.751367,9480.307415,2151.699862,1593.978207,107.805716,0.0,372.634002,12962.117365,462832,7808.0,8,27,True,24,,,,,,,13334.751367,13334.751367,462832.0
BSIF,27,9,256,2026351025,normal,6529.238372,0.0,6529.238372,4791.85861,1363.381192,373.921853,0.0,0.0,0.079323,6529.159049,357800,7324.0,1,19,True,25,28875.070373,57.0,501.329771,543.988044,210012.0,32308590.0,35404.308745,35404.308745,567812.0
RPPS-TDC,27,9,256,2026351025,normal,6968.534586,0.0,6968.534586,4786.31726,204.988051,1837.374437,139.470318,0.0,1258.473798,5710.060788,415148,6912.0,8,22,True,25,29752.617178,59.0,501.453789,540.642644,199230.0,30554694.0,36721.151764,36721.151764,614378.0
PRTD,27,9,256,2026351025,normal,13220.019831,0.0,13220.019831,9368.485649,2143.745463,1596.764187,109.947412,0.0,371.485765,12848.534066,462832,7808.0,8,27,True,25,,,,,,,13220.019831,13220.019831,462832.0
IRPP-TD,27,9,256,2026351025,normal,65.35418,0.0,65.35418,50.357848,1.781207,12.901081,0.0,0.0,6.295182,59.058998,321786,1568.0,6,27,True,25,15578.514327,31.0,501.475367,519.982089,8959.0,846795.0,15643.868507000001,16143.868507000001,330745.0
RPPS-TDC,27,9,256,2026351026,normal,7007.851066,0.0,7007.851066,4823.756092,204.725094,1839.342365,139.572578,0.0,1259.808043,5748.043023,415148,6912.0,8,22,True,26,29851.308755,59.0,501.848934,539.178838,199230.0,30554694.0,36859.159821,36859.159821,614378.0
PRTD,27,9,256,2026351026,normal,13297.372809,0.0,13297.372809,9406.077457,2171.106929,1611.40649,107.732622,0.0,371.855499,12925.51731,462832,7808.0,8,27,True,26,,,,,,,13297.372809,13297.372809,462832.0
IRPP-TD,27,9,256,2026351026,normal,52.525138,0.0,52.525138,42.315492,1.456631,8.549399,0.0,0.0,3.782989,48.742149,321786,1568.0,6,27,True,26,15623.920407,31.0,501.187373,521.882793,8959.0,846795.0,15676.445545,16176.445545,330745.0
BSIF,27,9,256,2026351026,normal,6801.493487,0.0,6801.493487,4847.432409,1417.901429,536.057588,0.0,0.0,0.080088,6801.413399,419752,7324.0,1,27,True,26,28795.536155,57.0,502.110683,537.678207,210012.0,32308590.0,35597.029642,35597.029642,629764.0
PRTD,27,9,256,2026351027,normal,13312.739807,0.0,13312.739807,9433.741012,2153.10019,1616.637425,108.290886,0.0,374.17611,12938.563697,462832,7808.0,8,27,True,27,,,,,,,13312.739807,13312.739807,462832.0
IRPP-TD,27,9,256,2026351027,normal,51.57244,0.0,51.57244,41.574612,1.496367,8.307351,0.0,0.0,3.765736,47.806704,321786,1568.0,6,27,True,27,15764.451876,31.0,501.962041,585.192763,8959.0,846795.0,15816.024315999999,16316.024315999999,330745.0
BSIF,27,9,256,2026351027,normal,6620.915031,0.0,6620.915031,4830.057964,1414.769394,375.994065,0.0,0.0,0.080938,6620.834093,357800,7324.0,1,19,True,27,28826.547877,57.0,502.036471,542.904019,210012.0,32308590.0,35447.462908,35447.462908,567812.0
RPPS-TDC,27,9,256,2026351027,normal,7054.228945,0.0,7054.228945,4825.469916,205.10692,1878.631734,144.611923,0.0,1292.97848,5761.250465,415148,6912.0,8,22,True,27,29865.09502,59.0,501.47662,546.697111,199230.0,30554694.0,36919.323965,36919.323965,614378.0
IRPP-TD,27,9,256,2026351028,normal,53.083868,0.0,53.083868,43.161993,1.47949,8.245983,0.0,0.0,3.537654,49.546214000000006,321786,1568.0,6,27,True,28,15764.523257,31.0,501.500962,528.744264,8959.0,846795.0,15817.607125,16317.607125,330745.0
BSIF,27,9,256,2026351028,normal,6543.773704,0.0,6543.773704,4800.175864,1367.781475,375.721101,0.0,0.0,0.080685,6543.693019,357800,7324.0,1,19,True,28,28965.278899,57.0,501.666142,560.752489,210012.0,32308590.0,35509.052603000004,35509.052603000004,567812.0
RPPS-TDC,27,9,256,2026351028,normal,7029.687837,0.0,7029.687837,4840.684939,205.67133,1842.694642,140.141841,0.0,1261.081699,5768.606138,415148,6912.0,8,22,True,28,29868.198245,59.0,501.781299,539.904726,199230.0,30554694.0,36897.886082,36897.886082,614378.0
PRTD,27,9,256,2026351028,normal,13198.865121,0.0,13198.865121,9350.779477,2141.891053,1596.298563,108.965127,0.0,371.825891,12827.03923,462832,7808.0,8,27,True,28,,,,,,,13198.865121,13198.865121,462832.0
BSIF,27,9,256,2026351029,normal,6828.706656,0.0,6828.706656,4943.643098,1498.683746,386.268455,0.0,0.0,0.079473,6828.6271830000005,357800,7324.0,1,19,True,29,28948.649828,57.0,502.288363,544.757636,210012.0,32308590.0,35777.356484,35777.356484,567812.0
RPPS-TDC,27,9,256,2026351029,normal,7346.778681,0.0,7346.778681,4992.682413,214.732586,1986.640452,151.991743,0.0,1377.869661,5968.90902,415148,6912.0,8,22,True,29,30181.942493,59.0,501.935385,598.121884,199230.0,30554694.0,37528.721174,37528.721174,614378.0
PRTD,27,9,256,2026351029,normal,13427.645588,0.0,13427.645588,9489.682036,2168.908957,1659.448163,107.981788,0.0,387.999085,13039.646503,462832,7808.0,8,27,True,29,,,,,,,13427.645588,13427.645588,462832.0
IRPP-TD,27,9,256,2026351029,normal,53.079402,0.0,53.079402,42.716816,1.526975,8.589815,0.0,0.0,3.847414,49.231988,321786,1568.0,6,27,True,29,15578.055366,31.0,500.813062,527.758907,8959.0,846795.0,15631.134768,16131.134768,330745.0
IRPP-TD,39,9,256,2026471000,normal,98.729731,0.0,98.729731,84.242823,2.128858,12.061753,0.0,0.0,5.162128,93.567603,555906,1568.0,7,39,True,0,21687.68204,43.0,501.721654,536.741959,12427.0,1187667.0,21786.411771,22286.411771,568333.0
BSIF,39,9,256,2026471000,normal,9894.307951,0.0,9894.307951,7037.042683,2080.257329,776.772454,0.0,0.0,0.08637,9894.221581,606280,7324.0,1,39,True,0,41104.470293,81.0,501.876808,549.51818,302880.0,46620822.0,50998.778244,50998.778244,909160.0
RPPS-TDC,39,9,256,2026471000,normal,10254.83288,0.0,10254.83288,6996.413753,225.315429,2823.873202,208.063907,0.0,1903.253228,8351.579652,596540,6912.0,9,32,True,0,42072.645839,83.0,501.976392,548.923052,287106.0,44076270.0,52327.478719,52327.478719,883646.0
PRTD,39,9,256,2026471000,normal,18516.434312,0.0,18516.434312,13716.745872,2478.249757,2162.216192,156.934235,0.0,375.805841,18140.628471,643744,7808.0,8,39,True,0,,,,,,,18516.434312,18516.434312,643744.0
BSIF,39,9,256,2026471001,normal,9855.731517,0.0,9855.731517,7011.683775,2065.301289,778.543426,0.0,0.0,0.08386,9855.647657,606280,7324.0,1,39,True,1,41305.325762,81.0,501.865769,557.346807,302880.0,46620822.0,51161.057279,51161.057279,909160.0
RPPS-TDC,39,9,256,2026471001,normal,10110.24913,0.0,10110.24913,7016.502775,218.976303,2669.491012,204.227957,0.0,1841.996189,8268.252941,596540,6912.0,9,32,True,1,42138.189964,83.0,502.097644,541.607636,287106.0,44076270.0,52248.439094,52248.439094,883646.0
PRTD,39,9,256,2026471001,normal,18478.709378,0.0,18478.709378,13654.79643,2495.705894,2167.651411,158.475092,0.0,379.21013,18099.499248,643744,7808.0,8,39,True,1,,,,,,,18478.709378,18478.709378,643744.0
IRPP-TD,39,9,256,2026471001,normal,101.324834,0.0,101.324834,86.638402,2.203623,12.167557,0.0,0.0,5.302167,96.022667,555906,1568.0,7,39,True,1,21634.795873,43.0,501.096816,511.635232,12427.0,1187667.0,21736.120707,22236.120707,568333.0
RPPS-TDC,39,9,256,2026471002,normal,10233.738576,0.0,10233.738576,7114.13943,220.626095,2692.608967,205.154328,0.0,1861.637232,8372.101343999999,596540,6912.0,8,32,True,2,42076.945048,83.0,501.471637,544.791972,287106.0,44076270.0,52310.683624,52310.683624,883646.0
PRTD,39,9,256,2026471002,normal,18615.529971,0.0,18615.529971,13785.854385,2488.985124,2181.99956,156.430105,0.0,378.451464,18237.078507,643744,7808.0,8,39,True,2,,,,,,,18615.529971,18615.529971,643744.0
IRPP-TD,39,9,256,2026471002,normal,98.63887,0.0,98.63887,84.317727,2.150007,11.860811,0.0,0.0,5.158003,93.480867,555906,1568.0,7,39,True,2,21752.126986,43.0,501.853504,522.305647,12427.0,1187667.0,21850.765855999998,22350.765855999998,568333.0
BSIF,39,9,256,2026471002,normal,9698.455403,0.0,9698.455403,7110.924798,2040.141061,547.193994,0.0,0.0,0.089669,9698.365734,513352,7324.0,1,27,True,2,40891.257429,81.0,501.80363,543.515559,302880.0,46620822.0,50589.712832,50589.712832,816232.0
PRTD,39,9,256,2026471003,normal,18545.645332,0.0,18545.645332,13738.197427,2479.146128,2169.529024,156.693713,0.0,376.041373,18169.603959,643744,7808.0,8,39,True,3,,,,,,,18545.645332,18545.645332,643744.0
IRPP-TD,39,9,256,2026471003,normal,99.061273,0.0,99.061273,84.798681,2.172487,11.777536,0.0,0.0,5.074675,93.986598,555906,1568.0,7,39,True,3,21743.391303,43.0,502.046577,539.838876,12427.0,1187667.0,21842.452576,22342.452576,568333.0
BSIF,39,9,256,2026471003,normal,9563.700629,0.0,9563.700629,7015.75418,2003.340489,544.405511,0.0,0.0,0.085506,9563.615123,513352,7324.0,1,27,True,3,41092.59283,81.0,502.228447,541.671592,302880.0,46620822.0,50656.293459,50656.293459,816232.0
RPPS-TDC,39,9,256,2026471003,normal,10139.129593,0.0,10139.129593,7046.845614,220.184529,2666.479042,204.489457,0.0,1839.51558,8299.614013,596540,6912.0,8,32,True,3,42017.924798,83.0,501.457501,543.441826,287106.0,44076270.0,52157.054391,52157.054391,883646.0
IRPP-TD,39,9,256,2026471004,normal,99.716443,0.0,99.716443,85.543119,2.139802,11.746971,0.0,0.0,5.047593,94.66885,555906,1568.0,7,39,True,4,21911.844735,43.0,501.919653,556.542202,12427.0,1187667.0,22011.561178,22511.561178,568333.0
BSIF,39,9,256,2026471004,normal,9564.699396,0.0,9564.699396,7028.132953,1996.959918,539.391267,0.0,0.0,0.087159,9564.612237,513352,7324.0,1,27,True,4,40993.067821,81.0,501.752963,536.489232,302880.0,46620822.0,50557.767217,50557.767217,816232.0
RPPS-TDC,39,9,256,2026471004,normal,10168.012901,0.0,10168.012901,7030.017606,221.388424,2708.084316,207.371453,0.0,1866.438565,8301.574336,596540,6912.0,9,32,True,4,42376.445558,83.0,502.359475,553.505731,287106.0,44076270.0,52544.458459,52544.458459,883646.0
PRTD,39,9,256,2026471004,normal,18822.627699,0.0,18822.627699,13944.374244,2519.008441,2198.358629,158.611972,0.0,383.114468,18439.513231,643744,7808.0,8,39,True,4,,,,,,,18822.627699,18822.627699,643744.0
BSIF,39,9,256,2026471005,normal,9664.502733,0.0,9664.502733,7129.969112,1994.359592,539.96725,0.0,0.0,0.087909,9664.414824,513352,7324.0,1,27,True,5,40930.073797,81.0,501.373726,540.697918,302880.0,46620822.0,50594.57653,50594.57653,816232.0
RPPS-TDC,39,9,256,2026471005,normal,10129.213225,0.0,10129.213225,7013.509539,233.490807,2676.360381,204.737686,0.0,1840.155186,8289.058039,596540,6912.0,8,32,True,5,42498.667049,83.0,502.060143,579.441726,287106.0,44076270.0,52627.880274,52627.880274,883646.0
PRTD,39,9,256,2026471005,normal,18496.408965,0.0,18496.408965,13693.210939,2481.202515,2162.937289,157.080677,0.0,377.190842,18119.218123,643744,7808.0,8,39,True,5,,,,,,,18496.408965,18496.408965,643744.0
IRPP-TD,39,9,256,2026471005,normal,99.27863,0.0,99.27863,84.721546,2.140088,12.09593,0.0,0.0,5.337747,93.940883,555906,1568.0,7,39,True,5,21749.877062,43.0,501.957022,538.31296,12427.0,1187667.0,21849.155692,22349.155692,568333.0
RPPS-TDC,39,9,256,2026471006,normal,10100.631473,0.0,10100.631473,7011.163098,218.451138,2665.926827,204.061991,0.0,1839.400157,8261.231316,596540,6912.0,8,32,True,6,42390.071732,83.0,502.265315,560.347586,287106.0,44076270.0,52490.703205,52490.703205,883646.0
PRTD,39,9,256,2026471006,normal,18496.879421,0.0,18496.879421,13689.525733,2485.080385,2163.159478,157.109433,0.0,376.685239,18120.194182000003,643744,7808.0,8,39,True,6,,,,,,,18496.879421,18496.879421,643744.0
IRPP-TD,39,9,256,2026471006,normal,99.118287,0.0,99.118287,84.857458,2.149143,11.792889,0.0,0.0,5.128518,93.989769,555906,1568.0,7,39,True,6,21790.814955,43.0,501.780153,541.957922,12427.0,1187667.0,21889.933242000003,22389.933242000003,568333.0
BSIF,39,9,256,2026471006,normal,9617.730138,0.0,9617.730138,7039.543514,2030.588122,547.396041,0.0,0.0,0.087924,9617.642214,513352,7324.0,1,27,True,6,41297.99793,81.0,501.761562,568.471628,302880.0,46620822.0,50915.728068,50915.728068,816232.0
PRTD,39,9,256,2026471007,normal,18794.797932,0.0,18794.797932,13914.97563,2518.302235,2200.662908,158.691002,0.0,385.41681,18409.381122000003,643744,7808.0,8,39,True,7,,,,,,,18794.797932,18794.797932,643744.0
IRPP-TD,39,9,256,2026471007,normal,100.716791,0.0,100.716791,86.393453,2.161038,11.842526,0.0,0.0,5.18589,95.530901,555906,1568.0,7,39,True,7,21799.752763,43.0,501.700232,588.372447,12427.0,1187667.0,21900.469554,22400.469554,568333.0
BSIF,39,9,256,2026471007,normal,9693.423852,0.0,9693.423852,7129.61015,2022.804654,540.801416,0.0,0.0,0.085121,9693.338731,513352,7324.0,1,27,True,7,41163.192531,81.0,501.90584,559.330009,302880.0,46620822.0,50856.616383,50856.616383,816232.0
RPPS-TDC,39,9,256,2026471007,normal,10151.472615,0.0,10151.472615,7016.103787,223.065344,2701.022313,210.206173,0.0,1846.436002,8305.036613,596540,6912.0,9,32,True,7,42317.452602,83.0,501.927023,543.347319,287106.0,44076270.0,52468.925216999996,52468.925216999996,883646.0
IRPP-TD,39,9,256,2026471008,normal,101.846446,0.0,101.846446,87.172348,2.217851,12.116689,0.0,0.0,5.216672,96.629774,555906,1568.0,7,39,True,8,22070.16082,43.0,502.659037,572.427193,12427.0,1187667.0,22172.007266,22672.007266,568333.0
BSIF,39,9,256,2026471008,normal,9779.765036,0.0,9779.765036,7192.921536,2035.568622,551.054525,0.0,0.0,0.085301,9779.679735000002,513352,7324.0,1,27,True,8,41163.206138,81.0,501.663098,557.984283,302880.0,46620822.0,50942.971174000006,50942.971174000006,816232.0
RPPS-TDC,39,9,256,2026471008,normal,10279.748228,0.0,10279.748228,7172.987148,219.806287,2681.597751,204.156248,0.0,1852.926306,8426.821922000001,596540,6912.0,9,32,True,8,42589.76478,83.0,502.373372,610.735874,287106.0,44076270.0,52869.513007999994,52869.513007999994,883646.0
PRTD,39,9,256,2026471008,normal,18795.2848,0.0,18795.2848,13905.991499,2522.830724,2205.590056,158.664085,0.0,384.475812,18410.808988,643744,7808.0,8,39,True,8,,,,,,,18795.2848,18795.2848,643744.0
BSIF,39,9,256,2026471009,normal,10012.236068,0.0,10012.236068,7135.380433,2087.480492,789.164679,0.0,0.0,0.085444,10012.150624,606280,7324.0,1,39,True,9,41034.380154,81.0,501.980413,546.264648,302880.0,46620822.0,51046.616222,51046.616222,909160.0
RPPS-TDC,39,9,256,2026471009,normal,10256.226764,0.0,10256.226764,7127.195119,228.412368,2695.455145,203.969183,0.0,1866.634784,8389.59198,596540,6912.0,8,32,True,9,42413.745688,83.0,502.202201,547.177075,287106.0,44076270.0,52669.972452,52669.972452,883646.0
PRTD,39,9,256,2026471009,normal,18521.887317,0.0,18521.887317,13687.036409,2488.584791,2180.070521,164.074963,0.0,380.076623,18141.810694,643744,7808.0,8,39,True,9,,,,,,,18521.887317,18521.887317,643744.0
IRPP-TD,39,9,256,2026471009,normal,103.179497,0.0,103.179497,87.843066,2.442483,12.563759,0.0,0.0,5.435199,97.744298,555906,1568.0,7,39,True,9,21713.76054,43.0,501.557078,576.051265,12427.0,1187667.0,21816.940037,22316.940037,568333.0
RPPS-TDC,39,9,256,2026471010,normal,10284.675451,0.0,10284.675451,7190.229175,219.063756,2669.829695,204.441994,0.0,1841.124501,8443.550949999999,596540,6912.0,9,32,True,10,42034.438176,83.0,502.204896,542.752424,287106.0,44076270.0,52319.113627,52319.113627,883646.0
PRTD,39,9,256,2026471010,normal,18595.156827,0.0,18595.156827,13740.626591,2501.082242,2193.726655,157.444417,0.0,380.220556,18214.936271,643744,7808.0,8,39,True,10,,,,,,,18595.156827,18595.156827,643744.0
IRPP-TD,39,9,256,2026471010,normal,100.981677,0.0,100.981677,86.016092,2.14979,12.432067,0.0,0.0,5.322456,95.659221,555906,1568.0,7,39,True,10,21944.586626,43.0,502.72493,554.137122,12427.0,1187667.0,22045.568303,22545.568303,568333.0
BSIF,39,9,256,2026471010,normal,9672.457947,0.0,9672.457947,7136.640861,1995.438832,540.164619,0.0,0.0,0.087614,9672.370333,513352,7324.0,1,27,True,10,40967.753841,81.0,501.837553,538.626784,302880.0,46620822.0,50640.211788,50640.211788,816232.0
PRTD,39,9,256,2026471011,normal,18717.960389,0.0,18717.960389,13843.281227,2515.591125,2197.283951,159.701344,0.0,384.724911,18333.235478,643744,7808.0,8,39,True,11,,,,,,,18717.960389,18717.960389,643744.0
IRPP-TD,39,9,256,2026471011,normal,101.554155,0.0,101.554155,86.941218,2.187697,12.104963,0.0,0.0,5.094918,96.459237,555906,1568.0,6,39,True,11,21793.410559,43.0,502.08845,543.690005,12427.0,1187667.0,21894.964714,22394.964714,568333.0
BSIF,39,9,256,2026471011,normal,9646.222799,0.0,9646.222799,7084.837661,2009.148644,552.022526,0.0,0.0,0.085572,9646.137227,513352,7324.0,1,27,True,11,40886.031297,81.0,502.183204,538.610486,302880.0,46620822.0,50532.254096000004,50532.254096000004,816232.0
RPPS-TDC,39,9,256,2026471011,normal,10280.555291,0.0,10280.555291,7128.024115,222.206083,2720.704298,208.360129,0.0,1878.530733,8402.024558000001,596540,6912.0,8,32,True,11,42021.381935,83.0,502.494629,541.248303,287106.0,44076270.0,52301.937225999995,52301.937225999995,883646.0
IRPP-TD,39,9,256,2026471012,normal,100.862879,0.0,100.862879,86.16046,2.168204,12.200944,0.0,0.0,5.382435,95.480444,555906,1568.0,7,39,True,12,21783.339151,43.0,501.369558,539.411608,12427.0,1187667.0,21884.20203,22384.20203,568333.0
BSIF,39,9,256,2026471012,normal,9742.361346,0.0,9742.361346,7153.612044,2043.856882,544.650232,0.0,0.0,0.085353,9742.275993,513352,7324.0,1,27,True,12,40979.843603,81.0,501.777242,535.399546,302880.0,46620822.0,50722.204949,50722.204949,816232.0
RPPS-TDC,39,9,256,2026471012,normal,10284.78522,0.0,10284.78522,7143.716641,221.238948,2709.626922,208.99623,0.0,1870.051652,8414.733568,596540,6912.0,8,32,True,12,42010.191211,83.0,501.80549,535.180513,287106.0,44076270.0,52294.976430999996,52294.976430999996,883646.0
PRTD,39,9,256,2026471012,normal,18655.869052,0.0,18655.869052,13786.40436,2515.712683,2193.775026,157.771452,0.0,383.644617,18272.224435,643744,7808.0,8,39,True,12,,,,,,,18655.869052,18655.869052,643744.0
BSIF,39,9,256,2026471013,normal,9668.90141,0.0,9668.90141,7123.032617,2005.650879,540.003647,0.0,0.0,0.088621,9668.812789,513352,7324.0,1,27,True,13,41002.258277,81.0,501.847903,542.407828,302880.0,46620822.0,50671.159687,50671.159687,816232.0
